NCU05782	CG7878
NCU04142	Hsp83
NCU03697	CG14882
NCU09741	Cpr
NCU09727	CG13667
NCU03815	gb
NCU03815	mnd
NCU03815	JhI-21
NCU03815	CG1607
NCU03815	CG9413
NCU01804	Aps
NCU04201	CG2901
NCU04201	CG10481
NCU04201	CG10483
NCU04201	CG7536
NCU02695	Dsp1
NCU02819	Dsp1
NCU09995	Dsp1
NCU10467	RfC4
NCU08427	RfC3
NCU02687	CG8142
NCU01857	tst
NCU03363	Mtr4
NCU06613	Amt
NCU03257	Amt
NCU01065	Amt
NCU05843	Amt
NCU01638	RpI1
NCU03986	CG17209
NCU02103	RpII215
NCU02616	fzy
NCU01269	fzr2
NCU01269	fzr
NCU07421	Ref2
NCU07421	Ref1
NCU06173	fd19B
NCU00019	slp1
NCU00019	FoxL1
NCU00019	fd59A
NCU01376	CG5361
NCU08997	CG5361
NCU01376	CG16771
NCU08997	CG16771
NCU01376	Alp4
NCU08997	Alp4
NCU01376	phu
NCU08997	phu
NCU01376	CG10827
NCU08997	CG10827
NCU01376	CG5150
NCU08997	CG5150
NCU01376	CG10592
NCU08997	CG10592
NCU01376	CG1809
NCU08997	CG1809
NCU01376	Alp1
NCU08997	Alp1
NCU01376	CG3264
NCU08997	CG3264
NCU01376	Alp2
NCU08997	Alp2
NCU01376	CG3292
NCU08997	CG3292
NCU01376	CG8105
NCU08997	CG8105
NCU01587	CG6873
NCU01587	tsr
NCU04578	CG5045
NCU04814	uex
NCU03786	wdb
NCU03786	wrd
NCU05716	SCCRO3
NCU05716	SCCRO
NCU05716	SCCRO4
NCU04730	AGO1
NCU09434	AGO1
NCU00831	CG3739
NCU09992	CG3739
NCU00831	CG18493
NCU09992	CG18493
NCU00831	CG3734
NCU09992	CG3734
NCU00831	CG11626
NCU09992	CG11626
NCU00831	CG9953
NCU09992	CG9953
NCU09813	smt3
NCU00024	CG15309
NCU00024	Yippee
NCU01605	mats
NCU01605	Mob2
NCU06370	Vamp7
NCU17030	CG14506
NCU17030	Hrb27C
NCU17030	msi
NCU17030	Rbp6
NCU01112	CG7054
NCU01112	Pebp1
NCU01112	CG30060
NCU01112	CG17917
NCU01112	a5
NCU01112	CG17919
NCU01112	CG6180
NCU01112	CG10298
NCU01985	Papss
NCU07775	Taf11
NCU01715	CG11982
NCU01143	CG8915
NCU01143	Rhau
NCU03877	pug
NCU03877	Nmdmc
NCU04096	GckIII
NCU00772	GckIII
NCU03891	SelR
NCU01446	kri
NCU05224	l(2)k01209
NCU05224	Uck
NCU01481	CG13743
NCU06075	CG7069
NCU06075	CG7362
NCU06075	CG2964
NCU06075	PyK
NCU00045	rno
NCU00045	Br140
NCU03258	CG42668
NCU10715	CG1513
NCU02111	Myo61F
NCU02111	Myo31DF
NCU06882	ari-2
NCU06882	CG12362
NCU06882	ari-1
NCU03981	HBS1
NCU02003	eEF1alpha2
NCU02003	eEF1alpha1
NCU09265	Cnx14D
NCU09265	Cnx99A
NCU09265	CG1924
NCU16699	sktl
NCU02295	sktl
NCU16699	PIP5K59B
NCU02295	PIP5K59B
NCU01305	rho-5
NCU01528	Gapdh2
NCU01528	Gapdh1
NCU01528	CG9010
NCU03300	14-3-3epsilon
NCU02806	14-3-3epsilon
NCU04799	CG4612
NCU04799	pAbp
NCU08895	Ctl1
NCU02726	eas
NCU03176	CG2201
NCU06662	CG4995
NCU06662	CG5646
NCU07263	colt
NCU02269	colt
NCU07263	MME1
NCU02269	MME1
NCU04581	ncd
NCU09564	NaPi-III
NCU00824	HDAC1
NCU02795	HDAC3
NCU02665	CG1946
NCU02665	CG1942
NCU02665	CG1941
NCU06756	Ube3a
NCU01853	CG12398
NCU09798	CG12398
NCU07113	CG12398
NCU01853	CG9503
NCU09798	CG9503
NCU07113	CG9503
NCU01853	CG9518
NCU09798	CG9518
NCU07113	CG9518
NCU01853	CG45065
NCU09798	CG45065
NCU07113	CG45065
NCU01853	CG9514
NCU09798	CG9514
NCU07113	CG9514
NCU01853	Gld
NCU09798	Gld
NCU07113	Gld
NCU01853	CG9522
NCU09798	CG9522
NCU07113	CG9522
NCU01853	CG12539
NCU09798	CG12539
NCU07113	CG12539
NCU01853	CG9519
NCU09798	CG9519
NCU07113	CG9519
NCU01853	CG9521
NCU09798	CG9521
NCU07113	CG9521
NCU01853	CG6142
NCU09798	CG6142
NCU07113	CG6142
NCU01853	Eo
NCU09798	Eo
NCU07113	Eo
NCU01853	CG9512
NCU09798	CG9512
NCU07113	CG9512
NCU01853	fiz
NCU09798	fiz
NCU07113	fiz
NCU01853	ninaG
NCU09798	ninaG
NCU07113	ninaG
NCU06523	Mal-A3
NCU07860	Mal-A3
NCU06523	Mal-A4
NCU07860	Mal-A4
NCU06523	Mal-A5
NCU07860	Mal-A5
NCU06523	Mal-A1
NCU07860	Mal-A1
NCU06523	Mal-A6
NCU07860	Mal-A6
NCU06523	Mal-A7
NCU07860	Mal-A7
NCU06523	Mal-A8
NCU07860	Mal-A8
NCU06523	Mal-A2
NCU07860	Mal-A2
NCU06523	Mal-B1
NCU07860	Mal-B1
NCU06523	Mal-B2
NCU07860	Mal-B2
NCU02286	CG42458
NCU07169	sut1
NCU07169	CG7882
NCU07169	sut3
NCU07169	sut2
NCU07169	Glut1
NCU09347	Pfrx
NCU00443	Nup358
NCU06644	Nup358
NCU03337	RecQ5
NCU08598	Blm
NCU07530	Mvl
NCU08489	Mvl
NCU03117	ras
NCU06970	CG6767
NCU01270	CG6767
NCU01786	CG6767
NCU00480	Usp32
NCU09251	CG5532
NCU08382	CG2316
NCU01751	Pmp70
NCU08341	ATP7
NCU06652	Fdh
NCU10042	Eno
NCU01870	Eno
NCU03463	Vha100-2
NCU03463	Vha100-4
NCU03463	Vha100-5
NCU03463	Vha100-1
NCU04600	CG6036
NCU04600	alph
NCU04600	CG17746
NCU04600	Ppm1
NCU05049	CG15528
NCU06252	CG15528
NCU05049	Mkp
NCU06252	Mkp
NCU06760	Pdk
NCU09477	sesB
NCU09477	Ant2
NCU06041	CG18278
NCU06041	CG30059
NCU06544	inaC
NCU06544	Pkc53E
NCU06544	Pkc98E
NCU03749	tzn
NCU04185	gskt
NCU04185	sgg
NCU09715	Tps1
NCU01238	lid
NCU04292	CG1673
NCU04754	CG1673
NCU09309	Prosbeta5
NCU09309	Prosbeta5R1
NCU09309	Prosbeta5R2
NCU09223	ERp60
NCU01964	godzilla
NCU07387	godzilla
NCU03837	alc
NCU02227	CG17110
NCU02227	CG6726
NCU02227	CG6733
NCU02227	CG6738
NCU02227	CG17109
NCU02227	CG6465
NCU07989	AP-2sigma
NCU10618	AP-1sigma
NCU05995	CG11700
NCU07330	TM9SF2
NCU06374	TM9SF4
NCU07868	eIF4G1
NCU07868	eIF4G2
NCU07868	NAT1
NCU08925	CG7460
NCU08925	CG6034
NCU08925	CG7737
NCU08925	CG5653
NCU08925	CG10561
NCU10029	Eip71CD
NCU00219	Gel
NCU00219	qua
NCU02015	app
NCU04783	lqf
NCU00725	lqfR
NCU06362	Evi5
NCU08499	Evi5
NCU10309	wkd
NCU04098	CG14407
NCU09803	CG6523
NCU02796	Ing5
NCU02796	CG7379
NCU02796	Ing3
NCU03339	Trxr-1
NCU03339	Trxr-2
NCU03989	CG32103
NCU01564	CG32103
NCU02274	Shmt
NCU05805	Shmt
NCU00523	Sirt2
NCU04737	Sirt1
NCU09077	CG33082
NCU04402	Su(var)3-9
NCU01479	CG6512
NCU15835	fmt
NCU02468	schlank
NCU06987	CG12004
NCU07701	CG5850
NCU07755	TyrRS
NCU06307	AIMP1
NCU11252	CycK
NCU04319	Grip91
NCU05296	CG7716
NCU05296	Grip84
NCU05453	CG14621
NCU03846	RluA-1
NCU03846	RluA-2
NCU01545	Atg8a
NCU01545	Atg8b
NCU04133	CG9416
NCU04133	CG10051
NCU04133	CG11961
NCU04133	CG10062
NCU04133	CG30049
NCU04133	CG30047
NCU04133	CG30043
NCU04133	CG13160
NCU04133	CG33012
NCU04133	CG10073
NCU04133	CG10081
NCU00269	Set2
NCU01932	NSD
NCU03065	Dis3
NCU03460	CG10778
NCU02738	Alg-2
NCU00742	Gpdh3
NCU00742	Gpdh1
NCU00742	Gpdh2
NCU02549	UQCR-C1
NCU06270	CG8728
NCU06022	CG17026
NCU06348	CG17026
NCU06022	CG17027
NCU06348	CG17027
NCU06022	CG17029
NCU06348	CG17029
NCU06022	CG17028
NCU06348	CG17028
NCU06022	CG9389
NCU06348	CG9389
NCU06022	CG9391
NCU06348	CG9391
NCU00893	CG31773
NCU00892	CG31773
NCU00893	Fpgs
NCU00892	Fpgs
NCU09560	Sod2
NCU03187	Nek2
NCU06171	CG9297
NCU05029	ABCB7
NCU00010	Hmt-1
NCU03228	Hmt-1
NCU00168	fu12
NCU00168	CG3812
NCU01949	RpS9
NCU00643	Sodh-2
NCU07022	Sodh-2
NCU01905	Sodh-2
NCU00643	Sodh-1
NCU07022	Sodh-1
NCU01905	Sodh-1
NCU00891	CG4836
NCU03505	Kdm4B
NCU03505	Kdm4A
NCU03242	trc
NCU07296	trc
NCU02905	RpL23
NCU02826	CG14743
NCU02826	CG14744
NCU02826	CG12376
NCU02826	CG5348
NCU02826	CG13223
NCU09688	AP-1mu
NCU09673	AP-2mu
NCU07574	rin
NCU00424	pds5
NCU00667	Vha16-2
NCU01332	Vha16-4
NCU01332	Vha16-5
NCU01332	Vha16-3
NCU01332	Vha16-1
NCU05521	ReepA
NCU03741	CG33156
NCU03267	CG33156
NCU03741	CG6145
NCU03267	CG6145
NCU09270	CG16721
NCU03466	CG16721
NCU10477	Uev1A
NCU02076	eIF4E3
NCU02076	eIF4E1
NCU02076	eIF4E4
NCU02076	eIF4E5
NCU02076	eIF4E7
NCU02076	eIF4E6
NCU02778	alpha-Man-Ib
NCU03784	kcc
NCU03784	CG10413
NCU01302	Hydr1
NCU00230	Doa
NCU06211	CG10748
NCU04899	CG10748
NCU06211	CG10749
NCU04899	CG10749
NCU06211	Mdh2
NCU04899	Mdh2
NCU08411	Got2
NCU07941	Got1
NCU03124	CkIIalpha
NCU04289	Pect
NCU03880	Pcyt1
NCU03880	Pcyt2
NCU02433	Atg4a
NCU02433	Atg4b
NCU02741	spn-A
NCU08339	CG9308
NCU08339	CHOp24
NCU03800	p24-1
NCU11185	mtm
NCU11185	CG3530
NCU03833	CG32812
NCU03833	elm
NCU03833	CanB
NCU03833	CanB2
NCU06854	rept
NCU03482	pont
NCU00146	Der-1
NCU00146	Der-2
NCU04202	awd
NCU03855	Not3
NCU09095	CG10834
NCU09095	robl22E
NCU09095	robls54B
NCU09095	CG10822
NCU09095	CG16837
NCU09095	robl37BC
NCU09095	CG31275
NCU09095	robl62A
NCU09095	robl
NCU08490	CG12061
NCU08490	zyd
NCU08490	CG17167
NCU08490	CG1090
NCU08490	Nckx30C
NCU08362	Oxp
NCU08362	rhi
NCU08362	HP6
NCU08362	HP1e
NCU08362	Su(var)205
NCU08362	HP1c
NCU08362	HP1b
NCU16630	HP1D3csd
NCU03219	Fur1
NCU03219	Fur2
NCU03219	amon
NCU06845	Ldsdh1
NCU06845	firl
NCU06845	CG13833
NCU06845	CG17121
NCU06845	CG9265
NCU06845	CG15629
NCU08270	Dcr-2
NCU06766	Dcr-2
NCU08270	Dcr-1
NCU06766	Dcr-1
NCU08956	fan
NCU08956	Vap33
NCU00116	Nf-YC
NCU09111	CG7140
NCU09111	Zw
NCU01342	bai
NCU09692	CG12746
NCU02755	CG12746
NCU05941	CG12746
NCU01165	CG9947
NCU05623	Tim17a2
NCU05623	Tim17a1
NCU05623	Tim17b1
NCU05623	Tim17b2
NCU05623	CG1724
NCU05623	Tim17b
NCU00475	RpS18
NCU04462	CG31809
NCU04462	CG31810
NCU04462	CG13284
NCU04462	CG6012
NCU04462	spidey
NCU10185	CG31381
NCU01763	CG5804
NCU01763	CG15829
NCU01763	CG8629
NCU01763	CG8628
NCU06346	CG8498
NCU07659	muc
NCU04013	Aldh-III
NCU02955	mEFG1
NCU07021	mRRF2
NCU04856	Gs1
NCU06724	Gs1
NCU04856	Gs2
NCU06724	Gs2
NCU09162	CG34133
NCU01779	CG32857
NCU01779	CG32500
NCU01779	CG33502
NCU04647	CG34195
NCU04647	metl
NCU02716	Prp31
NCU03154	fbl
NCU03154	CG5828
NCU06469	mRpL12
NCU02380	ThrRS
NCU16013	mt:Cyt-b
NCU10352	CG9344
NCU01614	SmF
NCU00218	Arl2
NCU07173	CG17819
NCU01438	mil
NCU01438	Nap1
NCU01438	CG3708
NCU05234	Rab6
NCU04987	AdipoR
NCU07286	CG16957
NCU07286	MSBP
NCU00303	CG7139
NCU01589	Hsp60B
NCU01589	Hsp60A
NCU01589	Hsp60C
NCU06119	G9a
NCU06231	VGAT
NCU09064	Sik2
NCU04566	AMPKalpha
NCU05389	CG11023
NCU05389	Ulp1
NCU05389	CG32110
NCU07930	Ahcy
NCU00465	Droj2
NCU11102	Droj2
NCU07414	Droj2
NCU00465	DnaJ-H
NCU11102	DnaJ-H
NCU07414	DnaJ-H
NCU03623	Ubc7
NCU07264	Ubc87F
NCU01188	Ubc87F
NCU07264	CG40045
NCU01188	CG40045
NCU00895	Rab5
NCU06410	Rab5
NCU08309	Mlh1
NCU08020	Pms2
NCU00440	Gbeta5
NCU00440	Gbeta13F
NCU00440	Gbeta76C
NCU09076	Hel25E
NCU08269	CG31473
NCU08269	sgll
NCU08070	CG2974
NCU07762	CG2983
NCU02191	CG2983
NCU07762	CG2975
NCU02191	CG2975
NCU07762	CG34057
NCU02191	CG34057
NCU07762	CG34056
NCU02191	CG34056
NCU07762	CG3119
NCU02191	CG3119
NCU07762	CG18558
NCU02191	CG18558
NCU07762	tgy
NCU02191	tgy
NCU07762	C1GalTA
NCU02191	C1GalTA
NCU07762	CG8708
NCU02191	CG8708
NCU07762	CG34451
NCU02191	CG34451
NCU07762	CG34452
NCU02191	CG34452
NCU00202	coro
NCU06999	GramD1B
NCU06999	CG30284
NCU02657	Sam-S
NCU08626	cry
NCU01409	RanBPM
NCU03305	SERCA
NCU06994	Cdc5
NCU02578	Sin3A
NCU02830	CenB1A
NCU00768	CG15440
NCU05269	Hsc70Cb
NCU06922	cni
NCU06922	cnir
NCU07931	CG31674
NCU07931	CG9331
NCU07931	CG31673
NCU07931	CG1236
NCU06923	CG13630
NCU03769	Set
NCU05251	RpI12
NCU04180	CG8026
NCU03910	CG5157
NCU03910	Cyt-b5
NCU03910	CG3566
NCU08287	r
NCU00261	CTPsyn
NCU02204	Non2
NCU00635	Nacalpha
NCU00635	CG4415
NCU07987	Eip55E
NCU09230	Eip55E
NCU01888	CG5292
NCU07413	CG5292
NCU07741	CG4753
NCU07741	CG4729
NCU06047	RpS2
NCU06702	ReepB
NCU06702	CG4960
NCU03992	Fim
NCU09202	SRPK
NCU05642	CysRS
NCU05032	CG10681
NCU05275	RpL40
NCU07623	CG11241
NCU07623	CG8745
NCU02754	CkIIbeta2
NCU05485	CkIIbeta2
NCU02754	CkIIbeta
NCU05485	CkIIbeta
NCU01328	CG5103
NCU01328	CG8036
NCU00618	RpS27
NCU08516	CG32444
NCU08398	CG32444
NCU09705	CG32444
NCU08516	CG4988
NCU08398	CG4988
NCU09705	CG4988
NCU08516	CG10996
NCU08398	CG10996
NCU09705	CG10996
NCU08516	CG32445
NCU08398	CG32445
NCU09705	CG32445
NCU08516	CG10467
NCU08398	CG10467
NCU09705	CG10467
NCU05645	CG7564
NCU08018	CG11251
NCU07506	CG11251
NCU08018	CG6028
NCU07506	CG6028
NCU01459	Atf-2
NCU01345	Atf-2
NCU00799	CG10621
NCU00799	CG10623
NCU07027	GlyP
NCU00243	CG32371
NCU00243	CG18190
NCU00243	Eb1
NCU08917	CG1544
NCU05425	Nc73EF
NCU05425	CG33791
NCU03291	vtd
NCU12069	Adk1
NCU02812	Adk1
NCU12069	Dak1
NCU02812	Dak1
NCU08026	Mtr3
NCU00812	Ski6
NCU11424	ninaB
NCU06189	CG10361
NCU06189	Alas
NCU06107	CG33672
NCU03946	Pabp2
NCU06471	P5cr-2
NCU06471	P5cr
NCU00088	CG5577
NCU00088	CG5567
NCU00088	CG32488
NCU00088	CG11291
NCU00088	CG32487
NCU08044	rdhB
NCU08044	antdh
NCU08044	CG40485
NCU08044	CG40486
NCU08044	CG10962
NCU08044	CG8757
NCU08044	CG9150
NCU08044	CG9360
NCU08044	CG3301
NCU00428	Pif1
NCU08032	CG33260
NCU00277	Mp20
NCU00277	CG5023
NCU00277	Chd64
NCU09332	rt
NCU01912	tw
NCU01648	tw
NCU06617	CG17237
NCU06617	CG34435
NCU06617	Mlc-c
NCU01484	Rho1
NCU08683	Rho1
NCU16559	Rho1
NCU06482	Pdha
NCU06482	CG7024
NCU11109	ORMDL
NCU02347	Sec71
NCU07658	Sec71
NCU06257	TBC1D5
NCU03892	retn
NCU01318	Sec23
NCU01901	inaE
NCU03777	CG5044
NCU05302	CG10628
NCU06213	Su(var)2-10
NCU09248	Nf-YB
NCU04442	Gale
NCU01913	Sf3a1
NCU02586	lap
NCU09696	Srp54k
NCU09001	Pop2
NCU07542	CG10694
NCU07542	Rad23
NCU03973	CG1640
NCU03033	Nf-YA
NCU06144	Klp67A
NCU02617	CG12081
NCU08791	CG9314
NCU00355	CG9314
NCU05169	CG9314
NCU08791	Cat
NCU00355	Cat
NCU05169	Cat
NCU08267	obe
NCU02685	l(3)72Ab
NCU10058	Pgm
NCU08228	sgl
NCU04936	sgl
NCU00469	CG7420
NCU02090	Aprt
NCU05837	Vps13
NCU08762	LBR
NCU01195	bb8
NCU01195	Gdh
NCU02786	CG9008
NCU06880	Prx5
NCU05850	CG10700
NCU05850	CG4199
NCU06380	Catsup
NCU06380	Zip99C
NCU05273	Vps52
NCU04623	Gal
NCU00642	Gal
NCU04623	Ect3
NCU00642	Ect3
NCU00066	ncm
NCU02250	ATPsynC
NCU16027	ATPsynC
NCU02514	blw
NCU01692	kdn
NCU02482	CG14740
NCU08336	SdhAL
NCU08336	SdhA
NCU04370	Uba1
NCU00958	fig
NCU00958	CG12091
NCU00958	CG15035
NCU02563	CG8117
NCU02563	TfIIS
NCU06586	CG12795
NCU00706	RpL36A
NCU08135	Msh6
NCU03523	CG17698
NCU06177	CG17698
NCU03335	CG30156
NCU03335	CG3061
NCU00720	CG13334
NCU00720	Ldh
NCU09871	CG31802
NCU09871	CG17493
NCU16374	CG10970
NCU16374	Acyp
NCU16374	CG11052
NCU16374	CG34161
NCU16374	CG18371
NCU16374	Acyp2
NCU16374	CG14022
NCU07872	Dyrk2
NCU06638	Dyrk2
NCU07872	Dyrk3
NCU06638	Dyrk3
NCU09264	CG11134
NCU07558	CG11679
NCU08370	CG11679
NCU02271	CG11679
NCU06910	CG9164
NCU02061	CG9164
NCU04170	CG9164
NCU00039	CG9164
NCU05935	CG9164
NCU03646	CG9164
NCU09237	mub
NCU06251	mub
NCU00356	Ent2
NCU00356	Ent1
NCU00356	Ent3
NCU03804	CanA1
NCU03804	Pp2B-14D
NCU03804	CanA-14F
NCU03388	CG14736
NCU03388	CG31358
NCU03388	CG14644
NCU03388	Mec2
NCU03388	CG33253
NCU03388	CG42540
NCU09492	spg
NCU09492	mbc
NCU02451	CG9921
NCU02451	CG17734
NCU02451	CG11825
NCU02515	CG11319
NCU02515	CG45002
NCU02515	CG17684
NCU02515	CG11034
NCU02515	ome
NCU08960	RpLP1
NCU10388	CG11777
NCU00578	Cypl
NCU08312	Rop
NCU11181	Sar1
NCU06661	RpL22
NCU04326	Wee1
NCU04326	Myt1
NCU00971	RpS15
NCU05244	CG16985
NCU05522	CG16985
NCU05244	CG16986
NCU05522	CG16986
NCU02887	Hk
NCU10852	Hexo1
NCU10852	fdl
NCU10852	Hexo2
NCU06396	CG32576
NCU02423	mfrn
NCU08166	MCU
NCU00177	Gart
NCU00087	CG17333
NCU05274	eEF5
NCU11370	CG4747
NCU09377	tws
NCU03148	bic
NCU03148	CG11835
NCU08983	hrg
NCU08003	mor
NCU03711	Rab7
NCU01539	Vps39
NCU04778	CAHbeta
NCU08133	CAHbeta
NCU01990	CG42542
NCU02091	Edem1
NCU02091	Edem2
NCU04509	CG2862
NCU06876	CG2862
NCU01705	CG17807
NCU06777	Syx7
NCU06777	Syx13
NCU01704	CG3609
NCU01704	CG3597
NCU01704	CG13280
NCU02737	CG2540
NCU02043	CG12231
NCU02043	CG7222
NCU02407	CG7430
NCU02566	AlaRS
NCU03857	Idh
NCU07914	CG9961
NCU07914	Pgk
NCU04259	Adck
NCU08195	ArgRS-m
NCU03114	Ssu72
NCU03347	CG6950
NCU05196	l(2)tid
NCU06005	Gk2
NCU06005	CG8298
NCU06005	Gk1
NCU02394	mtd
NCU06542	tko
NCU08218	Hip14
NCU02181	RpS4
NCU08275	Tdc1
NCU08275	Tdc2
NCU08275	Hdc
NCU08275	amd
NCU08275	Ddc
NCU02543	CG1461
NCU07181	CG7889
NCU06780	CG3808
NCU07384	Tpc1
NCU07384	Tpc2
NCU02466	CG11975
NCU00556	cpo
NCU02420	spas
NCU03572	Bap60
NCU01747	CG18135
NCU01747	CG11619
NCU01747	CG9394
NCU01747	CG3942
NCU01747	CG2818
NCU06914	HisRS
NCU06389	flfl
NCU06969	Pten
NCU01100	CG42383
NCU01100	p47
NCU02936	slgA
NCU01454	CG14717
NCU01454	CG2059
NCU09708	trus
NCU04191	cuff
NCU04191	CG9125
NCU08094	CG5412
NCU08691	CG5412
NCU07681	VhaM9.7-d
NCU07681	VhaM9.7-a
NCU07681	VhaM9.7-c
NCU07681	VhaM9.7-b
NCU09290	Prosbeta1
NCU01670	I-3
NCU01670	CG13994
NCU01271	Odc1
NCU01271	Odc2
NCU08779	Gbs-76A
NCU08779	Gbs-70E
NCU09135	CG5895
NCU08982	CG5895
NCU07083	CG5895
NCU09135	CG14945
NCU08982	CG14945
NCU07083	CG14945
NCU06112	Gad1
NCU06112	b
NCU06112	CG5618
NCU09142	sw
NCU09142	Sdic2
NCU09142	CG46276
NCU09142	CG46275
NCU09142	Sdic3
NCU09142	CG46277
NCU09142	Sdic4
NCU09142	Sdic1
NCU00566	nSyb
NCU07024	p38b
NCU07024	p38a
NCU07024	p38c
NCU06701	Rfx
NCU01166	Pka-R1
NCU01166	Pka-R2
NCU07688	RhoGAP5A
NCU00553	RhoGAP19D
NCU06032	CG3394
NCU06032	Fatp
NCU06032	CG44252
NCU03386	CG12818
NCU01078	CtBP
NCU03149	Adat1
NCU03149	Adar
NCU06717	CG1598
NCU06788	MRG15
NCU06787	MRG15
NCU07382	CG10418
NCU08034	snf
NCU02780	snf
NCU06431	RpS15Aa
NCU06431	RpS15Ab
NCU01366	velo
NCU01366	CG12717
NCU00182	CG17660
NCU03309	Nedd8
NCU06561	RhoGDI
NCU08964	RpL10
NCU09731	Ubc6
NCU07665	Ubc6
NCU07986	TMS1
NCU00242	Syx8
NCU01575	Syx8
NCU02305	qless
NCU07874	trv
NCU07874	CG34354
NCU07874	Rox8
NCU07528	Pus1
NCU06741	COX6B
NCU01808	Cyt-c-d
NCU01808	Cyt-c-p
NCU06080	CG17221
NCU05887	CG17221
NCU04940	CG17221
NCU08768	CG17221
NCU03366	tral
NCU03280	CG11095
NCU03214	KdelR
NCU06771	KdelR
NCU08877	ppl
NCU02744	RpL9
NCU10497	Stt3A
NCU10497	Stt3B
NCU00490	spict
NCU08535	ACC
NCU04042	Ppcdc
NCU04237	Ppcdc
NCU08190	CG2061
NCU01981	eIF1
NCU05227	Pomp
NCU00519	CG30499
NCU07880	Pitslre
NCU07880	Cdc2rk
NCU06618	CG11771
NCU02573	galla-1
NCU06866	AsnRS-m
NCU04073	Cnot4
NCU00056	CG12170
NCU00194	Oat
NCU03576	Mo25
NCU07014	RpS17
NCU03606	RpA-70
NCU16020	mt:ND4
NCU09476	RpS25
NCU03690	Tnpo
NCU03690	CG8219
NCU01282	shrb
NCU00147	Adi1
NCU00979	RpLP2
NCU02079	Cks85A
NCU02079	Cks30A
NCU00081	Top3beta
NCU00081	Top3alpha
NCU00075	CG7394
NCU05429	AGBE
NCU10498	RpL35
NCU07289	TfIIB
NCU06300	CG11811
NCU07478	Shawn
NCU07478	CG2616
NCU07478	Tyler
NCU06721	mRF1
NCU10008	Fum1
NCU10008	Fum2
NCU10008	Fum3
NCU10008	Fum4
NCU01247	SA-2
NCU01247	SA
NCU01083	SamDC
NCU03966	Miro
NCU04459	Ada2b
NCU04459	Ada2a
NCU03137	Lpin
NCU01757	Tasp1
NCU05624	CG7860
NCU04800	CG3356
NCU04800	CG5087
NCU02230	spel1
NCU02348	okr
NCU06511	pum
NCU01760	pum
NCU07366	Gfat2
NCU07366	Gfat1
NCU04116	CG9018
NCU04116	CG15160
NCU06440	Prosalpha4T1
NCU06440	Prosalpha4
NCU06440	Prosalpha4T2
NCU08668	CG32708
NCU08668	CG10993
NCU08668	CG41562
NCU08668	CG40813
NCU08668	CG32706
NCU08668	CG6999
NCU06530	Ppt1
NCU09730	CG10845
NCU09730	Khc
NCU07058	CG12301
NCU03155	CG32832
NCU03155	CG9396
NCU03155	CG9399
NCU09721	AP-1-2beta
NCU05232	AP-1-2beta
NCU05523	mrn
NCU07937	Sk1
NCU07937	Sk2
NCU03702	Fib
NCU08666	CG31924
NCU08666	Gs1l
NCU08666	CG5565
NCU08125	CG5455
NCU05663	CG5455
NCU00874	CG5455
NCU11305	CG5455
NCU05896	CG5455
NCU06884	CG5455
NCU08125	CG10383
NCU05663	CG10383
NCU00874	CG10383
NCU11305	CG10383
NCU05896	CG10383
NCU06884	CG10383
NCU02720	larp
NCU09233	CG16848
NCU09233	CG4407
NCU05430	ATPsynbeta
NCU00951	Nurf-38
NCU08703	Nurf-38
NCU05218	mof
NCU05218	Tip60
NCU09269	Ran
NCU03440	AP-2alpha
NCU02961	Rexo5
NCU08945	prage
NCU08945	CG12877
NCU04019	Nmnat
NCU16026	mt:ND5
NCU16021	mt:ND5
NCU16009	mt:ND5
NCU16010	mt:ND5
NCU16011	mt:ND5
NCU16012	mt:ND5
NCU10143	anne
NCU04168	CG34254
NCU09904	CG34254
NCU04168	CG30148
NCU09904	CG30148
NCU04168	GNBP3
NCU09904	GNBP3
NCU04168	GNBP-like3
NCU09904	GNBP-like3
NCU04168	CG12780
NCU09904	CG12780
NCU04168	GNBP2
NCU09904	GNBP2
NCU04168	GNBP1
NCU09904	GNBP1
NCU04304	Porin2
NCU04304	porin
NCU00030	Tengl2
NCU00030	Tengl1
NCU00030	Tengl3
NCU00030	Tengl4
NCU00030	EndoG
NCU06375	CG16717
NCU04147	CG16717
NCU08795	CG16717
NCU06689	CG16717
NCU01093	CG16717
NCU08642	Ih
NCU04003	eca
NCU04003	p24-2
NCU06390	per
NCU06390	tgo
NCU06390	cyc
NCU03546	CG10082
NCU06315	CG10082
NCU00227	Sfxn1-3
NCU00227	Sfxn2
NCU00681	CG7324
NCU00406	Pak3
NCU03894	Pak3
NCU00406	Pak
NCU03894	Pak
NCU08319	CG42450
NCU08346	grp
NCU08968	CG11837
NCU05804	RpL19
NCU00671	bchs
NCU00591	Mccc1
NCU02810	eIF2gamma
NCU10273	Sgt
NCU00596	CG9804
NCU01831	Ssl1
NCU02055	CG5418
NCU02055	CG11158
NCU02055	CG12177
NCU11321	RpL10Aa
NCU11321	CG13096
NCU09109	RpL35A
NCU01007	mRpS18A
NCU01007	mRpS18C
NCU06942	Vps4
NCU01471	SNF4Agamma
NCU02733	CG5021
NCU01948	RpL21
NCU03273	stc
NCU08707	MagR
NCU04759	Ntf-2
NCU04759	Ntf-2r
NCU09594	SerRS-m
NCU00488	Pp2A-29B
NCU09683	CG15912
NCU09683	Reg-2
NCU00771	CG8892
NCU04334	CG11267
NCU04334	CG9920
NCU01966	RpL37b
NCU01966	RpL37a
