Synpcc7942_1294	Chek2
Synpcc7942_2530	Mrps2
Synpcc7942_0051	Ogt
Synpcc7942_1597	Gch1
Synpcc7942_0301	Ssbp1
Synpcc7942_2117	Qrsl1
Synpcc7942_2599	Mif
Synpcc7942_2296	Lgsn
Synpcc7942_2156	Lgsn
Synpcc7942_2592	Umps
Synpcc7942_1142	Mars2
Synpcc7942_2064	Fars2
Synpcc7942_0278	Ndufv2
Synpcc7942_1920	Lars2
Synpcc7942_2531	Tsfm
Synpcc7942_2541	Mrpl19
Synpcc7942_1964	Coq2
Synpcc7942_0009	Ass1
Synpcc7942_1313	Dars2
Synpcc7942_2475	Asl
Synpcc7942_1584	Selenoo
Synpcc7942_1222	Trub1
Synpcc7942_2116	Abhd13
Synpcc7942_2221	Mrpl24
Synpcc7942_1393	Hdac11
Synpcc7942_0449	Sars
Synpcc7942_2557	Ndufs1
Synpcc7942_2390	Oplah
Synpcc7942_2329	Samhd1
Synpcc7942_2437	Iars2
Synpcc7942_0158	Mocs3
Synpcc7942_1092	Bud23
Synpcc7942_1863	Hemk1
Synpcc7942_2603	mt-Co1
Synpcc7942_2183	Rnaseh1
Synpcc7942_2271	Nudt5
Synpcc7942_0063	Dusp8
Synpcc7942_0063	Dusp16
Synpcc7942_0923	Mtap
Synpcc7942_1394	Slc9a3r2
Synpcc7942_1394	Slc9a3r1
Synpcc7942_1394	Pdzk1
Synpcc7942_2094	Tgfbi
Synpcc7942_2094	Postn
Synpcc7942_2527	Abhd6
Synpcc7942_2284	Abhd6
Synpcc7942_1277	Mrpl20
Synpcc7942_1700	Tsta3
Synpcc7942_0160	Eral1
Synpcc7942_2210	Mrps11
Synpcc7942_1509	Trmu
Synpcc7942_0937	Ethe1
Synpcc7942_0164	Malsu1
Synpcc7942_1319	Hprt
Synpcc7942_2514	Otc
Synpcc7942_0951	Qprt
Synpcc7942_1433	Nags
Synpcc7942_2477	Sdr39u1
Synpcc7942_0402	Ybey
Synpcc7942_0678	Exd2
Synpcc7942_2607	Apex1
Synpcc7942_1283	Mocs2
Synpcc7942_2440	Pnpt1
Synpcc7942_1091	Ndufaf7
Synpcc7942_2448	Gtpbp6
Synpcc7942_2410	Adal
Synpcc7942_0673	Mutyh
Synpcc7942_1105	Nubpl
Synpcc7942_1260	Oma1
Synpcc7942_1483	Fhit
Synpcc7942_0770	4933425L06Rik
Synpcc7942_0373	Riox1
Synpcc7942_0373	Riox2
Synpcc7942_1025	Fkbpl
Synpcc7942_0315	Adsl
Synpcc7942_1103	Gnpda1
Synpcc7942_1103	Gnpda2
Synpcc7942_1550	Polk
Synpcc7942_0953	Thyn1
Synpcc7942_1847	Hoga1
Synpcc7942_2385	Dpyd
Synpcc7942_1342	Gmds
Synpcc7942_0194	Poln
Synpcc7942_2099	Mat2b
Synpcc7942_2374	Cdk5rap1
Synpcc7942_0975	Mettl15
Synpcc7942_0360	Fbxo22
Synpcc7942_1343	mt-Nd1
Synpcc7942_1610	Nnt
Synpcc7942_1610	Nnt
Synpcc7942_0149	Mgmt
Synpcc7942_2011	Elac1
Synpcc7942_1703	Man2c1
Synpcc7942_0455	Qtrt1
Synpcc7942_0182	Gnmt
Synpcc7942_0440	Amdhd2
Synpcc7942_1575	Agl
Synpcc7942_1645	Drosha
Synpcc7942_1665	Gfod1
Synpcc7942_1665	Gfod2
Synpcc7942_1959	Pars2
Synpcc7942_0681	Crppa
Synpcc7942_2579	Dnajb9
Synpcc7942_2382	Rsad1
Synpcc7942_1562	Adprhl2
Synpcc7942_2435	Mettl26
Synpcc7942_0302	Pld6
Synpcc7942_0613	Pgam5
Synpcc7942_0983	Dera
Synpcc7942_B2627	Acadsb
Synpcc7942_0669	Mpg
Synpcc7942_1579	Dusp23
Synpcc7942_0206	Nampt
Synpcc7942_1372	Mtr
Synpcc7942_0420	Iqch
Synpcc7942_0927	Paics
Synpcc7942_1184	Pts
Synpcc7942_1337	Gpld1
Synpcc7942_2027	B3gntl1
Synpcc7942_2288	Cmas
Synpcc7942_2596	Blvra
Synpcc7942_0421	Mgst2
Synpcc7942_0571	Mfsd2a
Synpcc7942_0889	Nagpa
Synpcc7942_2111	Gne
Synpcc7942_2528	Lrat
Synpcc7942_2577	Gckr
