Synpcc7942_1294	CHEK2
Synpcc7942_2570	YARS2
Synpcc7942_2530	MRPS2
Synpcc7942_0051	OGT
Synpcc7942_1597	GCH1
Synpcc7942_0301	SSBP1
Synpcc7942_0301	SSBP1
Synpcc7942_2117	QRSL1
Synpcc7942_2599	MIF
Synpcc7942_2599	MIF
Synpcc7942_2296	LGSN
Synpcc7942_2156	LGSN
Synpcc7942_2592	UMPS
Synpcc7942_1142	MARS2
Synpcc7942_2064	FARS2
Synpcc7942_0278	NDUFV2
Synpcc7942_1920	LARS2
Synpcc7942_2531	TSFM
Synpcc7942_2541	MRPL19
Synpcc7942_1964	COQ2
Synpcc7942_0009	ASS1
Synpcc7942_1313	DARS2
Synpcc7942_2475	ASL
Synpcc7942_1584	SELENOO
Synpcc7942_1222	TRUB1
Synpcc7942_2116	ABHD13
Synpcc7942_2221	MRPL24
Synpcc7942_1393	HDAC11
Synpcc7942_0449	SARS
Synpcc7942_2557	NDUFS1
Synpcc7942_2557	NDUFS1
Synpcc7942_2390	OPLAH
Synpcc7942_2329	SAMHD1
Synpcc7942_2437	IARS2
Synpcc7942_0158	MOCS3
Synpcc7942_1092	BUD23
Synpcc7942_1863	HEMK1
Synpcc7942_2603	MT-CO1
Synpcc7942_2183	RNASEH1
Synpcc7942_2183	AC108488.2
Synpcc7942_2271	NUDT5
Synpcc7942_0063	DUSP8
Synpcc7942_0063	DUSP8
Synpcc7942_0063	DUSP8
Synpcc7942_0063	DUSP16
Synpcc7942_0063	DUSP16
Synpcc7942_0923	AL359922.1
Synpcc7942_0923	MTAP
Synpcc7942_1394	SLC9A3R2
Synpcc7942_1394	SLC9A3R1
Synpcc7942_1394	PDZK1
Synpcc7942_2094	TGFBI
Synpcc7942_2094	POSTN
Synpcc7942_2527	ABHD6
Synpcc7942_2284	ABHD6
Synpcc7942_1277	MRPL20
Synpcc7942_1700	TSTA3
Synpcc7942_1700	TSTA3
Synpcc7942_0160	ERAL1
Synpcc7942_2210	MRPS11
Synpcc7942_1509	TRMU
Synpcc7942_0937	ETHE1
Synpcc7942_0164	MALSU1
Synpcc7942_1319	PRTFDC1
Synpcc7942_1319	HPRT1
Synpcc7942_2514	OTC
Synpcc7942_0951	QPRT
Synpcc7942_1433	NAGS
Synpcc7942_2477	SDR39U1
Synpcc7942_0402	YBEY
Synpcc7942_0678	EXD2
Synpcc7942_2607	APEX1
Synpcc7942_1283	MOCS2
Synpcc7942_2440	PNPT1
Synpcc7942_1091	NDUFAF7
Synpcc7942_2448	GTPBP6
Synpcc7942_2410	ADAL
Synpcc7942_0673	MUTYH
Synpcc7942_1105	NUBPL
Synpcc7942_1260	OMA1
Synpcc7942_1483	FHIT
Synpcc7942_0373	RIOX1
Synpcc7942_0373	RIOX2
Synpcc7942_1025	FKBPL
Synpcc7942_1025	FKBPL
Synpcc7942_1025	FKBPL
Synpcc7942_1025	FKBPL
Synpcc7942_0315	AL022238.4
Synpcc7942_0315	ADSL
Synpcc7942_1103	GNPDA1
Synpcc7942_1103	GNPDA2
Synpcc7942_0958	GART
Synpcc7942_1550	POLK
Synpcc7942_0953	THYN1
Synpcc7942_1847	HOGA1
Synpcc7942_2385	DPYD
Synpcc7942_1342	GMDS
Synpcc7942_0194	POLN
Synpcc7942_2099	MAT2B
Synpcc7942_2374	CDK5RAP1
Synpcc7942_0975	METTL15
Synpcc7942_0360	FBXO22
Synpcc7942_1343	MT-ND1
Synpcc7942_1610	NNT
Synpcc7942_0149	MGMT
Synpcc7942_2011	ELAC1
Synpcc7942_1703	MAN2C1
Synpcc7942_0455	QTRT1
Synpcc7942_0182	GNMT
Synpcc7942_0440	AMDHD2
Synpcc7942_1575	AGL
Synpcc7942_1645	DROSHA
Synpcc7942_1665	GFOD1
Synpcc7942_1665	GFOD2
Synpcc7942_1959	PARS2
Synpcc7942_0681	CRPPA
Synpcc7942_2579	DNAJB9
Synpcc7942_2382	RSAD1
Synpcc7942_1562	ADPRHL2
Synpcc7942_2435	METTL26
Synpcc7942_0302	PLD6
Synpcc7942_0613	PGAM5
Synpcc7942_0983	DERA
Synpcc7942_B2627	ACADSB
Synpcc7942_0669	MPG
Synpcc7942_1579	DUSP23
Synpcc7942_0206	NAMPT
Synpcc7942_1372	MTR
Synpcc7942_2414	CSKMT
Synpcc7942_0420	IQCH
Synpcc7942_0927	PAICS
Synpcc7942_1184	PTS
Synpcc7942_1337	GPLD1
Synpcc7942_2027	B3GNTL1
Synpcc7942_2027	B3GNTL1
Synpcc7942_2288	CMAS
Synpcc7942_2596	BLVRA
Synpcc7942_0421	MGST2
Synpcc7942_0571	MFSD2A
Synpcc7942_0889	NAGPA
Synpcc7942_2111	GNE
Synpcc7942_2528	LRAT
Synpcc7942_2577	GCKR
