NCU05782	Ddx43
NCU02167	Rap1a
NCU02167	Rap1b
NCU02167	Rap2a
NCU02167	Rap2c
NCU02167	Rap2b
NCU08733	Setd3
NCU02158	Setd4
NCU07975	Hltf
NCU03650	Ttf2
NCU04445	Ttf2
NCU04786	Ttf2
NCU00631	Ttf2
NCU05204	Cul2
NCU05204	Cul1
NCU00272	Cul4b
NCU00272	Cul4a
NCU02498	Cul3
NCU01523	Rab11a
NCU01523	Rab11b
NCU02110	Nox1
NCU10775	Nox1
NCU02110	Cybb
NCU10775	Cybb
NCU02110	Nox3
NCU10775	Nox3
NCU02110	Nox4
NCU10775	Nox4
NCU07697	Idh3a
NCU02954	Idh3a
NCU00775	4933405O20Rik
NCU00775	Idh3g
NCU00775	Idh3b
NCU02962	Smyd3
NCU02962	Smyd2
NCU02962	Smyd1
NCU07459	Prmt1
NCU07459	Prmt8
NCU01669	Carm1
NCU01525	Hdac10
NCU01525	Hdac6
NCU07728	Gata5
NCU09068	Gata5
NCU15829	Gata5
NCU07728	Gata4
NCU09068	Gata4
NCU15829	Gata4
NCU07728	Gata6
NCU09068	Gata6
NCU15829	Gata6
NCU07728	Gata3
NCU09068	Gata3
NCU15829	Gata3
NCU07728	Gata2
NCU09068	Gata2
NCU15829	Gata2
NCU07728	Gata1
NCU09068	Gata1
NCU15829	Gata1
NCU03732	Dnajb13
NCU03732	Dnajb1
NCU03732	Dnajb4
NCU03732	Dnajb5
NCU00477	Cpvl
NCU05980	Cpvl
NCU06720	Ctsa
NCU04316	Ctsa
NCU05154	Atp2b1
NCU04736	Atp2b1
NCU05154	Atp2b3
NCU04736	Atp2b3
NCU05154	Atp2b2
NCU04736	Atp2b2
NCU05154	Atp2b4
NCU04736	Atp2b4
NCU06518	Cyb5rl
NCU03112	Cyb5rl
NCU08060	Cyb5r2
NCU08060	Cyb5r1
NCU08060	Cyb5r3
NCU01151	Capn5
NCU00251	Capn5
NCU03355	Capn5
NCU01151	Capn11
NCU00251	Capn11
NCU03355	Capn11
NCU01151	Capn2
NCU00251	Capn2
NCU03355	Capn2
NCU01151	Capn8
NCU00251	Capn8
NCU03355	Capn8
NCU01151	Capn1
NCU00251	Capn1
NCU03355	Capn1
NCU01151	Capn9
NCU00251	Capn9
NCU03355	Capn9
NCU01151	Capn3
NCU00251	Capn3
NCU03355	Capn3
NCU01151	Capn12
NCU00251	Capn12
NCU03355	Capn12
NCU08216	Cbs
NCU04051	Abcf3
NCU08920	Abcf1
NCU08920	Abcf2
NCU03651	Me2
NCU02906	Me2
NCU03651	Me3
NCU02906	Me3
NCU03651	Me1
NCU02906	Me1
NCU03783	Slc36a4
NCU05775	Slc36a4
NCU03783	Slc36a3
NCU05775	Slc36a3
NCU03783	Slc36a1
NCU05775	Slc36a1
NCU03783	Slc36a2
NCU05775	Slc36a2
NCU02463	Tmbim7
NCU02463	Grina
NCU02463	Tmbim1
NCU02463	Faim2
NCU02463	Tmbim4
NCU04602	Vcpkmt
NCU04602	Mettl21a
NCU04602	Eef1akmt3
NCU04602	Mettl21e
NCU04602	Mettl21c
NCU03071	Map3k4
NCU02234	Map3k3
NCU06182	Map3k3
NCU02234	Map3k2
NCU06182	Map3k2
NCU06700	Mgll
NCU07437	Gm21319
NCU07437	Gm2035
NCU07437	Gm5039
NCU07437	Gm21936
NCU07437	Gm5788
NCU07437	Gm8332
NCU07437	Gm8300
NCU07437	Gm2056
NCU07437	Gm6803
NCU07437	Gm2075
NCU07437	Gm4027
NCU07437	BB287469
NCU07437	Gm2022
NCU07437	Gm16368
NCU07437	Gm2016
NCU07437	Gm5662
NCU07437	Eif1a
NCU07437	Eif1ax
NCU02289	Ube2dnl1
NCU02289	Ube2dnl2
NCU02289	Ube2d1
NCU02289	Ube2d3
NCU02289	Ube2d2b
NCU02289	Ube2d2a
NCU03481	Sry
NCU03481	Sox11
NCU03481	Sox4
NCU03481	Sox12
NCU03481	Sox14
NCU03481	Sox21
NCU03481	Sox3
NCU03481	Sox1
NCU03481	Sox15
NCU07069	Srsf9
NCU07069	Srsf1
NCU07069	Srsf1
NCU00579	Osbpl3
NCU00579	Osbpl6
NCU00579	Osbpl7
NCU00579	Osbpl2
NCU00579	Osbpl1a
NCU01772	Polr3b
NCU05120	Polr2b
NCU08616	Polr1b
NCU09534	Gpx8
NCU09534	Gpx7
NCU04130	Ggt7
NCU04130	Ggt5
NCU01753	Ggt1
NCU02630	Clpb
NCU00104	Clpb
NCU04142	Hsp90b1
NCU04142	Trap1
NCU04142	Hsp90aa1
NCU04142	Hsp90ab1
NCU03697	Mtrr
NCU09741	Por
NCU09727	Ndor1
NCU09727	Ndor1
NCU03815	Slc7a11
NCU03815	Slc7a5
NCU03815	Slc7a8
NCU03815	Slc7a10
NCU03815	Slc7a7
NCU03815	Slc7a6
NCU03815	Slc7a15
NCU03815	Slc7a12
NCU03815	Slc7a13
NCU03815	Slc7a9
NCU01804	Nudt10
NCU01804	Nudt11
NCU01804	Nudt4
NCU01804	Gm49804
NCU01804	Nudt3
NCU04201	Xpr1
NCU02695	Hmgb4
NCU02819	Hmgb4
NCU09995	Hmgb4
NCU02695	Hmgb1
NCU02819	Hmgb1
NCU09995	Hmgb1
NCU02695	Hmgb2
NCU02819	Hmgb2
NCU09995	Hmgb2
NCU02695	Hmgb3
NCU02819	Hmgb3
NCU09995	Hmgb3
NCU10467	Rfc2
NCU08427	Rfc5
NCU02687	Rfc4
NCU01857	Skiv2l
NCU03363	Mtrex
NCU01638	Polr1a
NCU03986	Polr3a
NCU02103	Polr2a
NCU02616	Cdc20
NCU01269	Fzr1
NCU07421	Gm21312
NCU07421	Gm6763
NCU07421	Gm20765
NCU07421	Gm8764
NCU07421	Gm4340
NCU07421	Gm21293
NCU07421	Gm21304
NCU07421	Gm4312
NCU07421	Gm4301
NCU07421	Gm4307
NCU07421	Gm4303
NCU07421	Gm4305
NCU07421	Gm4302
NCU07421	4931428L18Rik
NCU07421	Gm5698
NCU07421	Alyref2
NCU07421	Alyref
NCU00019	Foxi3
NCU00019	Gm5294
NCU00019	Foxl1
NCU00019	Foxl2
NCU00019	Foxd4
NCU00019	Foxd1
NCU01376	Alpl
NCU08997	Alpl
NCU01376	Alppl2
NCU08997	Alppl2
NCU01376	Akp3
NCU08997	Akp3
NCU01376	Alpi
NCU08997	Alpi
NCU01587	Cfl1
NCU01587	Cfl2
NCU01587	Dstn
NCU04578	Clpp
NCU04814	Cnnm4
NCU04814	Cnnm1
NCU04814	Cnnm3
NCU04814	Cnnm2
NCU03786	Ppp2r5b
NCU03786	Ppp2r5b
NCU03786	Ppp2r5e
NCU03786	Ppp2r5a
NCU03786	Ppp2r5d
NCU03786	Ppp2r5c
NCU05716	Dcun1d3
NCU05716	Dcun1d2
NCU05716	Dcun1d1
NCU05716	Tes3-ps
NCU05716	Dcun1d5
NCU05716	Dcun1d4
NCU04730	Ago2
NCU09434	Ago2
NCU04730	Ago4
NCU09434	Ago4
NCU04730	Ago3
NCU09434	Ago3
NCU04730	Ago1
NCU09434	Ago1
NCU00831	Prss16
NCU09992	Prss16
NCU09813	Sumo1
NCU09813	Sumo3
NCU09813	Sumo2
NCU09813	Gm49325
NCU00024	Ypel4
NCU00024	Ypel1
NCU00024	Ypel2
NCU00024	Ypel3
NCU00024	Ypel5
NCU01605	Mob1b
NCU01605	Mob1a
NCU01605	Mob2
NCU06370	Vamp7
NCU04621	Alox12b
NCU04621	Aloxe3
NCU04621	Alox8
NCU04621	Alox5
NCU04621	Alox12
NCU04621	Alox12e
NCU04621	Alox15
NCU17030	Dazap1
NCU17030	Msi1
NCU17030	Msi2
NCU01112	Pebp4
NCU01112	Pbp2
NCU01112	Pebp1
NCU01985	Papss2
NCU01985	Papss1
NCU07775	Taf11
NCU01715	Rnf126
NCU01715	Rnf115
NCU01143	Dhx36
NCU05802	Dhx29
NCU03877	Mthfd1
NCU03877	Mthfd1l
NCU03877	Mthfd2
NCU03877	Mthfd2l
NCU04096	Stk25
NCU00772	Stk25
NCU04096	Stk24
NCU00772	Stk24
NCU04096	Stk26
NCU00772	Stk26
NCU03891	Msrb3
NCU01446	Uprt
NCU05224	Uckl1
NCU05224	Uck2
NCU05224	Uck1
NCU01481	Slc38a11
NCU06075	Pklr
NCU06075	Pkm
NCU00045	Jade2
NCU00045	Jade1
NCU00045	Jade3
NCU00045	Brpf1
NCU00045	Brd1
NCU00045	Brpf3
NCU03258	Osbpl5
NCU03258	Osbpl8
NCU10715	Osbpl10
NCU10715	Osbpl11
NCU10715	Osbpl9
NCU02111	Myo1e
NCU02111	Myo1f
NCU02111	Myo15
NCU02111	Myo1c
NCU02111	Myo1h
NCU02111	Myo1a
NCU02111	Myo1b
NCU02111	Myo1g
NCU02111	Myo1d
NCU05161	Aadacl3
NCU04884	Aadacl3
NCU07081	Aadacl3
NCU05161	9430007A20Rik
NCU04884	9430007A20Rik
NCU07081	9430007A20Rik
NCU05161	Gm13124
NCU04884	Gm13124
NCU07081	Gm13124
NCU05161	Gm13178
NCU04884	Gm13178
NCU07081	Gm13178
NCU05161	Gm438
NCU04884	Gm438
NCU07081	Gm438
NCU05161	Aadacl4
NCU04884	Aadacl4
NCU07081	Aadacl4
NCU05161	Gm436
NCU04884	Gm436
NCU07081	Gm436
NCU05161	Aadac
NCU04884	Aadac
NCU07081	Aadac
NCU05161	Gm8298
NCU04884	Gm8298
NCU07081	Gm8298
NCU05161	Gm5538
NCU04884	Gm5538
NCU07081	Gm5538
NCU05161	C130079G13Rik
NCU04884	C130079G13Rik
NCU07081	C130079G13Rik
NCU05161	Aadacl2
NCU04884	Aadacl2
NCU07081	Aadacl2
NCU05161	Nceh1
NCU04884	Nceh1
NCU07081	Nceh1
NCU06882	Arih2
NCU06882	Arih1
NCU03981	Hbs1l
NCU02003	Eef1a2
NCU02003	Eef1a1
NCU09265	Clgn
NCU09265	Canx
NCU16699	Pip5k1b
NCU02295	Pip5k1b
NCU16699	Pip5k1c
NCU02295	Pip5k1c
NCU16699	Pip5k1a
NCU02295	Pip5k1a
NCU01305	Rhbdf1
NCU01305	Rhbdf2
NCU01528	Gm10358
NCU01528	Gapdh
NCU01528	Gm3839
NCU01528	Gapdhs
NCU03300	Ywhae
NCU02806	Ywhae
NCU04799	Pabpc1
NCU04799	Pabpc6
NCU04799	Pabpc2
NCU04799	Pabpc4
NCU04799	Pabpc1l
NCU04799	Pabpc4l
NCU08895	Slc44a1
NCU02726	Etnk2
NCU02726	Etnk1
NCU03176	Chka
NCU03176	Gm44502
NCU03176	Chkb
NCU06662	Slc25a29
NCU06662	Slc25a45
NCU07263	Slc25a20
NCU02269	Slc25a20
NCU04581	Kifc1
NCU04581	Kifc5b
NCU09564	Slc20a2
NCU09564	Slc20a1
NCU00824	Hdac2
NCU00824	Hdac1
NCU02795	Hdac3
NCU02665	Awat1
NCU02665	Awat2
NCU02665	Dgat2l6
NCU02665	Dgat2
NCU02665	Mogat2
NCU02665	Mogat1
NCU11325	Vat1
NCU11325	Vat1l
NCU11325	Cryz
NCU06756	Ube3a
NCU06756	Hectd2
NCU01853	Chdh
NCU09798	Chdh
NCU07113	Chdh
NCU06523	Slc3a1
NCU07860	Slc3a1
NCU02286	Ralyl
NCU02286	Raly
NCU02286	Hnrnpc
NCU07169	Slc2a3
NCU07169	Slc2a2
NCU07169	Slc2a4
NCU07169	Slc2a1
NCU09347	Pfkfb3
NCU09347	Gm29427
NCU09347	Pfkfb2
NCU09347	Pfkfb1
NCU09347	Pfkfb4
NCU00443	Ranbp1
NCU06644	Ranbp1
NCU00443	Ranbp1
NCU06644	Ranbp1
NCU00443	Ranbp2
NCU06644	Ranbp2
NCU03337	Recql5
NCU08598	Recql
NCU08598	Blm
NCU07530	Slc11a2
NCU08489	Slc11a2
NCU07530	Slc11a1
NCU08489	Slc11a1
NCU03117	Impdh2
NCU03117	Impdh1
NCU06970	Prps1l3
NCU01270	Prps1l3
NCU01786	Prps1l3
NCU06970	Prps1
NCU01270	Prps1
NCU01786	Prps1
NCU06970	Prps1l1
NCU01270	Prps1l1
NCU01786	Prps1l1
NCU06970	Prps2
NCU01270	Prps2
NCU01786	Prps2
NCU00480	Usp15
NCU00480	Usp4
NCU00480	Usp11
NCU00480	Usp19
NCU00480	Ggnbp1
NCU00480	Usp32
NCU09251	Tmem14a
NCU09251	Tmem14c
NCU08382	Abcd2
NCU08382	Abcd1
NCU01751	Abcd3
NCU08341	Atp7b
NCU08341	Atp7a
NCU06652	Adh4
NCU06652	Adh7
NCU06652	Adh1
NCU06652	Adh5
NCU10042	Eno3
NCU01870	Eno3
NCU10042	Eno1
NCU01870	Eno1
NCU10042	Eno1b
NCU01870	Eno1b
NCU10042	Eno2
NCU01870	Eno2
NCU03463	Atp6v0a2
NCU03463	Tcirg1
NCU03463	Atp6v0a1
NCU03463	Atp6v0a4
NCU04600	Ppm1a
NCU04600	Ppm1b
NCU05049	Dusp14
NCU06252	Dusp14
NCU05049	Dusp21
NCU06252	Dusp21
NCU05049	Dusp18
NCU06252	Dusp18
NCU05049	Dusp19
NCU06252	Dusp19
NCU03796	Bckdk
NCU06760	Pdk3
NCU06760	Pdk2
NCU06760	Pdk4
NCU06760	Pdk1
NCU09477	Slc25a31
NCU09477	Slc25a31
NCU09477	Slc25a4
NCU09477	Slc25a5
NCU06041	Gns
NCU06544	Prkcg
NCU06544	Prkcg
NCU06544	Prkca
NCU06544	Prkcb
NCU06544	Prkcd
NCU06544	Prkcq
NCU06544	Prkch
NCU06544	Prkce
NCU03749	Haghl
NCU03749	Hagh
NCU04185	Gsk3b
NCU04185	Gsk3a
NCU01238	Kdm5a
NCU01238	Kdm5b
NCU01238	Kdm5c
NCU01238	Kdm5d
NCU04292	Bcat1
NCU04754	Bcat1
NCU04292	Bcat2
NCU04754	Bcat2
NCU09309	Psmb8
NCU09309	Psmb5
NCU09091	Mrs2
NCU09223	Pdia4
NCU09223	Pdia3
NCU01964	Rnf167
NCU07387	Rnf167
NCU01964	Rnf13
NCU07387	Rnf13
NCU01964	Znrf4
NCU07387	Znrf4
NCU03837	Prkab2
NCU03837	Prkab1
NCU02227	Acy1
NCU11129	Pm20d1
NCU07989	Ap2s1
NCU10618	Ap1s3
NCU10618	Ap1s2
NCU10618	Ap1s1
NCU05995	Ubb
NCU07330	Tm9sf2
NCU06374	Tm9sf4
NCU07868	Eif4g3
NCU07868	Eif4g1
NCU07868	Eif4g2
NCU00219	Gsn
NCU00219	Scin
NCU00219	Avil
NCU00219	Vil1
NCU00219	Vill
NCU02015	Zdhhc9
NCU02015	Zdhhc14
NCU02015	Zdhhc18
NCU04783	Epn3
NCU04783	Epn2
NCU04783	Epn1
NCU00725	Clint1
NCU06362	Evi5
NCU08499	Evi5
NCU06362	Evi5l
NCU08499	Evi5l
NCU10309	Tbc1d10b
NCU10309	Tbc1d10a
NCU10309	Tbc1d10c
NCU10309	Tbc1d10c
NCU04098	Glrx5
NCU09803	Glrx3
NCU09384	Msh5
NCU02796	Ing5
NCU02796	Ing4
NCU02796	Ing1
NCU02796	Ing2
NCU02796	Ing3
NCU03339	Gsr
NCU03989	Slc25a23
NCU01564	Slc25a23
NCU03989	Slc25a25
NCU01564	Slc25a25
NCU03989	Slc25a54
NCU01564	Slc25a54
NCU03989	Slc25a24
NCU01564	Slc25a24
NCU02274	Shmt2
NCU05805	Shmt2
NCU02274	Shmt1
NCU05805	Shmt1
NCU00632	Enpp3
NCU00632	Enpp1
NCU00632	Enpp4
NCU00632	Enpp5
NCU00632	Enpp7
NCU00632	Enpp6
NCU00523	Sirt3
NCU00523	Sirt2
NCU04737	Sirt1
NCU09077	Trim39
NCU09077	Rpp21
NCU04402	Suv39h2
NCU04402	Suv39h1
NCU01479	Afg3l1
NCU01479	Afg3l2
NCU15835	Ppp6r3
NCU15835	Ppp6r1
NCU15835	Ppp6r2
NCU02468	Cers3
NCU02468	Cers2
NCU02468	Cers4
NCU02468	Cers5
NCU02468	Cers6
NCU06987	Tmem184a
NCU06987	Tmem184b
NCU07701	Tmem184c
NCU09040	Ptgr1
NCU02299	Ptgr1
NCU07755	Yars
NCU06307	Aimp1
NCU11252	Ccnk
NCU04319	Tubgcp3
NCU05296	Tubgcp2
NCU05453	Slc35e1
NCU03846	Rpusd2
NCU01545	Gabarap
NCU01545	Gabarapl1
NCU01545	Gabarapl2
NCU04133	Ermp1
NCU00269	Setd2
NCU01932	Nsd3
NCU01932	Nsd2
NCU01219	Glrx
NCU03065	Dis3
NCU03460	Dhdds
NCU02924	Ephx2
NCU00350	Ephx2
NCU08156	Ephx2
NCU02924	Ephx4
NCU00350	Ephx4
NCU08156	Ephx4
NCU02924	Ephx3
NCU00350	Ephx3
NCU08156	Ephx3
NCU02738	Pdcd6
NCU00742	Gpd1
NCU00742	Gpd1l
NCU02549	Uqcrc1
NCU02549	Uqcrc1
NCU02549	Pmpcb
NCU06270	Pmpca
NCU06022	Impa1
NCU06348	Impa1
NCU06022	Impa2
NCU06348	Impa2
NCU00893	Fpgs
NCU00892	Fpgs
NCU09560	Sod2
NCU03187	Nek2
NCU03187	Nek2
NCU11278	Hao2
NCU07362	Hao2
NCU08272	Hao2
NCU04539	Hao2
NCU06171	Srl
NCU05029	Abcb7
NCU00010	Abcb6
NCU03228	Abcb6
NCU00168	Agpat2
NCU00168	Agpat1
NCU01949	Rps9
NCU00643	Sord
NCU07022	Sord
NCU01905	Sord
NCU03505	Kdm4c
NCU03505	Kdm4b
NCU03505	Kdm4a
NCU03505	Kdm4d
NCU03242	Stk38
NCU07296	Stk38
NCU03242	Stk38l
NCU07296	Stk38l
NCU02905	Rpl23
NCU02826	Slc8b1
NCU09688	Ap1m1
NCU09688	Ap1m2
NCU09673	Ap2m1
NCU07574	G3bp2
NCU07574	G3bp1
NCU11371	Cbwd1
NCU00424	Pds5a
NCU00424	Pds5b
NCU00667	Atp6v0c
NCU05521	Reep4
NCU05521	Reep3
NCU05521	Reep1
NCU05521	Reep2
NCU03741	Nadk
NCU03267	Nadk
NCU09270	Tcp11x2
NCU03466	Tcp11x2
NCU09270	Tcp11
NCU03466	Tcp11
NCU09270	Tcp11l2
NCU03466	Tcp11l2
NCU09270	Tcp11l1
NCU03466	Tcp11l1
NCU10477	Ube2v1
NCU10477	Ube2v2
NCU02076	Eif4e1b
NCU02076	Eif4e
NCU02778	Man1b1
NCU03784	Slc12a6
NCU03784	Gm21985
NCU03784	Slc12a4
NCU03784	Slc12a5
NCU03784	Slc12a7
NCU03784	Slc12a9
NCU01302	Abhd3
NCU01302	Abhd1
NCU00230	Clk1
NCU00230	Clk4
NCU00230	Clk3
NCU00230	Clk2
NCU06211	Mdh2
NCU04899	Mdh2
NCU08411	Got2
NCU07941	Got1
NCU03124	Csnk2a2
NCU03124	Csnk2a1
NCU03124	Gm10031
NCU04289	Pcyt2
NCU03880	Pcyt1a
NCU03880	Pcyt1b
NCU02433	Atg4a
NCU02433	Atg4a
NCU02433	Atg4a-ps
NCU02433	Atg4b
NCU02433	Atg4d
NCU02433	Atg4c
NCU02741	Rad51
NCU08339	Tmed2
NCU03800	Tmed3
NCU03800	Tmed7
NCU11185	Mtm1
NCU11185	Mtmr2
NCU11185	Mtmr1
NCU11185	Mtmr6
NCU11185	Mtmr7
NCU03833	Chp2
NCU03833	Chp1
NCU03833	Ppp3r1
NCU03833	Ppp3r2
NCU06854	Ruvbl2
NCU03482	Ruvbl1
NCU00146	Derl1
NCU00146	Derl2
NCU00146	Derl3
NCU04202	Nme3
NCU04202	Nme4
NCU04202	Nme1
NCU04202	Gm20390
NCU04202	Nme2
NCU03855	Cnot3
NCU09095	Dynlrb2
NCU09095	Dynlrb1
NCU08490	Slc24a5
NCU08490	Slc24a3
NCU08490	Slc24a4
NCU08490	Slc24a2
NCU08490	Slc24a1
NCU08362	Cbx5
NCU08362	Cbx3
NCU08362	Cbx1
NCU03219	Pcsk4
NCU03219	Furin
NCU03219	Pcsk1
NCU03219	Pcsk6
NCU03219	Pcsk2
NCU03219	Pcsk7
NCU06845	Rdh10
NCU06845	Sdr16c6
NCU06845	Sdr16c5
NCU06845	Hsd17b13
NCU06845	Hsd17b11
NCU08270	Dicer1
NCU06766	Dicer1
NCU08956	Vapb
NCU08956	Vapa
NCU00116	Nfyc
NCU09111	G6pd2
NCU09111	G6pdx
NCU01342	Tmed10
NCU09692	Plpp5
NCU02755	Plpp5
NCU05941	Plpp5
NCU09692	Plpp4
NCU02755	Plpp4
NCU05941	Plpp4
NCU01165	Tmem30a
NCU01165	Tmem30b
NCU01165	Tmem30c
NCU05623	Timm17b
NCU05623	Timm17a
NCU00475	Rps18
NCU00475	Gm11361
NCU00475	Gm10260
NCU04462	Hsdl1
NCU04462	Hsd17b3
NCU04462	Hsd17b12
NCU10185	Trit1
NCU01763	Dbil5
NCU06346	Dbi
NCU06346	Acbd7
NCU07659	Dlat
NCU07659	Pdhx
NCU04013	Aldh3a1
NCU04013	Aldh3a2
NCU04013	Aldh3b3
NCU04013	Aldh3b2
NCU04013	Aldh3b1
NCU02955	Gfm1
NCU07021	Gfm2
NCU04856	Glul
NCU06724	Glul
NCU09162	Wdr44
NCU01779	Nfu1
NCU04647	Mettl6
NCU04647	Mettl8
NCU04647	Mettl2
NCU02716	Prpf31
NCU03154	Pank2
NCU03154	Pank3
NCU03154	Pank1
NCU03154	Pank4
NCU06469	Mrpl12
NCU02380	Tars2
NCU02380	Tarsl2
NCU02380	Tars
NCU16013	mt-Cytb
NCU10352	Lsm6
NCU01614	Snrpf
NCU00218	Arl2
NCU01438	Nap1l4
NCU01438	Nap1l1
NCU05234	Rab6a
NCU05234	Rab6b
NCU04987	Adipor2
NCU04987	Adipor1
NCU07286	Pgrmc1
NCU07286	Pgrmc2
NCU04213	Nenf
NCU00303	N4bp2l2
NCU00303	N4bp2l1
NCU00303	N4bp2
NCU01589	Hspd1
NCU06119	Ehmt1
NCU06119	Ehmt2
NCU06231	Slc32a1
NCU02117	Pxmp2
NCU09064	Sik1
NCU04566	Prkaa2
NCU04566	Prkaa1
NCU05389	Senp1
NCU05389	Gm5415
NCU05389	AF366264
NCU05389	4930444G20Rik
NCU05389	Senp2
NCU07930	Gm4737
NCU07930	Ahcy
NCU00465	Dnaja4
NCU11102	Dnaja4
NCU07414	Dnaja4
NCU00465	Dnaja1
NCU11102	Dnaja1
NCU07414	Dnaja1
NCU00465	Dnaja2
NCU11102	Dnaja2
NCU07414	Dnaja2
NCU03623	Ube2g2
NCU07264	Ube2g1
NCU01188	Ube2g1
NCU00895	Rab5c
NCU06410	Rab5c
NCU00895	Rab5a
NCU06410	Rab5a
NCU00895	Rab5b
NCU06410	Rab5b
NCU08309	Mlh1
NCU08020	Pms2
NCU00440	Gnb5
NCU00440	Gnb4
NCU00440	Gnb2
NCU00440	Gnb1
NCU00440	Gnb3
NCU09076	Ddx39b
NCU09076	Ddx39
NCU08269	Pnpo
NCU08070	Yjefn3
NCU08070	Naxe
NCU07762	C1galt1
NCU02191	C1galt1
NCU00202	Coro2b
NCU00202	Coro2a
NCU00202	Coro1c
NCU00202	Coro1b
NCU00202	Coro1b
NCU00202	Coro1a
NCU00202	Coro6
NCU06999	Gramd1b
NCU06999	Gramd1a
NCU06999	Gramd1c
NCU02657	Mat2a
NCU02657	Mat2a
NCU02657	Mat1a
NCU01409	Ranbp10
NCU01409	Ranbp9
NCU03305	Atp2a3
NCU03305	Atp2a2
NCU03305	Atp2a1
NCU06994	Gm9048
NCU06994	Gm9046
NCU06994	Gm9045
NCU06994	Gm9049
NCU06994	Gm9044
NCU06994	Gm9040
NCU06994	Gm32802
NCU06994	Gm32717
NCU06994	Cdc5l
NCU02578	Sin3a
NCU02578	Sin3b
NCU02830	Acap1
NCU02830	Acap3
NCU02830	Acap2
NCU00768	Trnau1ap
NCU05269	Hspa4l
NCU05269	Hspa4l
NCU05269	Hspa4
NCU05269	Hsph1
NCU06922	Cnih1
NCU06922	Cnih4
NCU09887	Slc35e4
NCU07931	Grhpr
NCU06923	Metap1
NCU03769	Tspyl1
NCU03769	Tspyl3
NCU03769	Tspyl2
NCU03769	Set
NCU05251	Znrd1
NCU04180	Slc25a32
NCU04180	Slc25a32
NCU03910	Cyb5b
NCU03910	Cyb5a
NCU02677	Cps1
NCU08287	Cad
NCU00261	Ctps2
NCU00261	Ctps
NCU00635	Naca
NCU07987	Cth
NCU09230	Cth
NCU01888	Adat2
NCU07741	Lclat1
NCU07741	Agpat4
NCU07741	Agpat3
NCU06047	Rps2
NCU06702	Reep5
NCU03992	Pls3
NCU03992	Lcp1
NCU03992	Pls1
NCU09202	Srpk3
NCU09202	Srpk1
NCU09202	Srpk2
NCU05642	Cars
NCU05032	Kxd1
NCU05275	Uba52
NCU05275	Gm11808
NCU07623	Agxt2
NCU07623	Phykpl
NCU07623	Etnppl
NCU02754	Csnk2b
NCU05485	Csnk2b
NCU01328	Tkt
NCU01328	Tktl1
NCU01328	Tktl2
NCU00618	Rps27rt
NCU00618	Rps27
NCU00618	Rps27l
NCU08516	Galm
NCU08398	Galm
NCU09705	Galm
NCU05645	Luc7l
NCU05645	Luc7l2
NCU08018	Fahd2a
NCU07506	Fahd2a
NCU01459	Creb5
NCU01345	Creb5
NCU01459	Atf7
NCU01345	Atf7
NCU01459	Gm28047
NCU01345	Gm28047
NCU01459	Atf2
NCU01345	Atf2
NCU00799	Bhmt2
NCU00799	Bhmt
NCU00799	Gm5096
NCU07027	Pygl
NCU07027	Pygm
NCU07027	Pygm
NCU07027	Pygb
NCU00243	Mapre1
NCU00243	Mapre3
NCU00243	Mapre2
NCU08917	Dhtkd1
NCU05425	Ogdhl
NCU05425	Ogdh
NCU03291	Rad21l
NCU03291	Rad21
NCU12069	Gm17949
NCU02812	Gm17949
NCU12069	Ak1
NCU02812	Ak1
NCU12069	Cmpk1
NCU02812	Cmpk1
NCU08026	Exosc6
NCU00812	Exosc4
NCU11424	Bco1
NCU11424	Bco2
NCU11424	Rpe65
NCU06189	Gcat
NCU06189	Gcat
NCU06189	Alas2
NCU06189	Alas1
NCU06107	Bola2
NCU00264	Bola3
NCU03946	Pabpn1l
NCU03946	Pabpn1
NCU03946	Bcl2l2
NCU03946	Gm20521
NCU06471	Pycr1
NCU06471	Pycr2
NCU06471	Pycrl
NCU00088	Pgp
NCU08044	Dhrs11
NCU00428	Pif1
NCU08032	Tsen34
NCU00277	Cnn1
NCU00277	Cnn3
NCU00277	Tagln3
NCU00277	Tagln
NCU00277	Tagln2
NCU09332	Pomt1
NCU01912	Pomt2
NCU01648	Pomt2
NCU06617	Myl6
NCU06617	Myl6b
NCU06617	Myl1
NCU06617	Myl4
NCU06617	Myl3
NCU03407	Rhod
NCU01484	Rhob
NCU08683	Rhob
NCU16559	Rhob
NCU01484	Rhoc
NCU08683	Rhoc
NCU16559	Rhoc
NCU01484	Rhoa
NCU08683	Rhoa
NCU16559	Rhoa
NCU01484	4930544G11Rik
NCU08683	4930544G11Rik
NCU16559	4930544G11Rik
NCU06482	Pdha1
NCU06482	Pdha2
NCU11109	Ormdl2
NCU11109	Gm28778
NCU11109	Ormdl1
NCU11109	Ormdl3
NCU02347	Arfgef2
NCU07658	Arfgef2
NCU02347	Arfgef1
NCU07658	Arfgef1
NCU06257	Tbc1d5
NCU03892	Arid3c
NCU03892	Arid3b
NCU03892	Arid3a
NCU01318	Sec23b
NCU01318	Sec23a
NCU01901	Daglb
NCU01901	Dagla
NCU03777	Hibch
NCU06402	Msmo1
NCU05302	Gtpbp10
NCU06213	Pias4
NCU06213	Pias3
NCU06213	Pias1
NCU06213	Pias2
NCU09248	Nfyb
NCU04442	Gale
NCU01913	Sf3a1
NCU02586	Picalm
NCU02586	Snap91
NCU09696	Srp54b
NCU09696	Srp54c
NCU09696	Srp54a
