YGL078C	Ddx43
YOR014W	Ppp2r5a
YOR014W	Ppp2r5d
YOR014W	Ppp2r5c
YLR128W	Dcun1d3
YLR128W	Dcun1d2
YLR128W	Dcun1d1
YLR128W	Tes3-ps
YLR128W	Dcun1d5
YLR128W	Dcun1d4
YDR510W	Sumo1
YDR510W	Sumo3
YDR510W	Sumo2
YDR510W	Gm49325
YBL049W	Ypel4
YBL049W	Ypel1
YBL049W	Ypel2
YBL049W	Ypel3
YBL049W	Ypel5
YFL034C-B	Mob3b
YFL034C-B	Mob3a
YFL034C-B	Mob3c
YIL106W	Mob1b
YIL106W	Mob1a
YIL106W	Mob2
YOL123W	Dazap1
YOL123W	Msi1
YOL123W	Msi2
YLR178C	Pebp4
YLR179C	Pebp4
YLR178C	Pbp2
YLR179C	Pbp2
YLR178C	Pebp1
YLR179C	Pebp1
YJR010W	Papss2
YJR010W	Papss1
YML015C	Taf11
YLR419W	Dhx36
YGR204W	Mthfd1
YBR084W	Mthfd1
YGR204W	Mthfd1l
YBR084W	Mthfd1l
YGR204W	Mthfd2
YBR084W	Mthfd2
YGR204W	Mthfd2l
YBR084W	Mthfd2l
YHR102W	Stk25
YHR102W	Stk24
YHR102W	Stk26
YDR523C	Stk3
YAR019C	Stk3
YDR523C	Stk4
YAR019C	Stk4
YCL033C	Msrb3
YHR128W	Uprt
YNR012W	Uckl1
YNR012W	Uck2
YNR012W	Uck1
YEL064C	Slc38a11
YAL038W	Pklr
YOR347C	Pklr
YAL038W	Pkm
YOR347C	Pkm
YPR031W	Jade2
YPR031W	Jade1
YPR031W	Jade3
YPR031W	Brpf1
YPR031W	Brd1
YPR031W	Brpf3
YHR001W	Osbpl5
YKR003W	Osbpl5
YHR001W	Osbpl8
YKR003W	Osbpl8
YKL129C	Myo1e
YMR109W	Myo1e
YKL129C	Myo1f
YMR109W	Myo1f
YKL129C	Myo15
YMR109W	Myo15
YKL129C	Myo1c
YMR109W	Myo1c
YKL129C	Myo1h
YMR109W	Myo1h
YKL129C	Myo1a
YMR109W	Myo1a
YKL129C	Myo1b
YMR109W	Myo1b
YKL129C	Myo1g
YMR109W	Myo1g
YKL129C	Myo1d
YMR109W	Myo1d
YKR017C	Arih2
YKR017C	Arih1
YBR118W	Eef1a2
YPR080W	Eef1a2
YBR118W	Eef1a1
YPR080W	Eef1a1
YAL058W	Clgn
YAL058W	Canx
YAL058W	Calr4
YAL058W	Calr
YDR208W	Pip5k1b
YDR208W	Pip5k1c
YDR208W	Pip5k1a
YGR192C	Gm10358
YJR009C	Gm10358
YJL052W	Gm10358
YGR192C	Gapdh
YJR009C	Gapdh
YJL052W	Gapdh
YGR192C	Gm3839
YJR009C	Gm3839
YJL052W	Gm3839
YGR192C	Gapdhs
YJR009C	Gapdhs
YJL052W	Gapdhs
YDR099W	Ywhae
YER177W	Ywhae
YER165W	Pabpc1
YER165W	Pabpc6
YER165W	Pabpc2
YER165W	Pabpc4
YER165W	Pabpc1l
YER165W	Pabpc4l
YOR161C	Slc44a1
YDR147W	Chka
YLR133W	Chka
YDR147W	Gm44502
YLR133W	Gm44502
YDR147W	Chkb
YLR133W	Chkb
YOR100C	Slc25a20
YBR104W	Slc25a20
YPR058W	Slc25a20
YPR141C	Kifc1
YPR141C	Kifc5b
YBR296C	Slc20a2
YBR296C	Slc20a1
YNL330C	Hdac2
YNL330C	Hdac1
YGL194C	Hdac3
YOR245C	Awat1
YOR245C	Awat2
YOR245C	Dgat2l6
YOR245C	Dgat2
YOR245C	Mogat2
YOR245C	Mogat1
YJR036C	Ube3a
YJR036C	Hectd2
YJL216C	Slc3a1
YBR299W	Slc3a1
YGR292W	Slc3a1
YGR287C	Slc3a1
YOL157C	Slc3a1
YJL221C	Slc3a1
YIL172C	Slc3a1
YGL104C	Slc2a3
YBR241C	Slc2a3
YGL104C	Slc2a2
YBR241C	Slc2a2
YGL104C	Slc2a4
YBR241C	Slc2a4
YGL104C	Slc2a1
YBR241C	Slc2a1
YJL155C	Pfkfb3
YJL155C	Gm29427
YJL155C	Pfkfb2
YJL155C	Pfkfb1
YJL155C	Pfkfb4
YDR002W	Ranbp1
YDR002W	Ranbp1
YDR002W	Ranbp2
YMR190C	Recql
YMR190C	Blm
YLR034C	Slc11a2
YOL122C	Slc11a2
YHR050W	Slc11a2
YLR034C	Slc11a1
YOL122C	Slc11a1
YHR050W	Slc11a1
YAR075W	Gmpr2
YAR075W	Gmpr
YLR432W	Impdh2
YAR073W	Impdh2
YHR216W	Impdh2
YML056C	Impdh2
YLR432W	Impdh1
YAR073W	Impdh1
YHR216W	Impdh1
YML056C	Impdh1
YER099C	Prps1l3
YBL068W	Prps1l3
YHL011C	Prps1l3
YOL061W	Prps1l3
YER099C	Prps1
YBL068W	Prps1
YHL011C	Prps1
YOL061W	Prps1
YER099C	Prps1l1
YBL068W	Prps1l1
YHL011C	Prps1l1
YOL061W	Prps1l1
YER099C	Prps2
YBL068W	Prps2
YHL011C	Prps2
YOL061W	Prps2
YJL197W	Usp15
YJL197W	Usp4
YJL197W	Usp11
YJL197W	Usp19
YJL197W	Ggnbp1
YJL197W	Usp32
YJR085C	Tmem14a
YJR085C	Tmem14c
YPL147W	Abcd2
YPL147W	Abcd1
YKL188C	Abcd3
YDR270W	Atp7b
YDR270W	Atp7a
YDL168W	Adh4
YDL168W	Adh7
YDL168W	Adh1
YDL168W	Adh5
YMR323W	Eno3
YPL281C	Eno3
YOR393W	Eno3
YHR174W	Eno3
YGR254W	Eno3
YMR323W	Eno1
YPL281C	Eno1
YOR393W	Eno1
YHR174W	Eno1
YGR254W	Eno1
YMR323W	Eno1b
YPL281C	Eno1b
YOR393W	Eno1b
YHR174W	Eno1b
YGR254W	Eno1b
YMR323W	Eno2
YPL281C	Eno2
YOR393W	Eno2
YHR174W	Eno2
YGR254W	Eno2
YOR270C	Atp6v0a2
YOR270C	Tcirg1
YOR270C	Atp6v0a1
YOR270C	Atp6v0a4
YER089C	Ppm1a
YBL056W	Ppm1a
YBR125C	Ppm1a
YER089C	Ppm1b
YBL056W	Ppm1b
YBR125C	Ppm1b
YNL053W	Dusp14
YIL113W	Dusp14
YNL053W	Dusp21
YIL113W	Dusp21
YNL053W	Dusp18
YIL113W	Dusp18
YNL053W	Dusp19
YIL113W	Dusp19
YGL059W	Bckdk
YIL042C	Pdk3
YIL042C	Pdk2
YIL042C	Pdk4
YIL042C	Pdk1
YMR056C	Slc25a31
YBR085W	Slc25a31
YBL030C	Slc25a31
YMR056C	Slc25a31
YBR085W	Slc25a31
YBL030C	Slc25a31
YMR056C	Slc25a4
YBR085W	Slc25a4
YBL030C	Slc25a4
YMR056C	Slc25a5
YBR085W	Slc25a5
YBL030C	Slc25a5
YML028W	Prdx2
YDR453C	Prdx2
YML028W	Prdx1
YDR453C	Prdx1
YML028W	Prdx4
YDR453C	Prdx4
YML028W	Prdx3
YDR453C	Prdx3
YDR081C	Jrk
YDR081C	Tigd2
YDR081C	Jrkl
YDR081C	Tigd5
YDR081C	Tigd4
YBL105C	Prkcg
YBL105C	Prkcg
YBL105C	Prkca
YBL105C	Prkcb
YBL105C	Prkcd
YBL105C	Prkcq
YBL105C	Prkch
YBL105C	Prkce
YDR272W	Haghl
YOR040W	Haghl
YDR272W	Hagh
YOR040W	Hagh
YMR139W	Gsk3b
YMR139W	Gsk3a
YJR119C	Kdm5a
YJR119C	Kdm5b
YJR119C	Kdm5c
YJR119C	Kdm5d
YDR374C	Ythdf1
YDR374C	Ythdf3
YDR374C	Ythdf2
YHR208W	Bcat1
YJR148W	Bcat1
YHR208W	Bcat2
YJR148W	Bcat2
YPR103W	Psmb8
YPR103W	Psmb5
YOR334W	Mrs2
YPL060W	Mrs2
YDR518W	Pdia4
YCL043C	Pdia4
YDR518W	Pdia3
YCL043C	Pdia3
YER027C	Prkab2
YGL208W	Prkab2
YER027C	Prkab1
YGL208W	Prkab1
YJL172W	Acy1
YJL172W	Pm20d1
YJR058C	Ap2s1
YLR170C	Ap1s3
YLR170C	Ap1s2
YLR170C	Ap1s1
YLL039C	Ubb
YLR083C	Tm9sf2
YDR107C	Tm9sf2
YGL049C	Eif4g3
YGR162W	Eif4g3
YGL049C	Eif4g1
YGR162W	Eif4g1
YGL049C	Eif4g2
YGR162W	Eif4g2
YLR246W	Zdhhc9
YLR246W	Zdhhc14
YLR246W	Zdhhc18
YLR206W	Epn3
YDL161W	Epn3
YLR206W	Epn2
YDL161W	Epn2
YLR206W	Epn1
YDL161W	Epn1
YJR125C	Clint1
YPL059W	Glrx5
YDR098C	Glrx3
YER174C	Glrx3
YDL154W	Msh5
YNL097C	Ing5
YOR064C	Ing5
YHR090C	Ing5
YNL097C	Ing4
YOR064C	Ing4
YHR090C	Ing4
YNL097C	Ing1
YOR064C	Ing1
YHR090C	Ing1
YNL097C	Ing2
YOR064C	Ing2
YHR090C	Ing2
YNL097C	Ing3
YOR064C	Ing3
YHR090C	Ing3
YPL091W	Gsr
YPR011C	Slc25a23
YNL083W	Slc25a23
YPR011C	Slc25a25
YNL083W	Slc25a25
YPR011C	Slc25a54
YNL083W	Slc25a54
YPR011C	Slc25a24
YNL083W	Slc25a24
YLR058C	Shmt2
YBR263W	Shmt2
YLR058C	Shmt1
YBR263W	Shmt1
YEL016C	Enpp3
YCR026C	Enpp3
YEL016C	Enpp1
YCR026C	Enpp1
YEL016C	Enpp4
YCR026C	Enpp4
YEL016C	Enpp5
YCR026C	Enpp5
YEL016C	Enpp7
YCR026C	Enpp7
YEL016C	Enpp6
YCR026C	Enpp6
YPL015C	Sirt3
YPL015C	Sirt2
YDL042C	Sirt1
YOL068C	Sirt1
YER017C	Afg3l1
YMR089C	Afg3l1
YER017C	Afg3l2
YMR089C	Afg3l2
YKR028W	Ppp6r3
YJL098W	Ppp6r3
YFR040W	Ppp6r3
YGL229C	Ppp6r3
YKR028W	Ppp6r1
YJL098W	Ppp6r1
YFR040W	Ppp6r1
YGL229C	Ppp6r1
YKR028W	Ppp6r2
YJL098W	Ppp6r2
YFR040W	Ppp6r2
YGL229C	Ppp6r2
YKR051W	Tmem184c
YML131W	Ptgr1
YGR185C	Yars
YGL105W	Aimp1
YNL126W	Tubgcp3
YHR172W	Tubgcp2
YOR307C	Slc35e1
YJL193W	Slc35e1
YGR169C	Rpusd1
YOL066C	Rpusd2
YDL036C	Rpusd2
YBL078C	Gabarap
YBL078C	Gabarapl1
YBL078C	Gabarapl2
YBR074W	Ermp1
YJL168C	Setd2
YCL035C	Glrx
YDR513W	Glrx
YOL021C	Dis3
YJR100C	Plscr5
YJR100C	Plscr2
YJR100C	Plscr1
YJR100C	1700057G04Rik
YJR100C	Plscr3
YJR100C	Plscr4
YMR101C	Dhdds
YBR002C	Dhdds
YGR058W	Sri
YGR058W	Gca
YGR058W	Pef1
YGR058W	Pdcd6
YDL022W	Gpd1
YOL059W	Gpd1
YDL022W	Gpd1l
YOL059W	Gpd1l
YLR163C	Uqcrc1
YBL045C	Uqcrc1
YLR163C	Uqcrc1
YBL045C	Uqcrc1
YLR163C	Pmpcb
YBL045C	Pmpcb
YHR024C	Pmpca
YDR287W	Impa1
YHR046C	Impa1
YDR287W	Impa2
YHR046C	Impa2
YOR241W	Fpgs
YHR008C	Sod2
YAR018C	Nek2
YAR018C	Nek2
YML054C	Hao2
YIR006C	Srl
YMR301C	Abcb7
YDL052C	Agpat2
YDL052C	Agpat1
YBR189W	Rps9
YPL081W	Rps9
YER169W	Kdm4c
YDR096W	Kdm4c
YER169W	Kdm4b
YDR096W	Kdm4b
YER169W	Kdm4a
YDR096W	Kdm4a
YER169W	Kdm4d
YDR096W	Kdm4d
YNL161W	Stk38
YNL161W	Stk38l
YBL087C	Rpl23
YER117W	Rpl23
YJR106W	Slc8b1
YDL206W	Slc8b1
YPL259C	Ap1m1
YPL259C	Ap1m2
YOL062C	Ap2m1
YNR029C	Cbwd1
YMR076C	Pds5a
YMR076C	Pds5b
YPL234C	Atp6v0c
YJR049C	Nadk
YEL041W	Nadk
YOL056W	Pgam1
YDL021W	Pgam1
YKL152C	Pgam1
YOL056W	Pgam2
YDL021W	Pgam2
YKL152C	Pgam2
YOL056W	Bpgm
YDL021W	Bpgm
YKL152C	Bpgm
YDR006C	Tcp11x2
YDR006C	Tcp11
YDR006C	Tcp11l2
YDR006C	Tcp11l1
YGL087C	Ube2v1
YGL087C	Ube2v2
YOL139C	Eif4e1b
YOL139C	Eif4e
YJR131W	Man1b1
YBR235W	Slc12a6
YBR235W	Gm21985
YBR235W	Slc12a4
YBR235W	Slc12a5
YBR235W	Slc12a7
YBR235W	Slc12a9
YMR210W	Abhd3
YPL095C	Abhd3
YBR177C	Abhd3
YMR210W	Abhd1
YPL095C	Abhd1
YBR177C	Abhd1
YLL019C	Clk1
YLL019C	Clk4
YLL019C	Clk3
YLL019C	Clk2
YKL085W	Mdh2
YLR027C	Got1
YOR061W	Csnk2a2
YIL035C	Csnk2a2
YOR061W	Csnk2a1
YIL035C	Csnk2a1
YOR061W	Gm10031
YIL035C	Gm10031
YGR007W	Pcyt2
YGR202C	Pcyt1a
YGR202C	Pcyt1b
YNL223W	Atg4a
YNL223W	Atg4a
YNL223W	Atg4a-ps
YNL223W	Atg4b
YNL223W	Atg4d
YNL223W	Atg4c
YER095W	Rad51
YER179W	Dmc1
YER179W	Rad51c
YGL200C	Tmed2
YOR016C	Tmed3
YAL007C	Tmed3
YDL018C	Tmed3
YOR016C	Tmed7
YAL007C	Tmed7
YDL018C	Tmed7
YJR110W	Mtm1
YJR110W	Mtmr2
YJR110W	Mtmr1
YJR110W	Mtmr6
YJR110W	Mtmr7
YKL190W	Chp2
YKL190W	Chp1
YKL190W	Ppp3r1
YKL190W	Ppp3r2
YPL235W	Ruvbl2
YDR190C	Ruvbl1
YBR201W	Derl1
YDR411C	Derl1
YKL067W	Nme3
YKL067W	Nme4
YKL067W	Nme1
YKL067W	Gm20390
YKL067W	Nme2
YPR072W	Cnot3
YIL038C	Cnot3
YNL238W	Pcsk4
YNL238W	Furin
YNL238W	Pcsk1
YNL238W	Pcsk6
YNL238W	Pcsk2
YNL238W	Pcsk7
YDL114W	Rdh10
YDL114W	Sdr16c6
YDL114W	Sdr16c5
YDL114W	Hsd17b13
YDL114W	Hsd17b11
YER120W	Vapb
YBL091C-A	Vapb
YER120W	Vapa
YBL091C-A	Vapa
YOR358W	Nfyc
YNL241C	G6pd2
YNL241C	G6pdx
YML012W	Tmed10
YDR284C	Plpp5
YDR284C	Plpp4
YCR094W	Tmem30a
YNR048W	Tmem30a
YNL323W	Tmem30a
YCR094W	Tmem30b
YNR048W	Tmem30b
YNL323W	Tmem30b
YCR094W	Tmem30c
YNR048W	Tmem30c
YNL323W	Tmem30c
YJL143W	Timm17b
YJL143W	Timm17a
YML026C	Rps18
YDR450W	Rps18
YML026C	Gm11361
YDR450W	Gm11361
YML026C	Gm10260
YDR450W	Gm10260
YBR159W	Hsdl1
YBR159W	Hsd17b3
YBR159W	Hsd17b12
YOR274W	Trit1
YGR037C	Dbil5
YGR037C	Dbi
YGR037C	Acbd7
YNL071W	Dlat
YNL071W	Pdhx
YMR110C	Aldh3a1
YMR110C	Aldh3a2
YMR110C	Aldh3b3
YMR110C	Aldh3b2
YMR110C	Aldh3b1
YLR069C	Gfm1
YJL102W	Gfm2
YPR035W	Glul
YKL121W	Wdr44
YMR102C	Wdr44
YKL040C	Nfu1
YOR239W	Mettl6
YOR239W	Mettl8
YOR239W	Mettl2
YGR091W	Prpf31
YDR531W	Pank2
YDR531W	Pank3
YDR531W	Pank1
YDR531W	Pank4
YGL068W	Mrpl12
YIL078W	Tars2
YIL078W	Tarsl2
YIL078W	Tars
Q0120	mt-Cytb
Q0105	mt-Cytb
YDR378C	Lsm6
YPR182W	Snrpf
YMR138W	Arl2
YKR048C	Nap1l4
YKR048C	Nap1l1
YLR262C	Rab6a
YLR262C	Rab6b
YDR492W	Adipor2
YOL002C	Adipor2
YDR492W	Adipor1
YOL002C	Adipor1
YPL170W	Pgrmc1
YPL170W	Pgrmc2
YPL199C	N4bp2l2
YPL199C	N4bp2l1
YPL199C	N4bp2
YLR259C	Hspd1
YJR001W	Slc32a1
YDR477W	Prkaa2
YDR477W	Prkaa1
YPL020C	Senp1
YPL020C	Gm5415
YPL020C	AF366264
YPL020C	4930444G20Rik
YPL020C	Senp2
YER043C	Gm4737
YER043C	Ahcy
YMR214W	Dnaja4
YNL064C	Dnaja4
YMR214W	Dnaja1
YNL064C	Dnaja1
YMR214W	Dnaja2
YNL064C	Dnaja2
YMR022W	Ube2g2
YDR054C	Ube2g1
YOR089C	Rab5c
YOR089C	Rab5a
YOR089C	Rab5b
YMR167W	Mlh1
YNL082W	Pms2
YOR212W	Gnb5
YOR212W	Gnb4
YOR212W	Gnb2
YOR212W	Gnb1
YOR212W	Gnb3
YDL084W	Ddx39b
YDL084W	Ddx39
YBR035C	Pnpo
YNL200C	Yjefn3
YNL200C	Naxe
YLR429W	Coro2b
YLR429W	Coro2a
YLR429W	Coro1c
YLR429W	Coro1b
YLR429W	Coro1b
YLR429W	Coro1a
YLR429W	Coro6
YLR072W	Gramd1b
YFL042C	Gramd1b
YHR080C	Gramd1b
YDR326C	Gramd1b
YLR072W	Gramd1a
YFL042C	Gramd1a
YHR080C	Gramd1a
YDR326C	Gramd1a
YLR072W	Gramd1c
YFL042C	Gramd1c
YHR080C	Gramd1c
YDR326C	Gramd1c
YDR502C	Mat2a
YLR180W	Mat2a
YDR502C	Mat2a
YLR180W	Mat2a
YDR502C	Mat1a
YLR180W	Mat1a
YGL227W	Ranbp10
YGL227W	Ranbp9
YMR213W	Gm9048
YMR213W	Gm9046
YMR213W	Gm9045
YMR213W	Gm9049
YMR213W	Gm9044
YMR213W	Gm9040
YMR213W	Gm32802
YMR213W	Gm32717
YMR213W	Cdc5l
YOL004W	Sin3a
YOL004W	Sin3b
YDR524C	Acap1
YDR524C	Acap3
YDR524C	Acap2
YHR086W	Trnau1ap
YBR212W	Trnau1ap
YPL106C	Hspa4l
YBR169C	Hspa4l
YPL106C	Hspa4l
YBR169C	Hspa4l
YPL106C	Hspa4
YBR169C	Hspa4
YPL106C	Hsph1
YBR169C	Hsph1
YBR210W	Cnih1
YGL054C	Cnih1
YBR210W	Cnih4
YGL054C	Cnih4
YNL274C	Grhpr
YLR244C	Metap1
YNL246W	Tspyl1
YNL246W	Tspyl3
YNL246W	Tspyl2
YNL246W	Set
YJR063W	Znrd1
YIL134W	Slc25a32
YIL134W	Slc25a32
YNL111C	Cyb5b
YNL111C	Cyb5a
YJR109C	Cps1
YJL130C	Cad
YBL039C	Ctps2
YJR103W	Ctps2
YBL039C	Ctps
YJR103W	Ctps
YHR193C	Naca
YGL184C	Cth
YAL012W	Cth
YJL035C	Adat2
YDR018C	Lclat1
YBR042C	Lclat1
YDR018C	Agpat4
YBR042C	Agpat4
YDR018C	Agpat3
YBR042C	Agpat3
YGL123W	Rps2
YPR028W	Reep5
YDR129C	Pls3
YDR129C	Lcp1
YDR129C	Pls1
YMR216C	Srpk3
YMR216C	Srpk1
YMR216C	Srpk2
YNL247W	Cars
YIL148W	Uba52
YKR094C	Uba52
YIL148W	Gm11808
YKR094C	Gm11808
YOR039W	Csnk2b
YGL019W	Csnk2b
YPR074C	Tkt
YBR117C	Tkt
YPR074C	Tktl1
YBR117C	Tktl1
YPR074C	Tktl2
YBR117C	Tktl2
YKL156W	Rps27rt
YHR021C	Rps27rt
YKL156W	Rps27
YHR021C	Rps27
YKL156W	Rps27l
YHR021C	Rps27l
YDL087C	Luc7l
YDL087C	Luc7l2
YNL168C	Fahd1
YNL168C	Fahd2a
YNL167C	Creb5
YNL167C	Atf7
YNL167C	Gm28047
YNL167C	Atf2
YMR321C	Bhmt2
YLL062C	Bhmt2
YPL273W	Bhmt2
YMR321C	Bhmt
YLL062C	Bhmt
YPL273W	Bhmt
YMR321C	Gm5096
YLL062C	Gm5096
YPL273W	Gm5096
YPR160W	Pygl
YPR160W	Pygm
YPR160W	Pygm
YPR160W	Pygb
YER016W	Mapre1
YER016W	Mapre3
YER016W	Mapre2
YIL125W	Ogdhl
YIL125W	Ogdh
YKL024C	Gm17949
YKL024C	Ak1
YKL024C	Cmpk1
YGR158C	Exosc6
YGR195W	Exosc4
YDR232W	Gcat
YDR232W	Gcat
YDR232W	Alas2
YDR232W	Alas1
YGL220W	Bola2
YAL046C	Bola3
YIR001C	Pabpn1l
YIR001C	Pabpn1
YIR001C	Bcl2l2
YIR001C	Gm20521
YER023W	Pycr1
YER023W	Pycr2
YER023W	Pycrl
YDL236W	Pgp
YMR226C	Dhrs11
YHR031C	Pif1
YML061C	Pif1
YER051W	Phf8
YER051W	Phf2
YER051W	Kdm7a
YER051W	Kdm2a
YER051W	Kdm2b
YER051W	Fbxl19
YAR008W	Tsen34
YOR367W	Cnn1
YOR367W	Cnn3
YOR367W	Tagln3
YOR367W	Tagln
YOR367W	Tagln2
YJR143C	Pomt1
YDL093W	Pomt2
YDL095W	Pomt2
YGR199W	Pomt2
YAL023C	Pomt2
YOR321W	Pomt2
YGL106W	Myl6
YGL106W	Myl6b
YGL106W	Myl1
YGL106W	Myl4
YGL106W	Myl3
YPR165W	Rhod
YNL090W	Rhob
YNL090W	Rhoc
YNL090W	Rhoa
YNL090W	4930544G11Rik
YER178W	Pdha1
YER178W	Pdha2
YGR038W	Ormdl2
YLR350W	Ormdl2
YGR038W	Gm28778
YLR350W	Gm28778
YGR038W	Ormdl1
YLR350W	Ormdl1
YGR038W	Ormdl3
YLR350W	Ormdl3
YDR170C	Arfgef2
YDR170C	Arfgef1
YJL044C	Tbc1d13
YJL044C	Tbc1d5
YML127W	Arid3c
YML127W	Arid3b
YML127W	Arid3a
YPR181C	Sec23b
YPR181C	Sec23a
YDR036C	Hibch
YGR060W	Msmo1
YHR168W	Gtpbp10
YDR409W	Pias4
YOR156C	Pias4
YDR409W	Pias3
YOR156C	Pias3
YDR409W	Pias1
YOR156C	Pias1
YDR409W	Pias2
YOR156C	Pias2
YBL021C	Nfyb
YBR019C	Gale
YPL123C	Gm49721
YPL123C	Rnaset2a
YPL123C	Gm49673
YPL123C	Rnaset2b
YJL203W	Sf3a1
YHR161C	Picalm
YGR241C	Picalm
YHR161C	Snap91
YGR241C	Snap91
YPR088C	Srp54b
YPR088C	Srp54c
YPR088C	Srp54a
YNR052C	Cnot7
YNR052C	Cnot8
YEL037C	Rad23b
YEL037C	Rad23a
YDR111C	Gpt2
YLR089C	Gpt2
YDR111C	Gpt
YLR089C	Gpt
YGL237C	Nfya
YGL237C	Nfya
YGL216W	Kif18b
YGL216W	Kif18a
YGR088W	Cat
YDR256C	Cat
YGR271W	Ascc3
YER172C	Snrnp200
YKL127W	Pgm1
YMR105C	Pgm1
YKL127W	Pgm1
YMR105C	Pgm1
YKL127W	Pgm5
YMR105C	Pgm5
YAL020C	Sergef
YDR441C	Aprt
YML022W	Aprt
YLL040C	Vps13c
YLL040C	Vps13a
YGL012W	Tm7sf2
YNL280C	Tm7sf2
YGL012W	Lbr
YNL280C	Lbr
YAL062W	Glud1
YOR375C	Glud1
YHR072W	Lss
YIL023C	Slc39a7
YIL023C	Slc39a13
YDR484W	Vps52
YPL117C	Idi1
YPL117C	Idi2
YPL117C	Gm9745
YGR278W	Cwc22
YGR278W	Gm13693
YGR278W	Gm13697
YGR278W	Gm13695
YGR278W	Gm13696
YGR278W	Gm13694
YGR278W	Gm13691
YGR278W	Gm13698
Q0130	Atp5g2
Q0130	Atp5g1
Q0130	Atp5g3
YBL099W	Atp5a1
YBL099W	Atp5a1
YNR001C	Csl
YCR005C	Csl
YNR001C	Cs
YCR005C	Cs
YJL045W	Sdha
YKL148C	Sdha
YMR068W	Ankrd66
YKL210W	Uba6
YKL210W	Gm20661
YKL210W	Uba7
YKL210W	Uba1y
YKL210W	Uba1
YHR076W	Pptc7
YGL043W	Tcea1
YKL005C	Tcea1
YGL043W	Tcea2
YKL005C	Tcea2
YGL043W	Tcea3
YKL005C	Tcea3
YNL155W	Zfand2b
YNL155W	Zfand2a
YNL155W	Zfand1
YNL162W	Rpl36a
YHR141C	Rpl36a
YNL162W	Rpl36a-ps1
YHR141C	Rpl36a-ps1
YNL162W	Rpl36al
YHR141C	Rpl36al
YNL162W	Gm6525
YHR141C	Gm6525
YDR097C	Msh6
YCR092C	Msh3
YGL179C	Camkk1
YER129W	Camkk1
YGL179C	Camkk2
YER129W	Camkk2
YOR257W	Cetn3
YIL124W	Hsd17b1
YIL124W	Rdh8
YJL141C	Dyrk4
YJL141C	Dyrk2
YJL141C	Dyrk3
YJR024C	Apip
YDL001W	Rmnd1
YFR048W	Rmnd1
YDR282C	Rmnd1
YBR233W	Pcbp4
YBL032W	Pcbp4
YBR233W	Pcbp2
YBL032W	Pcbp2
YBR233W	Pcbp1
YBL032W	Pcbp1
YBR233W	Pcbp3
YBL032W	Pcbp3
YAL022C	Slc29a1
YAL022C	Slc29a2
YAL022C	Slc29a3
YAL022C	Slc29a4
YNL217W	Ppp3ca
YLR433C	Ppp3ca
YML057W	Ppp3ca
YNL217W	Ppp3cb
YLR433C	Ppp3cb
YML057W	Ppp3cb
YNL217W	Ppp3cc
YLR433C	Ppp3cc
YML057W	Ppp3cc
YPL169C	Nxf7
YPL169C	Nxf2
YPL169C	Nxf3
YPL169C	Nxf1
YLR422W	Dock4
YLR422W	Dock3
YLR422W	Dock1
YLR422W	Dock5
YLR422W	Dock2
YML030W	Higd2a
YML030W	Higd1a
YML030W	Higd1c
YML030W	Higd1b
YOR219C	Dpp10
YHR028C	Dpp10
YOR219C	Dpp4
YHR028C	Dpp4
YOR219C	Fap
YHR028C	Fap
YDL130W	LO018689.5
YDL081C	LO018689.5
YDL130W	Rplp1
YDL081C	Rplp1
YDL130W	Gm5244
YDL081C	Gm5244
YDR164C	Stxbp3
YDR164C	Stxbp2
YDR164C	Stxbp1
YPL218W	Sar1b
YPL218W	Sar1a
YLR061W	Rpl22l1
YFL034C-A	Rpl22l1
YLR061W	Rpl22
YFL034C-A	Rpl22
YJL187C	Wee1
YJL187C	Wee2
YJL187C	Pkmyt1
YOL040C	Rps15
YMR292W	Golt1b
YMR292W	Gm28040
YMR292W	Golt1a
YKR052C	Gm16867
YJL133W	Gm16867
YKR052C	Slc25a37
YJL133W	Slc25a37
YKR052C	Slc25a28
YJL133W	Slc25a28
YGL234W	Gart
YGR248W	Pgls
YHR163W	Pgls
YJR047C	Eif5a
YEL034W	Eif5a
YJR047C	Eif5a2
YEL034W	Eif5a2
YGL190C	Ppp2r2d
YGL190C	Ppp2r2a
YGL190C	Ppp2r2b
YGL190C	Ppp2r2c
YPL037C	Btf3
YDR252W	Btf3
YPL037C	Gm20075
YDR252W	Gm20075
YPL037C	Btf3l4
YDR252W	Btf3l4
YKR002W	Papolg
YKR002W	Papola
YKR002W	Papolb
YFR037C	Smarcc2
YJL176C	Smarcc2
YFR037C	Smarcc1
YJL176C	Smarcc1
YML001W	Rab7
YDL077C	Tgfbrap1
YDL077C	Vps39
YBR187W	Tmem165
YHR204W	Edem2
YHR204W	Edem3
YHR204W	Edem1
YDL125C	Hint2
YDL125C	Hint1
YML014W	Alkbh8
YOR036W	Stx7
YOR106W	Stx7
YER163C	Chac2
YFL018C	Dld
YOR335C	Aars2
YOR335C	Aars
YNL009W	Idh1
YLR174W	Idh1
YDL066W	Idh1
YCR012W	Pgk2
YCR012W	Pgk1
YLR253W	Adck1
YHR091C	Rars2
YDR341C	Rars2
YNL222W	Ssu72
YJL060W	Kyat1
YJL060W	Kyat3
YFL016C	Dnaja3
YHL032C	Gk2
YHL032C	Gk
YHL032C	Gykl1
YPL196W	Tldc2
YPL196W	Oxr1
YPL196W	Ncoa7
