YGL078C	CG7878
YIL172C	Mal-B2
YGL104C	sut1
YBR241C	sut1
YGL104C	CG7882
YBR241C	CG7882
YGL104C	sut3
YBR241C	sut3
YGL104C	sut2
YBR241C	sut2
YGL104C	Glut1
YBR241C	Glut1
YJL155C	Pfrx
YDR002W	Nup358
YMR190C	Blm
YLR034C	Mvl
YOL122C	Mvl
YHR050W	Mvl
YLR432W	ras
YAR073W	ras
YHR216W	ras
YML056C	ras
YER099C	CG6767
YBL068W	CG6767
YHL011C	CG6767
YOL061W	CG6767
YJL197W	Usp32
YJR085C	CG5532
YPL147W	CG2316
YKL188C	Pmp70
YDR270W	ATP7
YDL168W	Fdh
YMR323W	Eno
YPL281C	Eno
YOR393W	Eno
YHR174W	Eno
YGR254W	Eno
YOR270C	Vha100-2
YOR270C	Vha100-4
YOR270C	Vha100-5
YOR270C	Vha100-1
YER089C	CG6036
YBL056W	CG6036
YBR125C	CG6036
YER089C	alph
YBL056W	alph
YBR125C	alph
YER089C	CG17746
YBL056W	CG17746
YBR125C	CG17746
YER089C	Ppm1
YBL056W	Ppm1
YBR125C	Ppm1
YNL053W	CG15528
YIL113W	CG15528
YNL053W	Mkp
YIL113W	Mkp
YIL042C	Pdk
YMR056C	sesB
YBR085W	sesB
YBL030C	sesB
YMR056C	Ant2
YBR085W	Ant2
YBL030C	Ant2
YML028W	Jafrac1
YDR453C	Jafrac1
YML028W	CG6888
YDR453C	CG6888
YML028W	Jafrac2
YDR453C	Jafrac2
YML028W	Prx3
YDR453C	Prx3
YDR081C	dany
YDR081C	dan
YDR081C	danr
YBL105C	inaC
YBL105C	Pkc53E
YBL105C	Pkc98E
YDR272W	tzn
YOR040W	tzn
YMR139W	gskt
YMR139W	sgg
YBR126C	Tps1
YJR119C	lid
YDR374C	Ythdf
YHR208W	CG1673
YJR148W	CG1673
YPR103W	Prosbeta5
YPR103W	Prosbeta5R1
YPR103W	Prosbeta5R2
YDR518W	ERp60
YCL043C	ERp60
YER027C	alc
YGL208W	alc
YJL172W	CG17110
YJL172W	CG6726
YJL172W	CG6733
YJL172W	CG6738
YJL172W	CG17109
YJL172W	CG6465
YJR058C	AP-2sigma
YLR170C	AP-1sigma
YLL039C	CG11700
YLR083C	TM9SF2
YDR107C	TM9SF2
YGL049C	eIF4G1
YGR162W	eIF4G1
YGL049C	eIF4G2
YGR162W	eIF4G2
YGL049C	NAT1
YGR162W	NAT1
YMR020W	CG7460
YMR020W	CG6034
YMR020W	CG7737
YMR020W	CG5653
YMR020W	CG10561
YER042W	Eip71CD
YLR246W	app
YLR206W	lqf
YDL161W	lqf
YJR125C	lqfR
YPL059W	CG14407
YDR098C	CG6523
YER174C	CG6523
YNL097C	Ing5
YOR064C	Ing5
YHR090C	Ing5
YNL097C	CG7379
YOR064C	CG7379
YHR090C	CG7379
YNL097C	Ing3
YOR064C	Ing3
YHR090C	Ing3
YPL091W	Trxr-1
YPL091W	Trxr-2
YPR011C	CG32103
YNL083W	CG32103
YLR058C	Shmt
YBR263W	Shmt
YPL015C	Sirt2
YDL042C	Sirt1
YOL068C	Sirt1
YER017C	CG6512
YMR089C	CG6512
YKR028W	fmt
YJL098W	fmt
YFR040W	fmt
YGL229C	fmt
YKR051W	CG5850
YGR185C	TyrRS
YGL105W	AIMP1
YNL126W	Grip91
YHR172W	CG7716
YHR172W	Grip84
YHR172W	CG18109
YOR307C	CG14621
YJL193W	CG14621
YOL066C	RluA-1
YDL036C	RluA-1
YOL066C	RluA-2
YDL036C	RluA-2
YBL078C	Atg8a
YBL078C	Atg8b
YBR074W	CG9416
YBR074W	CG10051
YBR074W	CG11961
YBR074W	CG10062
YBR074W	CG30049
YBR074W	CG30047
YBR074W	CG30043
YBR074W	CG13160
YBR074W	CG33012
YBR074W	CG10073
YBR074W	CG10081
YJL168C	Set2
YOL021C	Dis3
YJR100C	scramb2
YJR100C	scramb1
YJR100C	CG9084
YMR101C	CG10778
YBR002C	CG10778
YGR058W	Alg-2
YDL022W	Gpdh3
YOL059W	Gpdh3
YDL022W	Gpdh1
YOL059W	Gpdh1
YDL022W	Gpdh2
YOL059W	Gpdh2
YLR163C	UQCR-C1
YBL045C	UQCR-C1
YHR024C	CG8728
YDR287W	CG17026
YHR046C	CG17026
YDR287W	CG17027
YHR046C	CG17027
YDR287W	CG17029
YHR046C	CG17029
YDR287W	CG17028
YHR046C	CG17028
YDR287W	CG9389
YHR046C	CG9389
YDR287W	CG9391
YHR046C	CG9391
YOR241W	CG31773
YOR241W	Fpgs
YHR008C	Sod2
YAR018C	Nek2
YIR006C	CG9297
YMR301C	ABCB7
YDL052C	fu12
YDL052C	CG3812
YBR189W	RpS9
YPL081W	RpS9
YLR070C	CG4836
YDL246C	CG4836
YJR159W	CG4836
YER169W	Kdm4B
YDR096W	Kdm4B
YER169W	Kdm4A
YDR096W	Kdm4A
YNL161W	trc
YBL087C	RpL23
YER117W	RpL23
YJR106W	CG14743
YDL206W	CG14743
YJR106W	CG14744
YDL206W	CG14744
YJR106W	CG12376
YDL206W	CG12376
YJR106W	CG5348
YDL206W	CG5348
YJR106W	CG13223
YDL206W	CG13223
YPL259C	AP-1mu
YOL062C	AP-2mu
YMR076C	pds5
YPL234C	Vha16-2
YEL027W	Vha16-4
YEL027W	Vha16-5
YEL027W	Vha16-3
YEL027W	Vha16-1
YJR049C	CG33156
YEL041W	CG33156
YJR049C	CG6145
YEL041W	CG6145
YOL056W	Pglym87
YDL021W	Pglym87
YKL152C	Pglym87
YOL056W	Pglym78
YDL021W	Pglym78
YKL152C	Pglym78
YOL056W	CG7059
YDL021W	CG7059
YKL152C	CG7059
YDR006C	CG16721
YGL087C	Uev1A
YOL139C	eIF4E3
YOL139C	eIF4E1
YOL139C	eIF4E4
YOL139C	eIF4E5
YOL139C	eIF4E7
YOL139C	eIF4E6
YJR131W	alpha-Man-Ib
YBR235W	kcc
YBR235W	CG10413
YMR210W	Hydr1
YPL095C	Hydr1
YBR177C	Hydr1
YLL019C	Doa
YKL085W	CG10748
YKL085W	CG10749
YKL085W	Mdh2
YLR027C	Got1
YOR061W	CkIIalpha
YIL035C	CkIIalpha
YGR007W	Pect
YGR202C	Pcyt1
YGR202C	Pcyt2
YNL223W	Atg4a
YNL223W	Atg4b
YER095W	spn-A
YER179W	spn-D
YGL200C	CG9308
YGL200C	CHOp24
YOR016C	p24-1
YAL007C	p24-1
YDL018C	p24-1
YJR110W	mtm
YJR110W	CG3530
YKL190W	CG32812
YKL190W	elm
YKL190W	CanB
YKL190W	CanB2
YPL235W	rept
YDR190C	pont
YBR201W	Der-1
YDR411C	Der-1
YKL067W	awd
YPR072W	Not3
YIL038C	Not3
YNL238W	Fur1
YNL238W	Fur2
YNL238W	amon
YDL114W	Ldsdh1
YDL114W	firl
YDL114W	CG13833
YDL114W	CG17121
YDL114W	CG9265
YDL114W	CG15629
YER120W	fan
YBL091C-A	fan
YER120W	Vap33
YBL091C-A	Vap33
YOR358W	Nf-YC
YNL241C	CG7140
YNL241C	Zw
YML012W	bai
YDR284C	CG12746
YCR094W	CG9947
YNR048W	CG9947
YNL323W	CG9947
YJL143W	Tim17a2
YJL143W	Tim17a1
YJL143W	Tim17b1
YJL143W	Tim17b2
YJL143W	CG1724
YJL143W	Tim17b
YML026C	RpS18
YDR450W	RpS18
YBR159W	CG31809
YBR159W	CG31810
YBR159W	CG13284
YBR159W	CG6012
YBR159W	spidey
YOR274W	CG31381
YGR037C	Dbi
YGR037C	CG5804
YGR037C	CG15829
YGR037C	CG8629
YGR037C	CG8628
YGR037C	CG8498
YNL071W	muc
YMR110C	Aldh-III
YLR069C	mEFG1
YJL102W	mRRF2
YPR035W	Gs1
YPR035W	Gs2
YKL121W	CG34133
YMR102C	CG34133
YKL040C	CG32857
YKL040C	CG32500
YKL040C	CG33502
YOR239W	CG34195
YOR239W	metl
YGR091W	Prp31
YDR531W	fbl
YDR531W	CG5828
YGL068W	mRpL12
YIL078W	ThrRS
Q0120	mt:Cyt-b
Q0105	mt:Cyt-b
YDR378C	CG9344
YPR182W	SmF
YMR138W	Arl2
YOR094W	CG17819
YKR048C	mil
YKR048C	Nap1
YKR048C	CG3708
YLR262C	Rab6
YDR492W	AdipoR
YOL002C	AdipoR
YPL170W	CG16957
YPL170W	MSBP
YPL199C	CG7139
YLR259C	Hsp60B
YLR259C	Hsp60A
YLR259C	Hsp60C
YJR001W	VGAT
YDR477W	AMPKalpha
YPL020C	CG11023
YPL020C	Ulp1
YPL020C	CG32110
YER043C	Ahcy
YMR214W	Droj2
YNL064C	Droj2
YMR214W	DnaJ-H
YNL064C	DnaJ-H
YMR022W	Ubc7
YDR054C	Ubc87F
YDR054C	CG40045
YOR089C	Rab5
YMR167W	Mlh1
YNL082W	Pms2
YOR212W	Gbeta5
YOR212W	Gbeta13F
YOR212W	Gbeta76C
YDL084W	Hel25E
YBR035C	CG31473
YBR035C	sgll
YNL200C	CG2974
YLR429W	coro
YLR072W	GramD1B
YFL042C	GramD1B
YHR080C	GramD1B
YDR326C	GramD1B
YLR072W	CG30284
YFL042C	CG30284
YHR080C	CG30284
YDR326C	CG30284
YDR502C	Sam-S
YLR180W	Sam-S
YOR386W	cry
YGL227W	RanBPM
YMR213W	Cdc5
YOL004W	Sin3A
YDR524C	CenB1A
YHR086W	CG15440
YBR212W	CG15440
YPL106C	Hsc70Cb
YBR169C	Hsc70Cb
YBR210W	cni
YGL054C	cni
YBR210W	cnir
YGL054C	cnir
YNL274C	CG31674
YNL274C	CG9331
YNL274C	CG31673
YNL274C	CG1236
YLR244C	CG13630
YNL246W	Set
YJR063W	RpI12
YIL134W	CG8026
YNL111C	CG5157
YNL111C	Cyt-b5
YNL111C	CG3566
YJL130C	r
YBL039C	CTPsyn
YJR103W	CTPsyn
YOR295W	Non2
YMR233W	Non2
YHR193C	Nacalpha
YHR193C	CG4415
YGL184C	Eip55E
YAL012W	Eip55E
YJL035C	CG5292
YPR062W	CG5292
YDR018C	CG4753
YBR042C	CG4753
YDR018C	CG4729
YBR042C	CG4729
YGL123W	RpS2
YPR028W	ReepB
YPR028W	CG4960
YDR129C	Fim
YMR216C	SRPK
YNL247W	CysRS
YIL148W	RpL40
YKR094C	RpL40
YOR039W	CkIIbeta2
YGL019W	CkIIbeta2
YOR039W	CkIIbeta
YGL019W	CkIIbeta
YPR074C	CG5103
YBR117C	CG5103
YPR074C	CG8036
YBR117C	CG8036
YKL156W	RpS27
YHR021C	RpS27
YDL087C	CG7564
YNL168C	CG11251
YNL168C	CG6028
YNL167C	Atf-2
YMR321C	CG10621
YLL062C	CG10621
YPL273W	CG10621
YMR321C	CG10623
YLL062C	CG10623
YPL273W	CG10623
YPR160W	GlyP
YER016W	CG32371
YER016W	CG18190
YER016W	Eb1
YIL125W	Nc73EF
YIL125W	CG33791
YKL024C	Adk1
YKL024C	Dak1
YGR158C	Mtr3
YGR195W	Ski6
YDR232W	CG10361
YDR232W	Alas
YGL220W	CG33672
YIR001C	Pabp2
YER023W	P5cr-2
YER023W	P5cr
YDL236W	CG5577
YDL236W	CG5567
YDL236W	CG32488
YDL236W	CG11291
YDL236W	CG32487
YMR226C	rdhB
YMR226C	antdh
YMR226C	CG40485
YMR226C	CG40486
YMR226C	CG10962
YMR226C	CG8757
YMR226C	CG9150
YMR226C	CG9360
YMR226C	CG3301
YHR031C	Pif1
YML061C	Pif1
YER051W	Kdm2
YAR008W	CG33260
YOR367W	Mp20
YOR367W	CG5023
YOR367W	Chd64
YJR143C	rt
YDL093W	tw
YDL095W	tw
YGR199W	tw
YAL023C	tw
YOR321W	tw
YGL106W	CG17237
YGL106W	CG34435
YGL106W	Mlc-c
YNL090W	Rho1
YER178W	Pdha
YER178W	CG7024
YGR038W	ORMDL
YLR350W	ORMDL
YDR170C	Sec71
YJL044C	GAPsec
YJL044C	TBC1D5
YML127W	retn
YPR181C	Sec23
YDR036C	CG5044
YHR168W	CG10628
YDR409W	Su(var)2-10
YOR156C	Su(var)2-10
YBL021C	Nf-YB
YBR019C	Gale
YPL123C	RNaseX25
YJL203W	Sf3a1
YHR161C	lap
YGR241C	lap
YPR088C	Srp54k
YNR052C	Pop2
YEL037C	CG10694
YEL037C	Rad23
YDR111C	CG1640
YLR089C	CG1640
YGL237C	Nf-YA
YGL216W	Klp67A
YGR088W	CG9314
YDR256C	CG9314
YGR088W	Cat
YDR256C	Cat
YGR271W	obe
YER172C	l(3)72Ab
YKL127W	Pgm
YMR105C	Pgm
YAL020C	CG7420
YDR441C	Aprt
YML022W	Aprt
YLL040C	Vps13
YNL280C	LBR
YAL062W	bb8
YOR375C	bb8
YAL062W	Gdh
YOR375C	Gdh
YMR099C	CG9008
YIL023C	Catsup
YIL023C	Zip99C
YDR484W	Vps52
YGR278W	ncm
Q0130	ATPsynC
YBL099W	blw
YNR001C	kdn
YCR005C	kdn
YPR001W	CG14740
YJL045W	SdhAL
YKL148C	SdhAL
YJL045W	SdhA
YKL148C	SdhA
YKL210W	Uba1
YHR076W	fig
YHR076W	CG12091
YHR076W	CG15035
YGL043W	CG8117
YKL005C	CG8117
YGL043W	TfIIS
YKL005C	TfIIS
YNL155W	CG12795
YNL162W	RpL36A
YHR141C	RpL36A
YDR097C	Msh6
YGL179C	CG17698
YER129W	CG17698
YOR257W	CG31802
YOR257W	CG17493
YJL141C	Dyrk2
YJL141C	Dyrk3
YJR024C	CG11134
YDL001W	CG11679
YFR048W	CG11679
YDR282C	CG11679
YBR233W	mub
YBL032W	mub
YAL022C	Ent2
YAL022C	Ent1
YAL022C	Ent3
YNL217W	CanA1
YLR433C	CanA1
YML057W	CanA1
YNL217W	Pp2B-14D
YLR433C	Pp2B-14D
YML057W	Pp2B-14D
YNL217W	CanA-14F
YLR433C	CanA-14F
YML057W	CanA-14F
YPL169C	nxf4
YPL169C	nxf2
YPL169C	Nxf3
YPL169C	sbr
YLR422W	spg
YLR422W	mbc
YML030W	CG9921
YML030W	CG17734
YML030W	CG11825
YOR219C	CG11319
YHR028C	CG11319
YOR219C	CG45002
YHR028C	CG45002
YOR219C	CG17684
YHR028C	CG17684
YOR219C	CG11034
YHR028C	CG11034
YOR219C	ome
YHR028C	ome
YDL130W	RpLP1
YDL081C	RpLP1
YDR164C	Rop
YPL218W	Sar1
YLR061W	RpL22
YFL034C-A	RpL22
YJL187C	Wee1
YJL187C	Myt1
YOL040C	RpS15
YMR292W	CG32576
YKR052C	mfrn
YJL133W	mfrn
YGL234W	Gart
YGR248W	CG17333
YHR163W	CG17333
YJR047C	eEF5
YEL034W	eEF5
YGL190C	tws
YPL037C	bic
YDR252W	bic
YPL037C	CG11835
YDR252W	CG11835
YKR002W	hrg
YFR037C	mor
YJL176C	mor
YML001W	Rab7
YDL077C	Vps39
YNL036W	CAHbeta
YBR187W	CG42542
YHR204W	Edem1
YHR204W	Edem2
YDL125C	CG2862
YML014W	CG17807
YOR036W	Syx7
YOR106W	Syx7
YOR036W	Syx13
YOR106W	Syx13
YER163C	CG2540
YFL018C	CG7430
YOR335C	AlaRS
YNL009W	Idh
YLR174W	Idh
YDL066W	Idh
YCR012W	CG9961
YCR012W	Pgk
YLR253W	Adck
YHR091C	ArgRS-m
YDR341C	ArgRS-m
YNL222W	Ssu72
YJL060W	CG6950
YFL016C	l(2)tid
YHL032C	Gk2
YHL032C	CG8298
YHL032C	Gk1
YPL196W	mtd
YNR036C	tko
YDR264C	Hip14
YOR034C	Hip14
YHR203C	RpS4
YJR145C	RpS4
YJR129C	CG7889
YKR056W	CG3808
YGR096W	Tpc1
YGR096W	Tpc2
YGR223C	CG11975
YDL224C	cpo
YNL197C	cpo
YPL074W	spas
YER047C	spas
YCR052W	Bap60
YNR023W	Bap60
YPL110C	CG18135
YPL110C	CG11619
YPL110C	CG9394
YPL110C	CG3942
YPL110C	CG2818
YPR033C	HisRS
YNL201C	flfl
YNL128W	Pten
YBL058W	CG42383
YBL058W	p47
YLR142W	slgA
YEL020C	CG11208
YGR015C	CG14717
YGR031W	CG14717
YGR015C	CG2059
YGR031W	CG2059
YOL022C	trus
YGL246C	cuff
YGL246C	CG9125
YOR280C	CG5412
YMR222C	CG5412
YHR049W	CG5412
YCL005W-A	VhaM9.7-d
YCL005W-A	VhaM9.7-a
YCL005W-A	VhaM9.7-c
YCL005W-A	VhaM9.7-b
YJL001W	Prosbeta1
YKL184W	Odc1
YKL184W	Odc2
YIL045W	Gbs-76A
YER054C	Gbs-76A
YIL045W	Gbs-70E
YER054C	Gbs-70E
YAL030W	nSyb
YOR327C	nSyb
YLR113W	p38b
YLR113W	p38a
YLR113W	p38c
YLR176C	Rfx
YIL033C	Pka-R1
YIL033C	Pka-R2
YDR379W	RhoGAP5A
YOR127W	RhoGAP5A
YBR260C	RhoGAP19D
YBR041W	CG3394
YBR041W	Fatp
YBR041W	CG44252
YPL113C	CtBP
YGL243W	Adat1
YGL243W	Adar
YDL100C	CG1598
YPR023C	MRG15
YBL026W	CG10418
YIR009W	snf
YLR367W	RpS15Aa
YJL190C	RpS15Aa
YLR367W	RpS15Ab
YJL190C	RpS15Ab
YIL031W	velo
YIL031W	CG12717
YHL017W	CG17660
YKL039W	CG17660
YDR139C	Nedd8
YDL135C	RhoGDI
YLR075W	RpL10
YGL058W	Ubc6
YDR105C	TMS1
YAL014C	Syx8
YGL212W	Syx8
YBR003W	qless
YNL016W	trv
YNL016W	CG34354
YNL016W	Rox8
YGL063W	Pus1
YPL212C	Pus1
YLR038C	COX6B
YJR048W	Cyt-c-d
YEL039C	Cyt-c-d
YJR048W	Cyt-c-p
YEL039C	Cyt-c-p
YPR129W	tral
YLR151C	CG11095
YBL040C	KdelR
YAL044C	ppl
YGL147C	RpL9
YNL067W	RpL9
YGL022W	Stt3A
YGL022W	Stt3B
YMR207C	ACC
YNR016C	ACC
YKL088W	Ppcdc
YKR072C	Ppcdc
YOR054C	Ppcdc
YNL244C	eIF1
YBR173C	Pomp
YJL121C	CG30499
YCL057W	CG11771
YHR122W	galla-1
YCR024C	AsnRS-m
YER068W	Cnot4
YER061C	CG12170
YLR438W	Oat
YKL189W	Mo25
YML024W	RpS17
YDR447C	RpS17
YAR007C	RpA-70
YGR027C	RpS25
YLR333C	RpS25
YBR017C	Tnpo
YBR017C	CG8219
YLR025W	shrb
YMR009W	Adi1
YOL039W	RpLP2
YDR382W	RpLP2
YBR135W	Cks85A
YBR135W	Cks30A
YLR234W	Top3beta
YLR234W	Top3alpha
YNL328C	CG7394
YLR008C	CG7394
YEL011W	AGBE
YDL136W	RpL35
YDL191W	RpL35
YPR086W	TfIIB
YDR454C	CG11811
YNL230C	EloA
YGR257C	Shawn
YGR257C	CG2616
YGR257C	Tyler
YGL143C	mRF1
YPL262W	Fum1
YPL262W	Fum2
YPL262W	Fum3
YPL262W	Fum4
YIL026C	SA-2
YIL026C	SA
YOL052C	SamDC
YAL048C	Miro
YDR448W	Ada2b
YDR448W	Ada2a
YMR165C	Lpin
YGL141W	CG3356
YGL141W	CG5087
YOL090W	spel1
YGL163C	okr
YLL013C	pum
YMR085W	Gfat2
YKL104C	Gfat2
YMR085W	Gfat1
YKL104C	Gfat1
YDR289C	CG9018
YDR289C	CG15160
YOL133W	Roc1b
YOL133W	Roc2
YOL133W	Roc1a
YOL038W	Prosalpha4T1
YOL038W	Prosalpha4
YOL038W	Prosalpha4T2
YNR054C	CG32708
YNR054C	CG10993
YNR054C	CG41562
YNR054C	CG40813
YNR054C	CG32706
YNR054C	CG6999
YML093W	CG12301
YGR243W	CG32832
YHR162W	CG32832
YGR243W	CG9396
YHR162W	CG9396
YGR243W	CG9399
YHR162W	CG9399
YKL135C	AP-1-2beta
YJR005W	AP-1-2beta
YPL122C	mrn
YLR260W	Sk1
YOR171C	Sk1
YLR260W	Sk2
YOR171C	Sk2
YDL014W	Fib
YKL033W-A	CG31924
YKL033W-A	Gs1l
YKL033W-A	CG5565
YDR515W	larp
YCL037C	larp
YDL045C	CG16848
YDL045C	CG4407
YJR121W	ATPsynbeta
YBR011C	Nurf-38
YMR267W	Nurf-38
YOR244W	mof
YOR244W	Tip60
YOR185C	Ran
YLR293C	Ran
YBL037W	AP-2alpha
YGR276C	Rexo5
YLR107W	prage
YLR107W	CG12877
YGR010W	Nmnat
YLR328W	Nmnat
YOR291W	anne
YNL055C	Porin2
YIL114C	Porin2
YNL055C	porin
YIL114C	porin
YJL208C	Tengl2
YJL208C	Tengl1
YJL208C	Tengl3
YJL208C	Tengl4
YJL208C	EndoG
YAR002C-A	eca
YGL002W	eca
YHR110W	eca
YAR002C-A	p24-2
YGL002W	p24-2
YHR110W	p24-2
YDR017C	CG10082
YDR173C	CG10082
YOR271C	Sfxn1-3
YOR271C	Sfxn2
YGR100W	CG7324
YNL298W	Pak3
YHL007C	Pak3
YNL298W	Pak
YHL007C	Pak
YOR107W	CG42450
YLR452C	CG42450
YBR274W	grp
YPL266W	CG11837
YBR084C-A	RpL19
YBL027W	RpL19
YCR032W	bchs
YER025W	eIF2gamma
YOR007C	Sgt
YLR239C	CG9804
YLR005W	Ssl1
YDR400W	CG5418
YDR400W	CG11158
YDR400W	CG12177
YHR052W	RpL10Aa
YKR060W	CG13096
YPL143W	RpL35A
YOR234C	RpL35A
YER050C	mRpS18A
YER050C	mRpS18C
YPR173C	Vps4
YGL115W	SNF4Agamma
YDR084C	CG5021
YPL079W	RpL21
YBR191W	RpL21
YNL023C	stc
YLL027W	MagR
YER009W	Ntf-2
YER009W	Ntf-2r
YHR011W	SerRS-m
YAL016W	Pp2A-29B
YMR130W	CG15912
YMR130W	Reg-2
YDR330W	CG8892
YOR020C	CG11267
YOR020C	CG9920
YDR500C	RpL37b
YLR185W	RpL37b
YDR500C	RpL37a
YLR185W	RpL37a
YBR039W	ATPsyngamma
YDR337W	bonsai
YDL185W	Vha68-3
YDL185W	Vha68-2
YDL185W	Vha68-1
YNL325C	FIG4
YKR035W-A	Chmp1
YIL074C	CG6287
YER081W	CG6287
YFR041C	Csp
YLR118C	CG18815
YBR127C	Vha55
YLR146C	SpdS
YPR069C	SpdS
YMR197C	Vti1b
YMR197C	Vti1a
YER056C-A	RpL34b
YIL052C	RpL34b
YER056C-A	RpL34a
YIL052C	RpL34a
YKL180W	RpL17
YJL177W	RpL17
YBR112C	l(2)k14710
YLR378C	Sec61alpha
YOR312C	RpL18A
YMR242C	RpL18A
YLR200W	Pfdn6
YBR221C	Pdhb
YAL003W	eEF1beta
YAL003W	eEF1delta
YGR274C	Taf1
YNL185C	mRpL11
YBR227C	CG4538
YDL141W	Hcs
YPL006W	Npc1b
YPL006W	Npc1a
YLR377C	fbp
YER154W	CG6404
YPR152C	CG3542
YKL012W	CG3542
YBL064C	Prx6005
YMR203W	Tom40
YMR203W	tomboy40
YDL105W	Nse4
YGL187C	COX5BL
YGL187C	COX5B
YOL012C	His2Av
YMR236W	e(y)1
YGR178C	Atx2
YER148W	Trf
YER148W	Tbp
YPL010W	zetaCOP
YBR029C	Cds
YHR183W	Pgd
YGR256W	Pgd
YOR332W	Vha26
YKL192C	ND-ACP
YMR137C	Snm1
YMR253C	CG5281
YPL264C	CG5281
YJR113C	mRpS7
YMR300C	Prat2
YMR300C	Prat
YEL056W	Caf1-55
YNL005C	mRpL27
YKL154W	SrpRbeta
YCR048W	mdy
YNR019W	mdy
YLR287C-A	RpS30
YOR182C	RpS30
YOR196C	Las
YER098W	Usp12-46
YBL067C	Usp12-46
YDR255C	CG3295
YBL063W	Klp61F
YBR234C	Arpc1
YBR059C	Nak
YIL095W	Nak
YNL020C	Nak
YER122C	ArfGAP3
YJL191W	RpS14a
YCR031C	RpS14a
YJL191W	RpS14b
YCR031C	RpS14b
YPL249C-A	RpL36
YMR194W	RpL36
YML035C	AMPdeam
YCL008C	TSG101
YDL055C	CG1129
YGL161C	CG4645
YDR047W	Updo
YMR097C	CG17141
YLR389C	Ide
YGR085C	RpL11
YPR102C	RpL11
YGR220C	mRpL3
YER136W	Gdi
YGL125W	CG7560
YPL023C	CG7560
YLL045C	RpL7A
YHL033C	RpL7A
YOR226C	IscU
YPL135W	IscU
YLR410W	l(1)G0196
YGL169W	CG33786
YOL121C	RpS19a
YNL302C	RpS19a
YOL121C	RpS19b
YNL302C	RpS19b
YDR120C	CG6388
YKR031C	Pld
YIL133C	RpL13A
YNL069C	RpL13A
YOR167C	RpS28b
YLR264W	RpS28b
YOR167C	RpS28a
YLR264W	RpS28a
YNL148C	CG9279
YCL029C	CG9279
YPL174C	CG9279
YER082C	CG2260
YNL061W	CG8545
YIL051C	UK114
YER057C	UK114
YJL026W	RnrS
YER176W	CG6204
YLL041C	SdhB
YLL041C	SdhBL
YPR073C	CG31469
YPR073C	CG14297
YPR073C	primo-1
YPR073C	primo-2
YDR062W	lace
YGR034W	RpL26
YLR344W	RpL26
YJL063C	mRpL17
YLR396C	car
YIL004C	Bet1
YJL104W	CG1409
YJL104W	blp
YLR212C	gammaTub37C
YLR212C	gammaTub23C
YHR020W	GluProRS
YBR080C	Nsf2
YBR080C	comt
YBR080C	CG31495
YPL152W	Ptpa
YIL153W	Ptpa
YPL152W	CG2104
YIL153W	CG2104
YPL152W	CG8509
YIL153W	CG8509
YJL106W	CG42366
YDR424C	ctp
YDR424C	Cdlc2
YKL071W	sni
YLR099C	CG1882
YDR125C	CG1882
YGR110W	CG1882
YOR293W	RpS10a
YMR230W	RpS10a
YOR293W	RpS10b
YMR230W	RpS10b
YGR028W	CG4701
YGR028W	nmd
YPL013C	mRpS16
YNL326C	CG8314
YNL326C	Dnz1
YJL097W	Hacd1
YDL201W	CG4045
YBR172C	Gyf
YPL105C	Gyf
YNL299W	Trf4-2
YOL115W	Trf4-2
YNL299W	Trf4-1
YOL115W	Trf4-1
YML080W	CG3645
YMR036C	twe
YMR036C	stg
YNL004W	rump
YCL011C	rump
YFR044C	CG17337
YOR285W	CG6000
YOR286W	CG6000
YOR285W	CG12279
YOR286W	CG12279
YOR285W	CG4456
YOR286W	CG4456
YLR019W	CG5830
YLL010C	CG5830
YFL033C	dop
YPL230W	ken
YMR182C	ken
YPL230W	CG15812
YMR182C	CG15812
YGR240C	Pfk
YMR205C	Pfk
YPR154W	drk
YGR136W	drk
YPR154W	l(3)05822
YGR136W	l(3)05822
YER155C	RhoGAP16F
YER155C	RhoGAP18B
YMR243C	ZnT63C
YOR316C	ZnT63C
YMR243C	ZnT77C
YOR316C	ZnT77C
YFR018C	QC
YFR018C	CG32413
YFR018C	isoQC
YFR018C	CG6168
YBL103C	Mitf
YLR323C	mdlc
YOL141W	CG3793
YDR435C	CG3793
YPR131C	CG31730
YPR131C	Naa20B
YPR131C	Naa20A
YGR231C	Phb2
YHR040W	CG1463
YOL043C	CG9272
YAL015C	CG9272
YML025C	mRpL4
YBR065C	CG14641
YPL220W	RpL10Ab
YGL135W	RpL10Ab
YPL048W	eEF1gamma
YKL081W	eEF1gamma
YGR201C	eEF1gamma
YGL092W	Nup98-96
YMR135C	CG18467
YMR135C	CG6617
YOR175C	oys
YKL080W	Vha44
YOR160W	Tnpo-SR
YHR123W	CG33116
YNL130C	CG33116
YHR123W	CG7149
YNL130C	CG7149
YJR031C	garz
YEL022W	garz
YDR092W	CG3473
YDR092W	ben
YKL095W	CG8435
YDL108W	Cdk7
YLR207W	Hrd3
YLR448W	RpL6
YML073C	RpL6
YDL195W	Sec31
YAL035W	eIF5B
YER168C	CG2100
YML110C	CG2453
YLR167W	RpS27A
YPR029C	AP-1gamma
YHL018W	Pcd
YGR246C	Brf
YKL125W	Tif-IA
YNL263C	CG5484
YDL103C	mmy
YNL003C	CG4743
YFR019W	fab1
YOR063W	RpL3
YOR096W	RpS7
YNL096C	RpS7
YGL180W	Aduk
YIL063C	RanBP3
YIR022W	twr
YDL074C	Bre1
