CG7878	Ddx43
CG1494	Abca16
CG1494	Abca15
CG1494	Abca14
CG1494	Abca17
CG1494	Abca3
CG43672	Abca16
CG43672	Abca15
CG43672	Abca14
CG43672	Abca17
CG43672	Abca3
CG1801	Abca16
CG1801	Abca15
CG1801	Abca14
CG1801	Abca17
CG1801	Abca3
CG6052	Abca16
CG6052	Abca15
CG6052	Abca14
CG6052	Abca17
CG6052	Abca3
ABCA	Abca16
ABCA	Abca15
ABCA	Abca14
ABCA	Abca17
ABCA	Abca3
Eato	Abca9
Eato	Abca8a
Eato	Abca8b
Eato	Abca6
CG34120	Abca2
CG34120	Abca1
CG34120	Abca7
CG34120	Abca4
CG34120	Abca12
Myb	Myb
Myb	Mybl1
Myb	Mybl2
Pbp95	Snapc4
Arp1	Actr1a
Arp1	Actr1b
Act5C	Actg2
Act5C	Acta2
Act5C	Acta1
Act5C	Actc1
Act5C	Actbl2
Act5C	Actb
Act5C	Actg1
Act42A	Actg2
Act42A	Acta2
Act42A	Acta1
Act42A	Actc1
Act42A	Actbl2
Act42A	Actb
Act42A	Actg1
Act79B	Actg2
Act79B	Acta2
Act79B	Acta1
Act79B	Actc1
Act79B	Actbl2
Act79B	Actb
Act79B	Actg1
Act88F	Actg2
Act88F	Acta2
Act88F	Acta1
Act88F	Actc1
Act88F	Actbl2
Act88F	Actb
Act88F	Actg1
Act87E	Actg2
Act87E	Acta2
Act87E	Acta1
Act87E	Actc1
Act87E	Actbl2
Act87E	Actb
Act87E	Actg1
Act57B	Actg2
Act57B	Acta2
Act57B	Acta1
Act57B	Actc1
Act57B	Actbl2
Act57B	Actb
Act57B	Actg1
Cyp6v1	Tbxas1
Cyp6v1	Cyp3a16
Cyp6v1	Cyp3a11
Cyp6v1	Cyp3a44
Cyp6v1	Cyp3a41b
Cyp6v1	Cyp3a41a
Cyp6v1	Cyp3a25
Cyp6v1	Cyp3a59
Cyp6v1	Cyp3a57
Cyp6v1	Cyp3a13
Cyp6t3	Tbxas1
Cyp6t3	Cyp3a16
Cyp6t3	Cyp3a11
Cyp6t3	Cyp3a44
Cyp6t3	Cyp3a41b
Cyp6t3	Cyp3a41a
Cyp6t3	Cyp3a25
Cyp6t3	Cyp3a59
Cyp6t3	Cyp3a57
Cyp6t3	Cyp3a13
Cyp6t1	Tbxas1
Cyp6t1	Cyp3a16
Cyp6t1	Cyp3a11
Cyp6t1	Cyp3a44
Cyp6t1	Cyp3a41b
Cyp6t1	Cyp3a41a
Cyp6t1	Cyp3a25
Cyp6t1	Cyp3a59
Cyp6t1	Cyp3a57
Cyp6t1	Cyp3a13
Cyp6g1	Tbxas1
Cyp6g1	Cyp3a16
Cyp6g1	Cyp3a11
Cyp6g1	Cyp3a44
Cyp6g1	Cyp3a41b
Cyp6g1	Cyp3a41a
Cyp6g1	Cyp3a25
Cyp6g1	Cyp3a59
Cyp6g1	Cyp3a57
Cyp6g1	Cyp3a13
Cyp6g2	Tbxas1
Cyp6g2	Cyp3a16
Cyp6g2	Cyp3a11
Cyp6g2	Cyp3a44
Cyp6g2	Cyp3a41b
Cyp6g2	Cyp3a41a
Cyp6g2	Cyp3a25
Cyp6g2	Cyp3a59
Cyp6g2	Cyp3a57
Cyp6g2	Cyp3a13
Cyp6w1	Tbxas1
Cyp6w1	Cyp3a16
Cyp6w1	Cyp3a11
Cyp6w1	Cyp3a44
Cyp6w1	Cyp3a41b
Cyp6w1	Cyp3a41a
Cyp6w1	Cyp3a25
Cyp6w1	Cyp3a59
Cyp6w1	Cyp3a57
Cyp6w1	Cyp3a13
Cyp6a18	Tbxas1
Cyp6a18	Cyp3a16
Cyp6a18	Cyp3a11
Cyp6a18	Cyp3a44
Cyp6a18	Cyp3a41b
Cyp6a18	Cyp3a41a
Cyp6a18	Cyp3a25
Cyp6a18	Cyp3a59
Cyp6a18	Cyp3a57
Cyp6a18	Cyp3a13
Cyp6a8	Tbxas1
Cyp6a8	Cyp3a16
Cyp6a8	Cyp3a11
Cyp6a8	Cyp3a44
Cyp6a8	Cyp3a41b
Cyp6a8	Cyp3a41a
Cyp6a8	Cyp3a25
Cyp6a8	Cyp3a59
Cyp6a8	Cyp3a57
Cyp6a8	Cyp3a13
Cyp6a2	Tbxas1
Cyp6a2	Cyp3a16
Cyp6a2	Cyp3a11
Cyp6a2	Cyp3a44
Cyp6a2	Cyp3a41b
Cyp6a2	Cyp3a41a
Cyp6a2	Cyp3a25
Cyp6a2	Cyp3a59
Cyp6a2	Cyp3a57
Cyp6a2	Cyp3a13
Cyp6a21	Tbxas1
Cyp6a21	Cyp3a16
Cyp6a21	Cyp3a11
Cyp6a21	Cyp3a44
Cyp6a21	Cyp3a41b
Cyp6a21	Cyp3a41a
Cyp6a21	Cyp3a25
Cyp6a21	Cyp3a59
Cyp6a21	Cyp3a57
Cyp6a21	Cyp3a13
Cyp6a9	Tbxas1
Cyp6a9	Cyp3a16
Cyp6a9	Cyp3a11
Cyp6a9	Cyp3a44
Cyp6a9	Cyp3a41b
Cyp6a9	Cyp3a41a
Cyp6a9	Cyp3a25
Cyp6a9	Cyp3a59
Cyp6a9	Cyp3a57
Cyp6a9	Cyp3a13
Cyp6u1	Tbxas1
Cyp6u1	Cyp3a16
Cyp6u1	Cyp3a11
Cyp6u1	Cyp3a44
Cyp6u1	Cyp3a41b
Cyp6u1	Cyp3a41a
Cyp6u1	Cyp3a25
Cyp6u1	Cyp3a59
Cyp6u1	Cyp3a57
Cyp6u1	Cyp3a13
Cyp317a1	Tbxas1
Cyp317a1	Cyp3a16
Cyp317a1	Cyp3a11
Cyp317a1	Cyp3a44
Cyp317a1	Cyp3a41b
Cyp317a1	Cyp3a41a
Cyp317a1	Cyp3a25
Cyp317a1	Cyp3a59
Cyp317a1	Cyp3a57
Cyp317a1	Cyp3a13
Cyp6a23	Tbxas1
Cyp6a23	Cyp3a16
Cyp6a23	Cyp3a11
Cyp6a23	Cyp3a44
Cyp6a23	Cyp3a41b
Cyp6a23	Cyp3a41a
Cyp6a23	Cyp3a25
Cyp6a23	Cyp3a59
Cyp6a23	Cyp3a57
Cyp6a23	Cyp3a13
Cyp6a17	Tbxas1
Cyp6a17	Cyp3a16
Cyp6a17	Cyp3a11
Cyp6a17	Cyp3a44
Cyp6a17	Cyp3a41b
Cyp6a17	Cyp3a41a
Cyp6a17	Cyp3a25
Cyp6a17	Cyp3a59
Cyp6a17	Cyp3a57
Cyp6a17	Cyp3a13
Cyp6a19	Tbxas1
Cyp6a19	Cyp3a16
Cyp6a19	Cyp3a11
Cyp6a19	Cyp3a44
Cyp6a19	Cyp3a41b
Cyp6a19	Cyp3a41a
Cyp6a19	Cyp3a25
Cyp6a19	Cyp3a59
Cyp6a19	Cyp3a57
Cyp6a19	Cyp3a13
Cyp6a20	Tbxas1
Cyp6a20	Cyp3a16
Cyp6a20	Cyp3a11
Cyp6a20	Cyp3a44
Cyp6a20	Cyp3a41b
Cyp6a20	Cyp3a41a
Cyp6a20	Cyp3a25
Cyp6a20	Cyp3a59
Cyp6a20	Cyp3a57
Cyp6a20	Cyp3a13
Cyp6a22	Tbxas1
Cyp6a22	Cyp3a16
Cyp6a22	Cyp3a11
Cyp6a22	Cyp3a44
Cyp6a22	Cyp3a41b
Cyp6a22	Cyp3a41a
Cyp6a22	Cyp3a25
Cyp6a22	Cyp3a59
Cyp6a22	Cyp3a57
Cyp6a22	Cyp3a13
Cyp6a13	Tbxas1
Cyp6a13	Cyp3a16
Cyp6a13	Cyp3a11
Cyp6a13	Cyp3a44
Cyp6a13	Cyp3a41b
Cyp6a13	Cyp3a41a
Cyp6a13	Cyp3a25
Cyp6a13	Cyp3a59
Cyp6a13	Cyp3a57
Cyp6a13	Cyp3a13
Cyp6a14	Tbxas1
Cyp6a14	Cyp3a16
Cyp6a14	Cyp3a11
Cyp6a14	Cyp3a44
Cyp6a14	Cyp3a41b
Cyp6a14	Cyp3a41a
Cyp6a14	Cyp3a25
Cyp6a14	Cyp3a59
Cyp6a14	Cyp3a57
Cyp6a14	Cyp3a13
Cyp6a16	Tbxas1
Cyp6a16	Cyp3a16
Cyp6a16	Cyp3a11
Cyp6a16	Cyp3a44
Cyp6a16	Cyp3a41b
Cyp6a16	Cyp3a41a
Cyp6a16	Cyp3a25
Cyp6a16	Cyp3a59
Cyp6a16	Cyp3a57
Cyp6a16	Cyp3a13
Cyp6d5	Tbxas1
Cyp6d5	Cyp3a16
Cyp6d5	Cyp3a11
Cyp6d5	Cyp3a44
Cyp6d5	Cyp3a41b
Cyp6d5	Cyp3a41a
Cyp6d5	Cyp3a25
Cyp6d5	Cyp3a59
Cyp6d5	Cyp3a57
Cyp6d5	Cyp3a13
Cyp310a1	Tbxas1
Cyp310a1	Cyp3a16
Cyp310a1	Cyp3a11
Cyp310a1	Cyp3a44
Cyp310a1	Cyp3a41b
Cyp310a1	Cyp3a41a
Cyp310a1	Cyp3a25
Cyp310a1	Cyp3a59
Cyp310a1	Cyp3a57
Cyp310a1	Cyp3a13
Cyp6d2	Tbxas1
Cyp6d2	Cyp3a16
Cyp6d2	Cyp3a11
Cyp6d2	Cyp3a44
Cyp6d2	Cyp3a41b
Cyp6d2	Cyp3a41a
Cyp6d2	Cyp3a25
Cyp6d2	Cyp3a59
Cyp6d2	Cyp3a57
Cyp6d2	Cyp3a13
Cyp6d4	Tbxas1
Cyp6d4	Cyp3a16
Cyp6d4	Cyp3a11
Cyp6d4	Cyp3a44
Cyp6d4	Cyp3a41b
Cyp6d4	Cyp3a41a
Cyp6d4	Cyp3a25
Cyp6d4	Cyp3a59
Cyp6d4	Cyp3a57
Cyp6d4	Cyp3a13
Sep2	Sept6
Sep2	Sept11
Sep2	Sept8
Sep2	Sept10
Sep2	Sept14
Sep5	Sept6
Sep5	Sept11
Sep5	Sept8
Sep5	Sept10
Sep5	Sept14
Sep4	Sept1
Sep4	Sept4
Sep4	Sept5
Sep4	Gm49601
Sep1	Sept2
Sep1	Sept2
pnut	Sept7
SLIRP2	Cirbp
SLIRP2	Rbm3
tra2	Tra2a
tra2	Tra2b
CG11284	Car8
CG11284	Car7
CG11284	Car5a
CG11284	Car5b
CG11284	Car3
CG11284	Car1
CG11284	Car13
CG11284	Car2
CAH1	Car8
CAH1	Car7
CAH1	Car5a
CAH1	Car5b
CAH1	Car3
CAH1	Car1
CAH1	Car13
CAH1	Car2
CG18672	Car6
CG18672	Car9
CG18672	Car15
CG18672	Car4
CG3669	Car6
CG3669	Car9
CG3669	Car15
CG3669	Car4
CG5379	Car6
CG5379	Car9
CG5379	Car15
CG5379	Car4
CG10899	Car6
CG10899	Car9
CG10899	Car15
CG10899	Car4
CG18673	Car6
CG18673	Car9
CG18673	Car15
CG18673	Car4
caix	Car6
caix	Car9
caix	Car15
caix	Car4
CG3940	Car6
CG3940	Car9
CG3940	Car15
CG3940	Car4
CAH2	Car6
CAH2	Car9
CAH2	Car15
CAH2	Car4
Fmo-1	Fmo4
Fmo-1	Fmo1
Fmo-1	Fmo6
Fmo-1	Fmo3
Fmo-1	Fmo2
Fmo-1	Gm4846
Fmo-1	Gm4847
Fmo-1	Fmo9
Fmo-1	Fmo5
Fmo-2	Fmo4
Fmo-2	Fmo1
Fmo-2	Fmo6
Fmo-2	Fmo3
Fmo-2	Fmo2
Fmo-2	Gm4846
Fmo-2	Gm4847
Fmo-2	Fmo9
Fmo-2	Fmo5
CG33298	Atp10b
CG33298	Atp10d
CG33298	Atp10a
ATP8B	Atp8b1
ATP8B	Atp8b3
ATP8B	Atp8b4
ATP8B	Atp8b2
ATP8B	Atp8b5
CG4301	Atp11b
CG4301	Atp11a
CG9981	Atp11b
CG9981	Atp11a
CG42321	Atp8a1
CG42321	Atp8a2
scny	Usp36
scny	Usp17la
scny	Usp17lc
scny	Usp17ld
scny	Usp17le
scny	Usp17lb
TTLL3A	Ttll8
TTLL3A	Ttll3
TTLL3B	Ttll8
TTLL3B	Ttll3
TTLL6B	Ttll13
TTLL6B	Ttll6
TTLL6A	Ttll13
TTLL6A	Ttll6
TTLL4B	Ttll4
TTLL4A	Ttll4
TTLL5	Ttll5
TTLL1A	Ttll1
TTLL1B	Ttll1
Lip2	Lipn
Lip2	Lipm
Lip2	Lipa
Lip2	Lipf
Lip2	Lipk
Lip2	Lipo3
Lip2	Lipo2
Lip2	Lipo4
Lip2	Gm8978
Lip2	Lipo1
Lip1	Lipn
Lip1	Lipm
Lip1	Lipa
Lip1	Lipf
Lip1	Lipk
Lip1	Lipo3
Lip1	Lipo2
Lip1	Lipo4
Lip1	Gm8978
Lip1	Lipo1
CG17097	Lipn
CG17097	Lipm
CG17097	Lipa
CG17097	Lipf
CG17097	Lipk
CG17097	Lipo3
CG17097	Lipo2
CG17097	Lipo4
CG17097	Gm8978
CG17097	Lipo1
CG31872	Lipn
CG31872	Lipm
CG31872	Lipa
CG31872	Lipf
CG31872	Lipk
CG31872	Lipo3
CG31872	Lipo2
CG31872	Lipo4
CG31872	Gm8978
CG31872	Lipo1
CG18284	Lipn
CG18284	Lipm
CG18284	Lipa
CG18284	Lipf
CG18284	Lipk
CG18284	Lipo3
CG18284	Lipo2
CG18284	Lipo4
CG18284	Gm8978
CG18284	Lipo1
CG18301	Lipn
CG18301	Lipm
CG18301	Lipa
CG18301	Lipf
CG18301	Lipk
CG18301	Lipo3
CG18301	Lipo2
CG18301	Lipo4
CG18301	Gm8978
CG18301	Lipo1
Lip4	Lipn
Lip4	Lipm
Lip4	Lipa
Lip4	Lipf
Lip4	Lipk
Lip4	Lipo3
Lip4	Lipo2
Lip4	Lipo4
Lip4	Gm8978
Lip4	Lipo1
CG18302	Lipn
CG18302	Lipm
CG18302	Lipa
CG18302	Lipf
CG18302	Lipk
CG18302	Lipo3
CG18302	Lipo2
CG18302	Lipo4
CG18302	Gm8978
CG18302	Lipo1
CG31871	Lipn
CG31871	Lipm
CG31871	Lipa
CG31871	Lipf
CG31871	Lipk
CG31871	Lipo3
CG31871	Lipo2
CG31871	Lipo4
CG31871	Gm8978
CG31871	Lipo1
CG7329	Lipn
CG7329	Lipm
CG7329	Lipa
CG7329	Lipf
CG7329	Lipk
CG7329	Lipo3
CG7329	Lipo2
CG7329	Lipo4
CG7329	Gm8978
CG7329	Lipo1
CG11406	Lipn
CG11406	Lipm
CG11406	Lipa
CG11406	Lipf
CG11406	Lipk
CG11406	Lipo3
CG11406	Lipo2
CG11406	Lipo4
CG11406	Gm8978
CG11406	Lipo1
CG3635	Lipn
CG3635	Lipm
CG3635	Lipa
CG3635	Lipf
CG3635	Lipk
CG3635	Lipo3
CG3635	Lipo2
CG3635	Lipo4
CG3635	Gm8978
CG3635	Lipo1
Lip3	Lipn
Lip3	Lipm
Lip3	Lipa
Lip3	Lipf
Lip3	Lipk
Lip3	Lipo3
Lip3	Lipo2
Lip3	Lipo4
Lip3	Gm8978
Lip3	Lipo1
CG8093	Lipn
CG8093	Lipm
CG8093	Lipa
CG8093	Lipf
CG8093	Lipk
CG8093	Lipo3
CG8093	Lipo2
CG8093	Lipo4
CG8093	Gm8978
CG8093	Lipo1
CG6753	Lipn
CG6753	Lipm
CG6753	Lipa
CG6753	Lipf
CG6753	Lipk
CG6753	Lipo3
CG6753	Lipo2
CG6753	Lipo4
CG6753	Gm8978
CG6753	Lipo1
CG31091	Lipn
CG31091	Lipm
CG31091	Lipa
CG31091	Lipf
CG31091	Lipk
CG31091	Lipo3
CG31091	Lipo2
CG31091	Lipo4
CG31091	Gm8978
CG31091	Lipo1
CG31089	Lipn
CG31089	Lipm
CG31089	Lipa
CG31089	Lipf
CG31089	Lipk
CG31089	Lipo3
CG31089	Lipo2
CG31089	Lipo4
CG31089	Gm8978
CG31089	Lipo1
CG2772	Lipn
CG2772	Lipm
CG2772	Lipa
CG2772	Lipf
CG2772	Lipk
CG2772	Lipo3
CG2772	Lipo2
CG2772	Lipo4
CG2772	Gm8978
CG2772	Lipo1
mag	Lipn
mag	Lipm
mag	Lipa
mag	Lipf
mag	Lipk
mag	Lipo3
mag	Lipo2
mag	Lipo4
mag	Gm8978
mag	Lipo1
CG11598	Lipn
CG11598	Lipm
CG11598	Lipa
CG11598	Lipf
CG11598	Lipk
CG11598	Lipo3
CG11598	Lipo2
CG11598	Lipo4
CG11598	Gm8978
CG11598	Lipo1
CG18530	Lipn
CG18530	Lipm
CG18530	Lipa
CG18530	Lipf
CG18530	Lipk
CG18530	Lipo3
CG18530	Lipo2
CG18530	Lipo4
CG18530	Gm8978
CG18530	Lipo1
CG11608	Lipn
CG11608	Lipm
CG11608	Lipa
CG11608	Lipf
CG11608	Lipk
CG11608	Lipo3
CG11608	Lipo2
CG11608	Lipo4
CG11608	Gm8978
CG11608	Lipo1
CG11600	Lipn
CG11600	Lipm
CG11600	Lipa
CG11600	Lipf
CG11600	Lipk
CG11600	Lipo3
CG11600	Lipo2
CG11600	Lipo4
CG11600	Gm8978
CG11600	Lipo1
Psa	Npepps
CG4467	Lnpep
CG4467	Erap1
CG32473	Enpep
CG8773	Enpep
CG8774	Enpep
CG40470	Trhde
CG40470	Lvrn
CG40470	Anpep
CG14516	Trhde
CG14516	Lvrn
CG14516	Anpep
CG46339	Trhde
CG46339	Lvrn
CG46339	Anpep
CG7653	Trhde
CG7653	Lvrn
CG7653	Anpep
CG3502	Trhde
CG3502	Lvrn
CG3502	Anpep
CG2111	Trhde
CG2111	Lvrn
CG2111	Anpep
CG6071	Trhde
CG6071	Lvrn
CG6071	Anpep
CG9806	Trhde
CG9806	Lvrn
CG9806	Anpep
CG11951	Trhde
CG11951	Lvrn
CG11951	Anpep
CG31445	Trhde
CG31445	Lvrn
CG31445	Anpep
SP1029	Trhde
SP1029	Lvrn
SP1029	Anpep
CG31343	Trhde
CG31343	Lvrn
CG31343	Anpep
CG31233	Trhde
CG31233	Lvrn
CG31233	Anpep
CG5849	Trhde
CG5849	Lvrn
CG5849	Anpep
CG42335	Trhde
CG42335	Lvrn
CG42335	Anpep
CG31198	Trhde
CG31198	Lvrn
CG31198	Anpep
CG10226	Abcb4
CG10226	Abcb1a
CG10226	Abcb1b
CG10226	Abcb5
CG10226	Abcb11
Mdr65	Abcb4
Mdr65	Abcb1a
Mdr65	Abcb1b
Mdr65	Abcb5
Mdr65	Abcb11
Mdr49	Abcb4
Mdr49	Abcb1a
Mdr49	Abcb1b
Mdr49	Abcb5
Mdr49	Abcb11
Mdr50	Abcb4
Mdr50	Abcb1a
Mdr50	Abcb1b
Mdr50	Abcb5
Mdr50	Abcb11
Prestin	Slc26a10
Prestin	Slc26a6
Prestin	Slc26a6
Prestin	Slc26a5
Prestin	Slc26a2
Prestin	Slc26a1
CG5002	Slc26a11
CG7912	Slc26a11
Esp	Slc26a11
CG9717	Slc26a11
CG9702	Slc26a11
CG6928	Slc26a11
CG5404	Slc26a11
CG6125	Slc26a11
eag	Kcnh5
eag	Kcnh1
sei	Kcnh7
sei	Kcnh2
sei	Kcnh6
Elk	Kcnh3
Elk	Kcnh8
Elk	Kcnh4
Gsc	Gsc2
CG9876	Prrx2
CG9876	Prrx1
CG34367	Shox2
CG32532	Phox2a
CG32532	Phox2b
PHDP	Phox2a
PHDP	Phox2b
Pph13	Prrxl1
al	Prrxl1
CG11294	Prrxl1
Drgx	Prrxl1
betaTub60D	Tubb6
betaTub60D	Tubb3
betaTub97EF	Tubb1
betaTub85D	Tubb4b
betaTub85D	Tubb4a
betaTub85D	Tubb5
betaTub85D	Tubb2b
betaTub85D	Tubb2a
CG43235	Cpa4
CG43235	Cpa2
CG43235	Cpa1
CG43235	Cpa5
CG43235	Cpa6
CG43235	Cpb2
CG43235	Cpa3
CG43235	Cpb1
CG8564	Cpa4
CG8564	Cpa2
CG8564	Cpa1
CG8564	Cpa5
CG8564	Cpa6
CG8564	Cpb2
CG8564	Cpa3
CG8564	Cpb1
CG8560	Cpa4
CG8560	Cpa2
CG8560	Cpa1
CG8560	Cpa5
CG8560	Cpa6
CG8560	Cpb2
CG8560	Cpa3
CG8560	Cpb1
CG18417	Cpa4
CG18417	Cpa2
CG18417	Cpa1
CG18417	Cpa5
CG18417	Cpa6
CG18417	Cpb2
CG18417	Cpa3
CG18417	Cpb1
CG8562	Cpa4
CG8562	Cpa2
CG8562	Cpa1
CG8562	Cpa5
CG8562	Cpa6
CG8562	Cpb2
CG8562	Cpa3
CG8562	Cpb1
CG32379	Cpa4
CG32379	Cpa2
CG32379	Cpa1
CG32379	Cpa5
CG32379	Cpa6
CG32379	Cpb2
CG32379	Cpa3
CG32379	Cpb1
CG8539	Cpa4
CG8539	Cpa2
CG8539	Cpa1
CG8539	Cpa5
CG8539	Cpa6
CG8539	Cpb2
CG8539	Cpa3
CG8539	Cpb1
CG8563	Cpa4
CG8563	Cpa2
CG8563	Cpa1
CG8563	Cpa5
CG8563	Cpa6
CG8563	Cpb2
CG8563	Cpa3
CG8563	Cpb1
CG3097	Cpa4
CG3097	Cpa2
CG3097	Cpa1
CG3097	Cpa5
CG3097	Cpa6
CG3097	Cpb2
CG3097	Cpa3
CG3097	Cpb1
CG3108	Cpa4
CG3108	Cpa2
CG3108	Cpa1
CG3108	Cpa5
CG3108	Cpa6
CG3108	Cpb2
CG3108	Cpa3
CG3108	Cpb1
CG42264	Cpa4
CG42264	Cpa2
CG42264	Cpa1
CG42264	Cpa5
CG42264	Cpa6
CG42264	Cpb2
CG42264	Cpa3
CG42264	Cpb1
CG8945	Cpa4
CG8945	Cpa2
CG8945	Cpa1
CG8945	Cpa5
CG8945	Cpa6
CG8945	Cpb2
CG8945	Cpa3
CG8945	Cpb1
CG14820	Cpa4
CG14820	Cpa2
CG14820	Cpa1
CG14820	Cpa5
CG14820	Cpa6
CG14820	Cpb2
CG14820	Cpa3
CG14820	Cpb1
CG12374	Cpa4
CG12374	Cpa2
CG12374	Cpa1
CG12374	Cpa5
CG12374	Cpa6
CG12374	Cpb2
CG12374	Cpa3
CG12374	Cpb1
CG18585	Cpa4
CG18585	Cpa2
CG18585	Cpa1
CG18585	Cpa5
CG18585	Cpa6
CG18585	Cpb2
CG18585	Cpa3
CG18585	Cpb1
CG7025	Cpa4
CG7025	Cpa2
CG7025	Cpa1
CG7025	Cpa5
CG7025	Cpa6
CG7025	Cpb2
CG7025	Cpa3
CG7025	Cpb1
CG4408	Cpa4
CG4408	Cpa2
CG4408	Cpa1
CG4408	Cpa5
CG4408	Cpa6
CG4408	Cpb2
CG4408	Cpa3
CG4408	Cpb1
CG2915	Cpa4
CG2915	Cpa2
CG2915	Cpa1
CG2915	Cpa5
CG2915	Cpa6
CG2915	Cpb2
CG2915	Cpa3
CG2915	Cpb1
CG4017	Cpa4
CG4017	Cpa2
CG4017	Cpa1
CG4017	Cpa5
CG4017	Cpa6
CG4017	Cpb2
CG4017	Cpa3
CG4017	Cpb1
CG17633	Cpa4
CG17633	Cpa2
CG17633	Cpa1
CG17633	Cpa5
CG17633	Cpa6
CG17633	Cpb2
CG17633	Cpa3
CG17633	Cpb1
Mmp2	Mmp24
Mmp2	Mmp16
Mmp2	Mmp15
Mmp2	Mmp14
Mmp1	Mmp19
Mmp1	Mmp28
Galphao	Gnao1
Galphai	Gnat3
Galphai	Gnat2
Galphai	Gnat1
Galphai	Gnaz
Galphai	Gnai2
Galphai	Gnai3
Galphai	Gnai1
cta	Gna12
cta	Gna13
CG17760	Gna15
CG17760	Gna11
CG17760	Gnaq
CG17760	Gna14
CG30054	Gna15
CG30054	Gna11
CG30054	Gnaq
CG30054	Gna14
Galphaq	Gna15
Galphaq	Gna11
Galphaq	Gnaq
Galphaq	Gna14
CG7084	Slc22a4
CG7084	Slc22a21
CG7084	Slc22a5
Balat	Slc22a4
Balat	Slc22a21
Balat	Slc22a5
CarT	Slc22a4
CarT	Slc22a21
CarT	Slc22a5
SLC22A	Slc22a1
SLC22A	Slc22a2
SLC22A	Slc22a3
CG7458	Slc22a1
CG7458	Slc22a2
CG7458	Slc22a3
CG4630	Slc22a1
CG4630	Slc22a2
CG4630	Slc22a3
Orct	Slc22a16
Orct2	Slc22a16
CG6126	Slc22a16
CG8925	Slc22a8
CG8925	Slc22a6
CG8925	Slc22a20
CG8925	Slc22a7
CG8925	Slc22a13b
CG8925	Slc22a13
CG6006	Slc22a8
CG6006	Slc22a6
CG6006	Slc22a20
CG6006	Slc22a7
CG6006	Slc22a13b
CG6006	Slc22a13
Cht7	Chit1
Cht7	Ovgp1
Cht7	Chil6
Cht7	Chil5
Cht7	Chil4
Cht7	Chil3
Cht7	Chia1
Cht7	Chil1
Cht10	Chit1
Cht10	Ovgp1
Cht10	Chil6
Cht10	Chil5
Cht10	Chil4
Cht10	Chil3
Cht10	Chia1
Cht10	Chil1
Cht5	Chit1
Cht5	Ovgp1
Cht5	Chil6
Cht5	Chil5
Cht5	Chil4
Cht5	Chil3
Cht5	Chia1
Cht5	Chil1
Cht2	Chit1
Cht2	Ovgp1
Cht2	Chil6
Cht2	Chil5
Cht2	Chil4
Cht2	Chil3
Cht2	Chia1
Cht2	Chil1
Cht9	Chit1
Cht9	Ovgp1
Cht9	Chil6
Cht9	Chil5
Cht9	Chil4
Cht9	Chil3
Cht9	Chia1
Cht9	Chil1
Cht4	Chit1
Cht4	Ovgp1
Cht4	Chil6
Cht4	Chil5
Cht4	Chil4
Cht4	Chil3
Cht4	Chia1
Cht4	Chil1
Cht12	Chit1
Cht12	Ovgp1
Cht12	Chil6
Cht12	Chil5
Cht12	Chil4
Cht12	Chil3
Cht12	Chia1
Cht12	Chil1
Cht8	Chit1
Cht8	Ovgp1
Cht8	Chil6
Cht8	Chil5
Cht8	Chil4
Cht8	Chil3
Cht8	Chia1
Cht8	Chil1
Cht11	Chit1
Cht11	Ovgp1
Cht11	Chil6
Cht11	Chil5
Cht11	Chil4
Cht11	Chil3
Cht11	Chia1
Cht11	Chil1
Cht6	Chit1
Cht6	Ovgp1
Cht6	Chil6
Cht6	Chil5
Cht6	Chil4
Cht6	Chil3
Cht6	Chia1
Cht6	Chil1
His1:CG33834	H1f0
His1:CG33834	Hist1h1a
His1:CG33834	Hist1h1d
His1:CG33834	Hist1h1e
His1:CG33834	Hist1h1c
His1:CG33834	Hist1h1b
His1:CG33834	Hist1h1t
His1:CG33807	H1f0
His1:CG33807	Hist1h1a
His1:CG33807	Hist1h1d
His1:CG33807	Hist1h1e
His1:CG33807	Hist1h1c
His1:CG33807	Hist1h1b
His1:CG33807	Hist1h1t
His1:CG33837	H1f0
His1:CG33837	Hist1h1a
His1:CG33837	Hist1h1d
His1:CG33837	Hist1h1e
His1:CG33837	Hist1h1c
His1:CG33837	Hist1h1b
His1:CG33837	Hist1h1t
His1:CG33831	H1f0
His1:CG33831	Hist1h1a
His1:CG33831	Hist1h1d
His1:CG33831	Hist1h1e
His1:CG33831	Hist1h1c
His1:CG33831	Hist1h1b
His1:CG33831	Hist1h1t
His1:CG33855	H1f0
His1:CG33855	Hist1h1a
His1:CG33855	Hist1h1d
His1:CG33855	Hist1h1e
His1:CG33855	Hist1h1c
His1:CG33855	Hist1h1b
His1:CG33855	Hist1h1t
His1:CG33819	H1f0
His1:CG33819	Hist1h1a
His1:CG33819	Hist1h1d
His1:CG33819	Hist1h1e
His1:CG33819	Hist1h1c
His1:CG33819	Hist1h1b
His1:CG33819	Hist1h1t
His1:CG33852	H1f0
His1:CG33852	Hist1h1a
His1:CG33852	Hist1h1d
His1:CG33852	Hist1h1e
His1:CG33852	Hist1h1c
His1:CG33852	Hist1h1b
His1:CG33852	Hist1h1t
His1:CG33810	H1f0
His1:CG33810	Hist1h1a
His1:CG33810	Hist1h1d
His1:CG33810	Hist1h1e
His1:CG33810	Hist1h1c
His1:CG33810	Hist1h1b
His1:CG33810	Hist1h1t
His1:CG33813	H1f0
His1:CG33813	Hist1h1a
