Synpcc7942_1294	CHLRE16g665364v5
Synpcc7942_1507	CHLRE02g114400v5
Synpcc7942_2164	CHLRE10g450550v5
Synpcc7942_2164	CHLRE06g278245v5
Synpcc7942_2164	CHLRE06g305650v5
Synpcc7942_2164	CHLRE03g173450v5
Synpcc7942_2164	CHLRE13g583050v5
Synpcc7942_2164	CHLRE17g724600v5
Synpcc7942_2164	CHLRE17g724700v5
Synpcc7942_1973	CHLRE16g672800v5
Synpcc7942_0498	CHLRE16g672800v5
Synpcc7942_1086	CHLRE02g073700v5
Synpcc7942_1086	CHLRE02g076300v5
Synpcc7942_1086	CHLRE11g467700v5
Synpcc7942_1114	CHLRE17g747347v5
Synpcc7942_2232	CHLRE01g050316v5
Synpcc7942_2232	CHLRE48g761197v5
Synpcc7942_1309	CHLRE10g433600v5
Synpcc7942_1787	CHLRE13g568850v5
Synpcc7942_1864	CHLRE05g234657v5
Synpcc7942_2350	CHLRE01g015950v5
Synpcc7942_2430	CHLRE10g422000v5
Synpcc7942_2430	CHLRE10g428100v5
Synpcc7942_1521	CHLRE10g429601v5
Synpcc7942_1521	CHLRE03g169800v5
Synpcc7942_1521	CHLRE17g717200v5
Synpcc7942_0962	CHLRE50g761447v5
Synpcc7942_0972	CHLRE16g669650v5
Synpcc7942_1533	CHLRE06g264200v5
Synpcc7942_0463	CHLRE14g632767v5
Synpcc7942_2208	CHLRE02g108850v5
Synpcc7942_2330	CHLRE06g265850v5
Synpcc7942_0712	CHLRE06g265850v5
Synpcc7942_0516	CHLRE06g265850v5
Synpcc7942_2330	CHLRE17g739150v5
Synpcc7942_0712	CHLRE17g739150v5
Synpcc7942_0516	CHLRE17g739150v5
Synpcc7942_2330	CHLRE10g426050v5
Synpcc7942_0712	CHLRE10g426050v5
Synpcc7942_0516	CHLRE10g426050v5
Synpcc7942_2330	CHLRE10g453807v5
Synpcc7942_0712	CHLRE10g453807v5
Synpcc7942_0516	CHLRE10g453807v5
Synpcc7942_2330	CHLRE10g420550v5
Synpcc7942_0712	CHLRE10g420550v5
Synpcc7942_0516	CHLRE10g420550v5
Synpcc7942_2584	CHLRE12g549852v5
Synpcc7942_2584	CHLRE16g675450v5
Synpcc7942_1772	CHLRE10g429550v5
Synpcc7942_1772	CHLRE12g494450v5
Synpcc7942_0965	CHLRE01g030250v5
Synpcc7942_0358	CHLRE16g684850v5
Synpcc7942_0358	CHLRE04g213500v5
Synpcc7942_0283	CHLRE09g387319v5
Synpcc7942_0283	CHLRE10g423400v5
Synpcc7942_0283	CHLRE06g284800v5
Synpcc7942_0283	CHLRE12g486900v5
Synpcc7942_1282	CHLRE08g361050v5
Synpcc7942_1285	CHLRE08g361050v5
Synpcc7942_0261	CHLRE08g383150v5
Synpcc7942_1598	CHLRE06g278261v5
Synpcc7942_0447	CHLRE17g732050v5
Synpcc7942_2231	CHLRE12g520400v5
Synpcc7942_2231	CHLRE11g479500v5
Synpcc7942_0881	CHLRE06g261800v5
Synpcc7942_0473	CHLRE03g209393v5
Synpcc7942_0473	CHLRE03g210513v5
Synpcc7942_0227	CHLRE02g076600v5
Synpcc7942_0428	CHLRE06g258733v5
Synpcc7942_1410	CHLRE06g258733v5
Synpcc7942_0791	CHLRE17g726100v5
Synpcc7942_0976	CHLRE17g726100v5
Synpcc7942_0791	CHLRE14g625950v5
Synpcc7942_0976	CHLRE14g625950v5
Synpcc7942_1099	CHLRE02g084300v5
Synpcc7942_0400	CHLRE14g620300v5
Synpcc7942_1636	CHLRE04g223800v5
Synpcc7942_B2643	CHLRE01g056331v5
Synpcc7942_0831	CHLRE03g159800v5
Synpcc7942_1377	CHLRE03g159800v5
Synpcc7942_0831	CHLRE14g621351v5
Synpcc7942_1377	CHLRE14g621351v5
Synpcc7942_0584	CHLRE03g187450v5
Synpcc7942_0003	CHLRE08g364800v5
Synpcc7942_0819	CHLRE08g364800v5
Synpcc7942_0836	CHLRE08g364800v5
Synpcc7942_1138	CHLRE13g572800v5
Synpcc7942_2206	CHLRE06g264350v5
Synpcc7942_2025	CHLRE02g095147v5
Synpcc7942_1902	CHLRE02g095147v5
Synpcc7942_1901	CHLRE02g095147v5
Synpcc7942_0191	CHLRE01g005150v5
Synpcc7942_2160	CHLRE06g294650v5
Synpcc7942_1432	CHLRE14g620350v5
Synpcc7942_1536	CHLRE07g346650v5
Synpcc7942_1149	CHLRE03g169400v5
Synpcc7942_2225	CHLRE06g278224v5
Synpcc7942_0137	CHLRE07g339750v5
Synpcc7942_1903	CHLRE10g423750v5
Synpcc7942_0329	CHLRE10g423750v5
Synpcc7942_0046	CHLRE10g423750v5
Synpcc7942_1005	CHLRE12g524700v5
Synpcc7942_2229	CHLRE07g348850v5
Synpcc7942_2415	CHLRE06g296250v5
Synpcc7942_2215	CHLRE11g476800v5
Synpcc7942_2215	CHLRE14g612450v5
Synpcc7942_2409	CHLRE17g734100v5
Synpcc7942_2029	CHLRE03g175400v5
Synpcc7942_1157	CHLRE07g312250v5
Synpcc7942_2515	CHLRE07g312250v5
Synpcc7942_1518	CHLRE07g314400v5
Synpcc7942_1234	CHLRE03g145247v5
Synpcc7942_1234	CHLRE03g145427v5
Synpcc7942_0479	CHLRE03g165000v5
Synpcc7942_1300	CHLRE09g403293v5
Synpcc7942_2610	CHLRE09g396401v5
Synpcc7942_1229	CHLRE12g538650v5
Synpcc7942_1853	CHLRE12g538650v5
Synpcc7942_1854	CHLRE12g538650v5
Synpcc7942_0271	CHLRE12g538650v5
Synpcc7942_2558	CHLRE02g146250v5
Synpcc7942_1929	CHLRE02g146250v5
Synpcc7942_2132	CHLRE01g012600v5
Synpcc7942_1268	CHLRE01g012600v5
Synpcc7942_1128	CHLRE08g359300v5
Synpcc7942_1392	CHLRE08g359300v5
Synpcc7942_0674	CHLRE02g085450v5
Synpcc7942_1312	CHLRE17g731050v5
Synpcc7942_1312	CHLRE13g580300v5
Synpcc7942_0638	CHLRE04g216100v5
Synpcc7942_0075	CHLRE01g046150v5
Synpcc7942_2308	CHLRE03g193750v5
Synpcc7942_2060	CHLRE01g010848v5
Synpcc7942_2297	CHLRE01g032650v5
Synpcc7942_1264	CHLRE01g034150v5
Synpcc7942_1264	CHLRE05g234645v5
Synpcc7942_0787	CHLRE06g259650v5
Synpcc7942_2020	CHLRE07g341850v5
Synpcc7942_0510	CHLRE04g217955v5
Synpcc7942_0510	CHLRE04g217959v5
Synpcc7942_0150	CHLRE03g150950v5
Synpcc7942_2034	CHLRE07g333450v5
Synpcc7942_1792	CHLRE02g091050v5
Synpcc7942_1992	CHLRE16g673550v5
Synpcc7942_1323	CHLRE10g428433v5
Synpcc7942_1323	CHLRE08g376500v5
Synpcc7942_2252	CHLRE03g171950v5
Synpcc7942_2252	CHLRE11g476325v5
Synpcc7942_2252	CHLRE16g673852v5
Synpcc7942_B2663	CHLRE17g713850v5
Synpcc7942_2420	CHLRE17g713850v5
Synpcc7942_B2663	CHLRE10g466750v5
Synpcc7942_2420	CHLRE10g466750v5
Synpcc7942_2110	CHLRE09g392729v5
Synpcc7942_2110	CHLRE12g560550v5
Synpcc7942_0694	CHLRE09g394750v5
Synpcc7942_1591	CHLRE10g461895v5
Synpcc7942_1591	CHLRE10g461851v5
Synpcc7942_1591	CHLRE03g148950v5
Synpcc7942_2205	CHLRE02g106750v5
Synpcc7942_0304	CHLRE03g154850v5
Synpcc7942_0768	CHLRE03g154850v5
Synpcc7942_2604	CHLRE04g221700v5
Synpcc7942_2423	CHLRE10g428678v5
Synpcc7942_1440	CHLRE02g082150v5
Synpcc7942_1440	CHLRE02g082200v5
Synpcc7942_1440	CHLRE02g082250v5
Synpcc7942_1440	CHLRE02g082100v5
Synpcc7942_2119	CHLRE13g566150v5
Synpcc7942_1199	CHLRE13g566150v5
Synpcc7942_1261	CHLRE01g029300v5
Synpcc7942_0132	CHLRE12g493500v5
Synpcc7942_0431	CHLRE12g493500v5
Synpcc7942_0508	CHLRE12g493500v5
Synpcc7942_0132	CHLRE16g690431v5
Synpcc7942_0431	CHLRE16g690431v5
Synpcc7942_0508	CHLRE16g690431v5
Synpcc7942_0879	CHLRE17g701350v5
Synpcc7942_0879	CHLRE13g561900v5
Synpcc7942_2047	CHLRE12g534800v5
Synpcc7942_0501	CHLRE06g279850v5
Synpcc7942_0501	CHLRE11g467755v5
Synpcc7942_0501	CHLRE06g269050v5
Synpcc7942_0446	CHLRE17g726300v5
Synpcc7942_0396	CHLRE12g537581v5
Synpcc7942_2265	CHLRE03g146527v5
Synpcc7942_0890	CHLRE13g592200v5
Synpcc7942_0890	CHLRE12g514050v5
Synpcc7942_1251	CHLRE15g639400v5
Synpcc7942_1251	CHLRE14g615500v5
Synpcc7942_0507	CHLRE03g156050v5
Synpcc7942_0680	CHLRE16g663950v5
Synpcc7942_2055	CHLRE02g112850v5
Synpcc7942_2176	CHLRE02g112850v5
Synpcc7942_0642	CHLRE10g422300v5
Synpcc7942_1806	CHLRE10g422300v5
Synpcc7942_2180	CHLRE10g422300v5
Synpcc7942_1942	CHLRE10g422300v5
Synpcc7942_1985	CHLRE12g542202v5
Synpcc7942_0884	CHLRE06g259150v5
Synpcc7942_2358	CHLRE14g608950v5
Synpcc7942_1266	CHLRE02g095089v5
Synpcc7942_1266	CHLRE13g568950v5
Synpcc7942_0492	CHLRE01g025250v5
Synpcc7942_1070	CHLRE14g630400v5
Synpcc7942_1747	CHLRE14g630400v5
Synpcc7942_0276	CHLRE10g434900v5
Synpcc7942_0967	CHLRE16g663900v5
Synpcc7942_0279	CHLRE10g422600v5
Synpcc7942_2101	CHLRE03g207825v5
Synpcc7942_0062	CHLRE03g207825v5
Synpcc7942_2212	CHLRE09g388150v5
Synpcc7942_1286	CHLRE06g282150v5
Synpcc7942_0277	CHLRE06g294200v5
Synpcc7942_0277	CHLRE12g521200v5
Synpcc7942_0290	CHLRE03g199423v5
Synpcc7942_2213	CHLRE12g557600v5
Synpcc7942_0093	CHLRE03g190750v5
Synpcc7942_0093	CHLRE03g190800v5
Synpcc7942_0922	CHLRE07g313700v5
Synpcc7942_2393	CHLRE07g313700v5
Synpcc7942_2602	CHLRE01g049500v5
Synpcc7942_2602	CHLRE03g154350v5
Synpcc7942_0209	CHLRE03g148800v5
Synpcc7942_0209	CHLRE05g240400v5
Synpcc7942_0209	CHLRE05g243451v5
Synpcc7942_0946	CHLRE09g389250v5
Synpcc7942_0369	CHLRE10g456650v5
Synpcc7942_1858	CHLRE11g467753v5
Synpcc7942_2394	CHLRE12g558353v5
Synpcc7942_2186	CHLRE12g558353v5
Synpcc7942_0090	CHLRE14g608700v5
Synpcc7942_1725	CHLRE14g608700v5
Synpcc7942_0086	CHLRE03g155001v5
Synpcc7942_0086	CHLRE03g207713v5
Synpcc7942_0086	CHLRE08g373450v5
Synpcc7942_0086	CHLRE17g698850v5
Synpcc7942_1892	CHLRE17g719522v5
Synpcc7942_1892	CHLRE06g304600v5
Synpcc7942_2207	CHLRE09g405150v5
Synpcc7942_2207	CHLRE13g591501v5
Synpcc7942_0615	CHLRE07g350400v5
Synpcc7942_0108	CHLRE17g729950v5
Synpcc7942_0118	CHLRE14g627488v5
Synpcc7942_0232	CHLRE03g181300v5
Synpcc7942_2223	CHLRE07g337800v5
Synpcc7942_2223	CHLRE02g118950v5
Synpcc7942_0105	CHLRE10g435250v5
Synpcc7942_0597	CHLRE02g114250v5
Synpcc7942_0189	CHLRE02g092900v5
Synpcc7942_1427	CHLRE02g120200v5
Synpcc7942_1427	CHLRE02g120100v5
Synpcc7942_1427	CHLRE02g120150v5
Synpcc7942_1293	CHLRE13g603900v5
Synpcc7942_1582	CHLRE16g681238v5
Synpcc7942_0788	CHLRE11g467690v5
Synpcc7942_1428	CHLRE12g503300v5
Synpcc7942_0588	CHLRE12g503300v5
Synpcc7942_1180	CHLRE08g378900v5
Synpcc7942_0623	CHLRE07g355600v5
Synpcc7942_0623	CHLRE01g054150v5
Synpcc7942_0936	CHLRE10g444500v5
Synpcc7942_B2654	CHLRE10g444500v5
Synpcc7942_1017	CHLRE02g097550v5
Synpcc7942_1308	CHLRE05g238322v5
Synpcc7942_0273	CHLRE10g436150v5
Synpcc7942_1334	CHLRE06g306601v5
Synpcc7942_1003	CHLRE06g306601v5
Synpcc7942_1456	CHLRE02g088250v5
Synpcc7942_1456	CHLRE14g621650v5
Synpcc7942_2261	CHLRE02g082350v5
Synpcc7942_0085	CHLRE17g711200v5
Synpcc7942_0458	CHLRE03g158800v5
Synpcc7942_0633	CHLRE02g088900v5
Synpcc7942_2600	CHLRE12g516350v5
Synpcc7942_2570	CHLRE13g606050v5
Synpcc7942_0051	CHLRE12g552851v5
Synpcc7942_1597	CHLRE09g393913v5
Synpcc7942_2117	CHLRE10g439400v5
Synpcc7942_2599	CHLRE17g700100v5
Synpcc7942_2296	CHLRE03g146627v5
Synpcc7942_2156	CHLRE03g146627v5
Synpcc7942_2592	CHLRE01g048950v5
Synpcc7942_1142	CHLRE12g487100v5
Synpcc7942_2064	CHLRE02g079600v5
Synpcc7942_0278	CHLRE10g450400v5
Synpcc7942_1920	CHLRE13g578451v5
Synpcc7942_2531	CHLRE10g435500v5
Synpcc7942_2531	CHLRE12g519180v5
Synpcc7942_2541	CHLRE07g322500v5
Synpcc7942_2541	CHLRE17g734450v5
Synpcc7942_1964	CHLRE06g291800v5
Synpcc7942_0009	CHLRE09g416050v5
Synpcc7942_1313	CHLRE09g390986v5
Synpcc7942_0243	CHLRE17g740950v5
Synpcc7942_1120	CHLRE02g109950v5
Synpcc7942_1997	CHLRE02g109950v5
Synpcc7942_1331	CHLRE02g109950v5
Synpcc7942_1759	CHLRE02g109950v5
Synpcc7942_2475	CHLRE01g021251v5
Synpcc7942_1584	CHLRE16g648900v5
Synpcc7942_1584	CHLRE02g108250v5
Synpcc7942_1222	CHLRE16g665750v5
Synpcc7942_1222	CHLRE16g690250v5
Synpcc7942_2116	CHLRE03g160100v5
Synpcc7942_2221	CHLRE07g330450v5
Synpcc7942_2221	CHLRE16g652550v5
Synpcc7942_1393	CHLRE03g158200v5
Synpcc7942_1393	CHLRE08g358555v5
Synpcc7942_1393	CHLRE14g632300v5
Synpcc7942_0449	CHLRE03g189400v5
Synpcc7942_2557	CHLRE12g535950v5
Synpcc7942_2390	CHLRE07g325748v5
Synpcc7942_2329	CHLRE03g191500v5
Synpcc7942_2329	CHLRE09g409801v5
Synpcc7942_2437	CHLRE16g689871v5
Synpcc7942_0158	CHLRE09g402034v5
Synpcc7942_1092	CHLRE09g398104v5
Synpcc7942_1863	CHLRE07g337516v5
Synpcc7942_2183	CHLRE06g272550v5
Synpcc7942_1371	CHLRE08g379900v5
Synpcc7942_2271	CHLRE16g657964v5
Synpcc7942_2271	CHLRE16g658075v5
Synpcc7942_1383	CHLRE09g387875v5
Synpcc7942_0808	CHLRE12g524000v5
Synpcc7942_2527	CHLRE03g152800v5
Synpcc7942_2284	CHLRE03g152800v5
Synpcc7942_1277	CHLRE01g052350v5
Synpcc7942_1961	CHLRE06g293850v5
Synpcc7942_1961	CHLRE09g415850v5
Synpcc7942_2379	CHLRE08g365600v5
Synpcc7942_2251	CHLRE01g002250v5
Synpcc7942_2240	CHLRE17g739426v5
Synpcc7942_0773	CHLRE17g739426v5
Synpcc7942_0160	CHLRE02g141706v5
Synpcc7942_1505	CHLRE07g325400v5
Synpcc7942_2210	CHLRE06g288400v5
Synpcc7942_1509	CHLRE14g628000v5
Synpcc7942_0164	CHLRE03g205600v5
Synpcc7942_1319	CHLRE17g708100v5
Synpcc7942_1319	CHLRE08g358900v5
Synpcc7942_2514	CHLRE12g489700v5
Synpcc7942_2211	CHLRE16g674350v5
Synpcc7942_2211	CHLRE12g493950v5
Synpcc7942_0951	CHLRE02g141200v5
Synpcc7942_1433	CHLRE03g146187v5
Synpcc7942_2477	CHLRE05g233305v5
Synpcc7942_0402	CHLRE06g252150v5
Synpcc7942_0402	CHLRE09g402997v5
Synpcc7942_0678	CHLRE10g451300v5
Synpcc7942_0678	CHLRE03g145767v5
Synpcc7942_2607	CHLRE03g175850v5
Synpcc7942_1283	CHLRE07g322250v5
Synpcc7942_2440	CHLRE04g214501v5
Synpcc7942_0883	CHLRE03g195650v5
Synpcc7942_1091	CHLRE02g096400v5
Synpcc7942_0203	CHLRE17g728950v5
Synpcc7942_2448	CHLRE16g665650v5
Synpcc7942_2410	CHLRE03g161000v5
Synpcc7942_0673	CHLRE02g082000v5
Synpcc7942_1105	CHLRE10g427050v5
Synpcc7942_2087	CHLRE11g481500v5
Synpcc7942_1829	CHLRE11g481500v5
Synpcc7942_1481	CHLRE11g481500v5
Synpcc7942_0019	CHLRE08g365692v5
Synpcc7942_0019	CHLRE16g693202v5
Synpcc7942_1260	CHLRE06g306650v5
Synpcc7942_1483	CHLRE17g698266v5
Synpcc7942_0211	CHLRE03g167051v5
Synpcc7942_0770	CHLRE03g180550v5
Synpcc7942_0770	CHLRE03g180600v5
Synpcc7942_0770	CHLRE03g180450v5
Synpcc7942_0373	CHLRE07g356600v5
Synpcc7942_1025	CHLRE10g434800v5
Synpcc7942_2218	CHLRE09g415950v5
Synpcc7942_0026	CHLRE06g294450v5
Synpcc7942_0487	CHLRE07g344350v5
Synpcc7942_0478	CHLRE07g344350v5
Synpcc7942_0408	CHLRE12g519000v5
Synpcc7942_0783	CHLRE09g410650v5
Synpcc7942_0978	CHLRE11g476750v5
Synpcc7942_0078	CHLRE01g043100v5
Synpcc7942_0078	CHLRE17g739300v5
Synpcc7942_0929	CHLRE16g653350v5
Synpcc7942_0958	CHLRE12g550700v5
Synpcc7942_2470	CHLRE17g741050v5
Synpcc7942_1550	CHLRE02g079850v5
Synpcc7942_2303	CHLRE10g428550v5
Synpcc7942_1030	CHLRE16g672385v5
Synpcc7942_2063	CHLRE03g171600v5
Synpcc7942_2063	CHLRE13g578050v5
Synpcc7942_2063	CHLRE10g436500v5
Synpcc7942_0252	CHLRE08g380250v5
Synpcc7942_0361	CHLRE08g380250v5
Synpcc7942_0348	CHLRE07g314650v5
Synpcc7942_0953	CHLRE12g497650v5
Synpcc7942_0349	CHLRE01g039450v5
Synpcc7942_0349	CHLRE11g467759v5
Synpcc7942_0349	CHLRE03g146827v5
Synpcc7942_0349	CHLRE03g146667v5
Synpcc7942_0558	CHLRE12g510850v5
Synpcc7942_0558	CHLRE03g190150v5
Synpcc7942_2434	CHLRE01g055453v5
Synpcc7942_0089	CHLRE06g258600v5
Synpcc7942_0089	CHLRE06g294000v5
Synpcc7942_2378	CHLRE02g118600v5
Synpcc7942_2378	CHLRE02g142186v5
Synpcc7942_1514	CHLRE07g323550v5
Synpcc7942_1010	CHLRE07g323550v5
Synpcc7942_1514	CHLRE02g095121v5
Synpcc7942_1010	CHLRE02g095121v5
Synpcc7942_1749	CHLRE07g320350v5
Synpcc7942_1749	CHLRE02g104500v5
Synpcc7942_1749	CHLRE01g009900v5
Synpcc7942_0124	CHLRE04g215600v5
Synpcc7942_1847	CHLRE02g107300v5
Synpcc7942_2381	CHLRE12g508550v5
Synpcc7942_2385	CHLRE13g578750v5
Synpcc7942_0125	CHLRE02g103850v5
Synpcc7942_0626	CHLRE03g206600v5
Synpcc7942_0194	CHLRE17g736150v5
Synpcc7942_0194	CHLRE03g205809v5
Synpcc7942_2099	CHLRE17g718250v5
Synpcc7942_0488	CHLRE13g592050v5
Synpcc7942_1391	CHLRE06g306300v5
Synpcc7942_1879	CHLRE06g306300v5
Synpcc7942_0583	CHLRE06g306300v5
Synpcc7942_2143	CHLRE03g161400v5
Synpcc7942_2425	CHLRE07g349700v5
Synpcc7942_2425	CHLRE13g575850v5
Synpcc7942_2425	CHLRE06g300700v5
Synpcc7942_2425	CHLRE02g142146v5
Synpcc7942_2374	CHLRE11g467633v5
Synpcc7942_0975	CHLRE13g568150v5
Synpcc7942_1630	CHLRE16g651050v5
Synpcc7942_0239	CHLRE16g670950v5
Synpcc7942_2542	CHLRE16g670950v5
Synpcc7942_0360	CHLRE08g383450v5
Synpcc7942_0360	CHLRE07g319550v5
Synpcc7942_B2634	CHLRE01g003475v5
Synpcc7942_B2634	CHLRE06g288550v5
Synpcc7942_B2634	CHLRE09g409300v5
Synpcc7942_B2634	CHLRE17g740800v5
Synpcc7942_B2634	CHLRE12g556000v5
Synpcc7942_1610	CHLRE01g054500v5
Synpcc7942_0149	CHLRE08g368050v5
Synpcc7942_2011	CHLRE12g492250v5
Synpcc7942_1275	CHLRE09g395200v5
Synpcc7942_1642	CHLRE09g395200v5
Synpcc7942_1703	CHLRE10g437950v5
Synpcc7942_0704	CHLRE10g454150v5
Synpcc7942_0455	CHLRE12g558400v5
Synpcc7942_1600	CHLRE16g648850v5
Synpcc7942_1511	CHLRE14g616250v5
Synpcc7942_0998	CHLRE17g720050v5
Synpcc7942_0942	CHLRE17g720050v5
Synpcc7942_1738	CHLRE12g525650v5
Synpcc7942_B2661	CHLRE12g525650v5
Synpcc7942_1255	CHLRE12g525650v5
Synpcc7942_0469	CHLRE06g272050v5
Synpcc7942_1742	CHLRE01g010900v5
Synpcc7942_1848	CHLRE09g389689v5
Synpcc7942_1071	CHLRE16g688302v5
Synpcc7942_0775	CHLRE02g106350v5
Synpcc7942_1617	CHLRE17g729800v5
Synpcc7942_1617	CHLRE06g251900v5
Synpcc7942_0625	CHLRE12g496150v5
Synpcc7942_0625	CHLRE16g676850v5
Synpcc7942_2072	CHLRE14g632000v5
Synpcc7942_2072	CHLRE07g341600v5
Synpcc7942_0212	CHLRE03g145747v5
Synpcc7942_0901	CHLRE03g195200v5
Synpcc7942_0084	CHLRE01g055412v5
Synpcc7942_0596	CHLRE09g393400v5
Synpcc7942_0596	CHLRE14g624350v5
Synpcc7942_0611	CHLRE01g040350v5
Synpcc7942_0611	CHLRE01g014800v5
Synpcc7942_1782	CHLRE10g451900v5
Synpcc7942_2612	CHLRE10g451900v5
Synpcc7942_0996	CHLRE12g542300v5
Synpcc7942_1326	CHLRE01g021850v5
Synpcc7942_1079	CHLRE01g021850v5
Synpcc7942_0681	CHLRE16g679669v5
Synpcc7942_1624	CHLRE06g296600v5
Synpcc7942_0894	CHLRE10g436350v5
Synpcc7942_B2619	CHLRE05g243150v5
Synpcc7942_1788	CHLRE05g243150v5
Synpcc7942_0386	CHLRE01g033700v5
Synpcc7942_0154	CHLRE03g189300v5
Synpcc7942_1896	CHLRE16g694850v5
Synpcc7942_1825	CHLRE02g095106v5
Synpcc7942_1825	CHLRE03g162601v5
Synpcc7942_0612	CHLRE03g149100v5
Synpcc7942_2548	CHLRE06g252650v5
Synpcc7942_0419	CHLRE06g261150v5
Synpcc7942_2244	CHLRE02g088850v5
Synpcc7942_0192	CHLRE01g039150v5
Synpcc7942_0192	CHLRE04g225050v5
Synpcc7942_1335	CHLRE10g458050v5
Synpcc7942_0040	CHLRE02g097450v5
Synpcc7942_0430	CHLRE07g356350v5
Synpcc7942_1057	CHLRE06g255350v5
Synpcc7942_2122	CHLRE06g308500v5
Synpcc7942_0645	CHLRE03g158000v5
Synpcc7942_1552	CHLRE10g434750v5
Synpcc7942_2396	CHLRE04g219900v5
Synpcc7942_1898	CHLRE01g004500v5
Synpcc7942_1008	CHLRE10g430450v5
Synpcc7942_2128	CHLRE17g702150v5
Synpcc7942_2128	CHLRE14g615250v5
Synpcc7942_1548	CHLRE16g691750v5
Synpcc7942_1625	CHLRE16g689150v5
Synpcc7942_0579	CHLRE16g689150v5
Synpcc7942_1625	CHLRE01g038550v5
Synpcc7942_0579	CHLRE01g038550v5
Synpcc7942_1124	CHLRE12g500650v5
Synpcc7942_2123	CHLRE10g429150v5
Synpcc7942_0603	CHLRE13g567950v5
Synpcc7942_0603	CHLRE03g188250v5
Synpcc7942_0226	CHLRE10g438550v5
Synpcc7942_0226	CHLRE08g371650v5
Synpcc7942_1151	CHLRE02g090150v5
Synpcc7942_2077	CHLRE03g208049v5
Synpcc7942_2077	CHLRE02g095077v5
Synpcc7942_2077	CHLRE03g145587v5
Synpcc7942_2579	CHLRE07g316050v5
Synpcc7942_2382	CHLRE03g171461v5
Synpcc7942_1519	CHLRE02g077350v5
Synpcc7942_2228	CHLRE08g375250v5
Synpcc7942_1346	CHLRE09g402552v5
Synpcc7942_2421	CHLRE03g192050v5
Synpcc7942_0135	CHLRE03g200350v5
Synpcc7942_0163	CHLRE03g200350v5
Synpcc7942_2054	CHLRE06g259401v5
Synpcc7942_1562	CHLRE07g353230v5
Synpcc7942_1562	CHLRE06g278157v5
Synpcc7942_2435	CHLRE07g327687v5
Synpcc7942_0302	CHLRE13g591900v5
Synpcc7942_2197	CHLRE17g705850v5
Synpcc7942_1002	CHLRE05g238332v5
Synpcc7942_0448	CHLRE03g144164v5
Synpcc7942_0504	CHLRE07g342150v5
Synpcc7942_2520	CHLRE01g039850v5
Synpcc7942_0882	CHLRE02g141550v5
Synpcc7942_1088	CHLRE03g182551v5
Synpcc7942_2217	CHLRE01g052100v5
Synpcc7942_1179	CHLRE07g315150v5
Synpcc7942_1649	CHLRE07g315150v5
Synpcc7942_2120	CHLRE11g482841v5
Synpcc7942_1257	CHLRE01g037150v5
Synpcc7942_1484	CHLRE12g519900v5
Synpcc7942_1841	CHLRE12g519900v5
Synpcc7942_0794	CHLRE13g583550v5
Synpcc7942_0793	CHLRE13g583550v5
Synpcc7942_2076	CHLRE10g436600v5
Synpcc7942_2345	CHLRE02g083950v5
Synpcc7942_2023	CHLRE06g290150v5
Synpcc7942_0897	CHLRE03g199450v5
Synpcc7942_0897	CHLRE17g720350v5
Synpcc7942_1240	CHLRE09g410750v5
Synpcc7942_1851	CHLRE09g410750v5
Synpcc7942_0776	CHLRE12g484200v5
Synpcc7942_1322	CHLRE10g420350v5
Synpcc7942_0930	CHLRE03g208050v5
Synpcc7942_0464	CHLRE10g458550v5
Synpcc7942_0065	CHLRE01g001550v5
Synpcc7942_2145	CHLRE01g035300v5
Synpcc7942_2145	CHLRE12g535750v5
Synpcc7942_2144	CHLRE01g048150v5
Synpcc7942_0864	CHLRE16g676450v5
Synpcc7942_0394	CHLRE12g489050v5
Synpcc7942_0070	CHLRE02g095100v5
Synpcc7942_0024	CHLRE13g562750v5
Synpcc7942_0653	CHLRE03g189800v5
Synpcc7942_2566	CHLRE03g189800v5
Synpcc7942_0833	CHLRE06g308450v5
Synpcc7942_2467	CHLRE08g380201v5
Synpcc7942_2565	CHLRE16g690800v5
Synpcc7942_2565	CHLRE16g691000v5
Synpcc7942_2375	CHLRE15g635650v5
Synpcc7942_2491	CHLRE10g440750v5
Synpcc7942_0254	CHLRE04g221650v5
Synpcc7942_1694	CHLRE04g221650v5
Synpcc7942_0632	CHLRE06g272850v5
Synpcc7942_0262	CHLRE01g050100v5
Synpcc7942_0918	CHLRE06g299800v5
Synpcc7942_2598	CHLRE03g185300v5
Synpcc7942_0294	CHLRE09g396213v5
Synpcc7942_1715	CHLRE11g467778v5
Synpcc7942_1907	CHLRE07g346050v5
Synpcc7942_1907	CHLRE12g510050v5
Synpcc7942_2066	CHLRE15g636896v5
Synpcc7942_0982	CHLRE02g107750v5
Synpcc7942_0781	CHLRE10g424750v5
Synpcc7942_0781	CHLRE17g734548v5
Synpcc7942_2300	CHLRE07g329000v5
Synpcc7942_1753	CHLRE02g084550v5
Synpcc7942_2560	CHLRE02g084550v5
Synpcc7942_1679	CHLRE10g440450v5
Synpcc7942_2478	CHLRE10g440450v5
Synpcc7942_0562	CHLRE06g252350v5
Synpcc7942_0991	CHLRE06g260250v5
Synpcc7942_1824	CHLRE09g405800v5
Synpcc7942_2576	CHLRE01g049350v5
Synpcc7942_0087	CHLRE01g049350v5
Synpcc7942_2402	CHLRE01g053300v5
Synpcc7942_2402	CHLRE01g009350v5
Synpcc7942_2508	CHLRE16g671000v5
