,ID,fulllength,protein
871,YLR222C,121559,24671.5
872,YDL219W,25976,4578.5
873,YKR012C,18704,4059
874,YGL144C,101974,21279.5
875,YAL054C,106146,21581
876,YIL057C,24455.5,5133
877,YBR247C,71819,14200.5
878,YNR032W,54832.5,11419.5
879,YKL157W,160721,29732
880,YHR023W,286038.5,57090.5
881,YMR216C,110314.5,21493
882,YHR190W,66217.5,14305
883,YDR249C,55735,12319
884,YJL123C,70875.5,13181
885,YPL249C,132624.5,25226
886,YHR081W,27370.5,5500
887,YIL018W,57796.5,7183.5
888,YOR020C,15909.5,3052
889,YGL165C,28761.5,6225
890,YDL102W,163312,33721.5
891,YOL115W,86813.5,17206.5
892,YBR211C,48269.5,9437.5
893,YGR070W,171966,35689.5
894,YOR103C,19555.5,4443
895,YOL135C,33025.5,6469.5
896,YBR142W,114863,22655.5
897,YOL061W,73899.5,14160
898,YLL027W,37177.5,7413.5
899,YJL125C,57021,11591.5
900,YCR073C,197805,41717.5
901,YGR280C,40137,8127
902,YLR056W,54516,12436.5
903,YDL169C,33154,6493.5
904,YIL113W,31151,6259
905,YML069W,82059.5,15970
906,YLL067C,183736.5,35376
907,YOL130W,127740,24567
908,YGR294W,17989.5,3521
909,YBR207W,69363,14627
910,YOR125C,34750,6887
911,YOR267C,112840,21327
912,YJL050W,159475,32108.5
913,YPR162C,78773,16078
914,YLR411W,36003,7985.5
915,YDL083C,42853,4328
916,YPL034W,24637,5297
917,YOL089C,153306.5,31849
918,YDL091C,67690,13282.5
919,YDL040C,126959.5,26941
920,YOR303W,61304,12291
921,YBR027C,16566.5,3901.5
922,YGR189C,75664,13993.5
923,YPR165W,31177,6064.5
924,YML058W,15594.5,2872
925,YKL185W,87499.5,16733
926,YKR007W,27348.5,4724
927,YLR405W,54656,11349.5
928,YDR141C,252866.5,53979.5
929,YDR464W,212487,39092.5
930,YDL082W,47793.5,5593.5
931,YLL041C,39662.5,8158.5
932,YLR403W,101640,18537
933,YGR161C-C,65505.5,12459
934,YFR032C-B,13106,2770
935,YGR072W,57420,11660.5
936,YNL287W,139373,27914.5
937,YER138W-A,5224.5,1167
938,YDL096C,16207.5,3034.5
939,YIL099W,81718,17095.5
940,YLR005W,68604,13606.5
941,YBR024W,44868,9408.5
942,YPR087W,15990.5,3591.5
943,YNL176C,94819.5,17565.5
944,YLR315W,22868,4490.5
945,YHR192W,41367.5,8784
946,YML078W,27208.5,5587.5
947,YPL277C,72453,14551
948,YJR001W,89813.5,18568.5
949,YER154W,59894.5,12207
950,YBL108W,15214,3393
951,YNL018C,91084.5,17883
952,YIL169C,148439,25719
953,YMR205C,142841,27694.5
954,YGL226W,18372,3958
955,YNL003C,42386.5,8790
956,YDR156W,20446,3684.5
957,YLL008W,111583.5,21277.5
958,YMR163C,104979,22102.5
959,YNL308C,87440,16408
960,YOR193W,56025.5,12334
961,YNL313C,134492.5,27684.5
962,YBR269C,20592.5,3841
963,YOR294W,30202,5929.5
964,YMR151W,21759,5056
965,YDR061W,80159,16561
966,YAR002W,80132,14869
967,YLR293C,32697,6743
968,YNR002C,42143.5,9136.5
969,YNL025C,48217,10407
970,YDL186W,41215,7794
971,YOR130C,43523.5,9034
972,YPR200C,19470.5,4003
973,YDR264C,113821.5,24235.5
974,YDL085W,81108,17041
975,YPR049C,175126.5,35583
976,YGR199W,113226,25588.5
977,YOR121C,15209,3530.5
978,YLR282C,17011,3798.5
979,YDR310C,157584.5,29351
980,YJL094C,130256,27990.5
981,YMR031W-A,16245.5,3270.5
982,YOR009W,72787,12121.5
983,YLR326W,35731.5,7388.5
984,YKL163W,48509,8478
985,YNR001C,71389,14491
986,YBR101C,43217.5,8699.5
987,YOR054C,100033.5,18235
988,YAL017W,201663.5,40106.5
989,YHR135C,79913.5,15364
990,YML064C,36491,7382
991,YCL036W,83999.5,17314
992,YCR097W,24109.5,3840
993,YIL156W-A,19928,4029.5
994,YGR296W,283441,56147
995,YLL047W,19156,4605
996,YLR076C,20993.5,4164.5
997,YOL051W,160256,28530.5
998,YML098W,24850,4652.5
999,YJR085C,15786,3390.5
1000,YIL157C,29394,5986
1001,YOL114C,30090.5,6203
1002,YLR081W,85715.5,18613.5
1003,YLR363C,32568.5,6870
1004,YBR049C,120200.5,21970
1005,YAL021C,124258,24996.5
1006,YNL144C,110083.5,21580.5
1007,YCL061C,162392.5,30383.5
1008,YJL209W,97304.5,21013
1009,YOL097C,64325.5,13452
1010,YML124C,81050,13213
1011,YOL035C,15109.5,3550.5
1012,YPL023C,97737,19836
1013,YPL028W,59336.5,11236
1014,YEL060C,94351,18306
1015,YJR160C,89685.5,19476
1016,YIR025W,54626.5,10186.5
1017,YMR246W,103194.5,21440
1018,YGR065C,88520,20380.5
1019,YBR222C,80853,16736.5
1020,YKL107W,45996,9224.5
1021,YCR084C,105973,19431.5
1022,YNL291C,81733.5,17066
1023,YBR208C,273007,54566.5
1024,YLR461W,17983.5,3556.5
1025,YLR048W,55405,7155.5
1026,YJR100C,48771,10266
1027,YDL045W-A,14247,2838
1028,YOR272W,68478.5,13548.5
1029,YOL038C-A,4729,1009.5
1030,YLR019W,59048,11074.5
1031,YLR334C,18992.5,4319.5
1032,YML036W,32348,5567
1033,YDR062W,83683,17274.5
1034,YCR091W,107006.5,21274.5
1035,YLR263W,122822,24626.5
1036,YOR355W,77725.5,14410.5
1037,YDR084C,29830,6892.5
1038,YGR264C,111876,23310
1039,YDR263C,64020.5,13454.5
1040,YBL062W,19025.5,4382.5
1041,YPR204C-A,24024.5,5319
1042,YLR268W,31962.5,6977.5
1043,YHR143W,48685,8820
1044,YGR031W,50856.5,10339
1045,YJR009C,49527.5,9831
1046,YGR252W,65222,13519.5
1047,YCR099C,23147,4724.5
1048,YMR194W,37887,2935.5
1049,YKL195W,59755,10077.5
1050,YAL011W,92570,17880.5
1051,YPL156C,42335.5,8484
1052,YPL132W,44749.5,9211.5
1053,YOR033C,104294.5,20847.5
1054,YDL164C,112292,22477
1055,YOR206W,105567.5,21422.5
1056,YJL191W,40941.5,3723
1057,YPL167C,223614.5,46874.5
1058,YKR036C,95536,19194.5
1059,YDR098C-A,65505.5,12464
1060,YHR108W,87049,16568.5
1061,YNR022C,20729,4168
1062,YPL009C,154016.5,30374.5
1063,YNR010W,22263,4218.5
1064,YNL038W,37875,7559
1065,YOR051C,61243.5,12095
1066,YML118W,75008,15141
1067,YLR348C,44369.5,9355
1068,YDR025W,40188,4901.5
1069,YBR191W,43161.5,4805.5
1070,YLR121C,75607.5,15263.5
1071,YMR094W,71166.5,15587.5
1072,YDL001W,63962.5,12863.5
1073,YGR259C,21869.5,4597.5
1074,YMR125W,144280,27376.5
1075,YLR448W,45253.5,5373.5
1076,YLR172C,44687.5,9004.5
1077,YOR327C,17210,3418
1078,YHL009C,49081.5,9442.5
1079,YMR320W,15176,3270.5
1080,YHR161C,94615,18162.5
1081,YMR141W-A,11200.5,2567
1082,YPL039W,47086.5,9477.5
1083,YMR083W,55917,11255.5
1084,YMR030W-A,14463.5,3494.5
1085,YOL068C,74911,15949
1086,YER068C-A,21459,4709.5
1087,YNL147W,22020,3393
1088,YOR301W,64714,13517.5
1089,YPL176C,116422,24080.5
1090,YLR132C,43263.5,8930
1091,YBR047W,26142,5539.5
1092,YBR029C,68262,15568.5
1093,YLR379W,18564.5,3936
1094,YFR033C,21847,3809.5
1095,YPL261C,15407.5,3627
1096,YJL032W,15707.5,3612.5
1097,YJL201W,89259,18682.5
1098,YGR291C,10993,2352.5
1099,YNL265C,49545,8785.5
1100,YIL046W,94983.5,19292.5
1101,YOR143C,47589,10188
1102,YIL050W,42513,8622
1103,YCR041W,16607.5,3952.5
1104,YJR158W,84609,18652.5
1105,YML076C,140424.5,28651
1106,YIL025C,18607.5,4053
1107,YGL057C,42824,9108.5
1108,YGR019W,70140,14412.5
1109,YDL198C,44805.5,9431.5
1110,YHR075C,59623.5,12346.5
1111,YHL039W,87214,18832
1112,YOL150C,15510,3530
1113,YGR027C,16173.5,3213
1114,YOL019W-A,7580.5,1580
1115,YJL221C,87595,18656.5
1116,YOR358W,35946.5,6478
1117,YMR142C,49547,5583.5
1118,YPL064C,44728,8990.5
1119,YJL147C,56931.5,12003
1120,YOR152C,38341.5,8539.5
1121,YIL091C,107119,21900
1122,YHR209W,43446,9303.5
1123,YAL012W,58685.5,11368
1124,YBR251W,45700,9447
1125,YLR238W,70999.5,14093
1126,YEL072W,34492,7557.5
1127,YBR223W-A,5932,1252
1128,YGL260W,11487.5,2609
1129,YBR183W,47176.5,10919.5
1130,YOR109W,164746,33428
1131,YKL209C,191979.5,40449.5
1132,YKL211C,72066.5,14464.5
1133,YIL121W,80835.5,17289
1134,YLR050C,24144,5770
1135,YLR082C,58250.5,11637.5
1136,YPL281C,65032,12670
1137,YHR159W,74851.5,13320
1138,YER117W,43892.5,3939.5
1139,YHR102W,160393.5,29978
1140,YGR201C,33607,7111.5
1141,YDL044C,65377.5,13288
1142,YPL149W,43911.5,9531.5
1143,YNL252C,41838,8704
1144,YBR130C,63181,11772.5
1145,YOR192C-B,263019,52909
1146,YER071C,18854.5,3883
1147,YPL086C,82930,16892.5
1148,YGL225W,50528,11202
1149,YBR034C,51867.5,10992.5
1150,YPL097W,73275.5,15079
1151,YDR416W,127756,27048
1152,YBL029C-A,14120.5,3062
1153,YML133C,208846,41031.5
1154,YDR007W,33434.5,6558
1155,YGR044C,44643.5,8663
1156,YPL164C,106390,22351.5
1157,YPL118W,51187.5,10583.5
1158,YMR234W,51779.5,10574
1159,YMR292W,24896.5,5026.5
1160,YGR238C,131049.5,26027
1161,YER122C,73276,14038
1162,YHR084W,102366.5,19948.5
1163,YDR119W-A,9959.5,2139
1164,YDR184C,43790.5,8401.5
1165,YJR123W,33564,6294
1166,YBR301W,17989.5,3535.5
1167,YCR012W,61996.5,12257
1168,YLR118C,33905,6935
1169,YGR125W,154307.5,33023
1170,YPL269W,95740.5,19520.5
1171,YBR198C,118570.5,23355.5
1172,YBR200W,81981,16509.5
1173,YMR194C-B,14598,2132
1174,YPR096C,14991.5,3232
1175,YDL098C,28928.5,6014.5
1176,YDR067C,33434.5,7093.5
1177,YDR013W,31058.5,6333
1178,YHR001W,65001,13291
1179,YLR239C,48799.5,9829
1180,YLR016C,30402.5,6166
1181,YDR268W,56447,11599.5
1182,YER070W,132264.5,26640
1183,YBR210W,21326.5,5051
1184,YNL047C,97593.5,19270
1185,YPL274W,87641,18728.5
1186,YPR017C,21401,4311.5
1187,YLR027C,62263.5,12664.5
1188,YOR075W,51496.5,10508
1189,YCL056C,21548.5,4947
1190,YMR215W,78157.5,15491
1191,YDR340W,15028.5,3391.5
1192,YER190C-A,28591,4782.5
1193,YKR062W,48771.5,9713.5
1194,YDL174C,87247,17519.5
1195,YPL161C,94236,19397.5
1196,YPR196W,70093.5,15182
1197,YOR083W,43746,7474.5
1198,YML060W,55949.5,11701.5
1199,YOR184W,58864,11906.5
1200,YBR015C,88841,19008.5
1201,YPR062W,23577.5,4700
1202,YDR220C,14623,3415
1203,YJR051W,74594,14913
1204,YKL060C,53473,10680.5
1205,YMR088C,83955.5,18633.5
1206,YLR211C,36579,6535
1207,YDR343C,85224.5,18342
1208,YLR158C,54003.5,10655
1209,YOR028C,43934,8303.5
1210,YLR212C,70486,13871.5
1211,YFR014C,66294.5,13252
1212,YGL123C-A,11495.5,2425.5
1213,YPL234C,24632.5,5218.5
1214,YDR505C,125156,24357.5
1215,YGR091W,73419.5,14584.5
1216,YER043C,66964,13408.5
1217,YNL021W,105040.5,21502.5
1218,YKR038C,57423.5,11504
1219,YNL191W,53144,10749.5
1220,YGL021W,113143.5,22747.5
1221,YBR033W,136665,27479
1222,YJL043W,38265,7782
1223,YMR190C,214749,41358.5
1224,YKR099W,120340,22451
1225,YGR289C,91820.5,19310
1226,YJR059W,121517.5,23725
1227,YFR045W,49683,9708
1228,YHR019C,82435.5,16524.5
1229,YMR261C,156923.5,31631
1230,YPL100W,73822.5,14531.5
1231,YPL042C,82472,16741.5
1232,YGL100W,52007,10427
1233,YNL097C-B,6058.5,1293.5
1234,YLR035C,103323,20720.5
1235,YBR111C,34420,6844
1236,YMR235C,60623,11985.5
1237,YLR292C,28795,5685
1238,YDR322W,54692,11484
1239,YLR018C,44488,9239
1240,YMR040W,23939.5,5604
1241,YAL042C-A,18749,3683
1242,YKR018C,107842,21818.5
1243,YDR379C-A,11865,2484.5
1244,YHR093W,27199.5,5787
1245,YBR230C,24894,4044.5
1246,YNR008W,98278,20344.5
1247,YPL014W,56794,10585
1248,YKL094W,46623,9858
1249,YDL242W,17536,3444
1250,YEL036C,74278.5,15154.5
1251,YLR222C-A,11531.5,3052
1252,YBL036C,38297,7729.5
1253,YOR372C,82430.5,15148
1254,YOR113W,135722.5,24490.5
1255,YNL332W,50657.5,10717.5
1256,YHR193C-A,18604.5,4015
1257,YGR254W,65145,12724
1258,YER073W,77432.5,15533
1259,YAR069C,14642,3312.5
1260,YLR352W,120213,24973.5
1261,YLR295C,18531.5,3447.5
1262,YBL085W,145520.5,27622.5
1263,YJL077W-A,4301.5,902.5
1264,YAL027W,38890,7973
1265,YOL127W,41782.5,4355.5
1266,YDR236C,32599.5,6818
1267,YDR257C,73488.5,15041
1268,YDR467C,16291.5,3762.5
1269,YOL080C,42972,8706.5
1270,YLR447C,51461,10706
1271,YKR089C,135305.5,27010.5
1272,YOR049C,52947.5,12052
1273,YOL166C,16813.5,3825
1274,YJR057W,32216.5,6765
1275,YDR100W,21528,4913
1276,YDL053C,27547,4999
1277,YPL257W,28922,6533.5
1278,YKL104C,106810,21357
1279,YIL112W,160515,30604.5
1280,YBL048W,15634,4106
1281,YGL153W,50619,9688
1282,YJL059W,61025.5,13832.5
1283,YDR078C,33355,7346
1284,YHR003C,63863,13042
1285,YGL191W,19308,4090.5
1286,YDR543C,14894,3313
1287,YNL162W,41272.5,3294.5
1288,YFR031C-A,45222,7183.5
1289,YOR073W,87586.5,16222
1290,YMR086W,142321.5,25335
1291,YPR040W,52934.5,10558.5
1292,YGL163C,133399.5,26445
1293,YGR129W,31900,6041
1294,YPL133C,66339.5,12724.5
1295,YDR003W-A,6094.5,1382
1296,YDR367W,38129.5,7608.5
1297,YBR275C,284683.5,57191.5
1298,YDL085C-A,10151.5,1787
1299,YJL090C,113765.5,23778
1300,YDR030C,75232.5,15238
1301,YOL092W,46101.5,10155
1302,YGR026W,41547.5,10090
1303,YMR290W-A,17299,3770.5
1304,YPR063C,25230.5,4204.5
1305,YCL058C,22933.5,5411.5
1306,YJL142C,19506.5,4460.5
1307,YLL061W,87045,18810.5
1308,YBR057C,54382.5,10299.5
1309,YFR029W,100718.5,19921.5
1310,YNR021W,60238.5,12766.5
1311,YNL321W,135355.5,28791
1312,YPR048W,92704,19718.5
1313,YJL185C,43713,8492.5
1314,YJL069C,88380.5,17285.5
1315,YAL049C,36724.5,7627.5
1316,YIL052C,41483,3491.5
1317,YBR169C,103034,20382.5
1318,YBL055C,62252.5,12889
1319,YNL208W,29610,4999.5
1320,YPL158C,112572.5,20908.5
1321,YPL067C,29530.5,5958.5
1322,YDR451C,52517,10072
1323,YKL155C,93305.5,18754
1324,YKR077W,54093,10199.5
1325,YJR118C,30399,6564
1326,YBL049W,20665.5,4378.5
1327,YNR043W,58986.5,11794
1328,YFL046W,30844,6194
1329,YDR393W,67743.5,13922
1330,YBR148W,90384,17887
1331,YBR296C-A,5945,1326
1332,YNL163C,165004.5,32373
1333,YKL033W-A,35215.5,7284
1334,YNR070W,198626,42288.5
1335,YNL298W,125077.5,23803.5
1336,YOR046C,71733.5,14077
1337,YLL018C,82792,16462
1338,YHR109W,87186,18463
1339,YJL178C,40365,8326.5
1340,YLR035C-A,171632,34849
1341,YIL075C,140634,28334
1342,YBR085C-A,12771,2527.5
1343,YJL198W,131245,27993
1344,YDR461C-A,11976.5,2224.5
1345,YPR189W,212966.5,44385.5
1346,YHR119W,160452.5,31677.5
1347,YDR005C,62850,11491
1348,YLR241W,116567.5,25675.5
1349,YJL063C,35415.5,6928
1350,YBL111C,104071.5,20628.5
1351,YNL139C,237550,49106.5
1352,YML016C,103063.5,19818
1353,YER047C,133174,25427
1354,YMR223W,70222,14778.5
1355,YGR271W,292624,60809.5
1356,YOR316C-A,10401,2099
1357,YPL060W,61500,12830.5
1358,YML027W,57261,10527.5
1359,YPL247C,77776,15098.5
1360,YIL115W-A,18525,4029
1361,YEL067C,29197,5987
1362,YBR105C,53910.5,10854.5
1363,YNL024C,36696.5,7745.5
1364,YPR152C,68962,13605
1365,YKL192C,18739,3568
1366,YLR438C-A,13319,2519.5
1367,YNL002C,47940.5,9294
1368,YBR012W-A,65508.5,12456
1369,YOL142W,35838.5,7331
1370,YOL157C,87600,18617
1371,YDR361C,42163,8544.5
1372,YAL025C,45368.5,8595
1373,YNL111C,17988.5,3578.5
1374,YNL005C,55220,11310.5
1375,YKL218C,48547.5,9364
1376,YOL085C,16896,3376.5
1377,YGR237C,116578,22813
1378,YHR098C,138419,27912.5
1379,YDL177C,25326.5,4956.5
1380,YPL077C,35663.5,6589.5
1381,YER072W,19362,4256.5
1382,YBR284W,118691,25673.5
1383,YJR028W,65499.5,12368
1384,YJL013C,76509,15130.5
1385,YEL023C,101497.5,21148.5
1386,YDL020C,78983,15085
1387,YCR094W,58257,12434.5
1388,YBL031W,50268.5,9470.5
1389,YNR026C,70105,14321.5
1390,YER133W,72695,9738
1391,YBL029W,56030.5,10814.5
1392,YDL116W,108101.5,22323.5
1393,YER048C,58048,11534.5
1394,YOL143C,25249,5077
1395,YIL034C,42818,8422
1396,YIR034C,55581,11235
1397,YLR147C,15111,2904.5
1398,YJL083W,89712.5,17222.5
1399,YGL234W,119404.5,23237
1400,YOR151C,182158.5,36554.5
1401,YDL099W,50509,8803
1402,YHR142W,47291.5,10828.5
1403,YFL034W,159352,30620
1404,YLL019C,109555,22195
1405,YEL040W,69660,13521
1406,YCR034W,51962,11984.5
1407,YOL136C,59293,12315.5
1408,YGR115C,38947,7530
1409,YKL165C,137223,31150.5
1410,YJL095W,219597.5,42847
1411,YDR479C,82497.5,17221
1412,YNL338W,7853.5,1503
1413,YHR180C-B,5192.5,1013.5
1414,YGR073C,18535,4400
1415,YDR518W,77070,15977.5
1416,YNL322C,46728,8779.5
1417,YDR445C,20321,4603.5
1418,YHR056W-A,21601.5,4461.5
1419,YPL178W,31058.5,6202
1420,YCL048W-A,11891,2100.5
1421,YMR137C,98286,20400.5
1422,YIR038C,34965.5,7417
1423,YDR229W,67242,12413
1424,YAR070C,14905,3437
1425,YLR445W,32060.5,5443
1426,YJL203W,41592.5,8523.5
1427,YML052W,45115.5,9648
1428,YIR018C-A,6825,1494.5
1429,YFR012W-A,4292.5,892
1430,YDR376W,73415,15434
1431,YGL002W,32271.5,7028
1432,YLR248W,90685.5,17781.5
1433,YOR352W,51134,10298.5
1434,YGR218W,161434.5,33606
1435,YEL046C,57649,11546
1436,YDL151C,29026,5906.5
1437,YMR119W-A,18647.5,4505.5
1438,YIL027C,21127,4594
1439,YJL222W,230455,47532.5
1440,YAL064W,14150.5,2987
1441,YKR068C,28817,6076.5
1442,YBR295W,180995.5,35360.5
1443,YKL201C,174871.5,36633.5
1444,YFL021W,75937.5,14683
1445,YCR040W,26171,5731.5
1446,YKL062W,93747.5,17503
1447,YHL022C,59294.5,12457
1448,YHR213W,29633.5,5758
1449,YNR039C,90199,18600.5
1450,YGL203C,108356,21477.5
1451,YDR320W-B,6866,1616
1452,YLL067W-A,24017.5,5293
1453,YDR512C,27869,5645.5
1454,YDL238C,72779,14752
1455,YLL034C,124379,23892
1456,YNL339W-B,24019.5,5317
1457,YGL195W,397880.5,80235.5
1458,YDR034C-C,65181.5,12617.5
1459,YPR002W,76790.5,15871
1460,YLR224W,54982,11851
1461,YGR270W,204653,39218
1462,YJL103C,91987.5,18658.5
1463,YPL151C,67078,13591.5
1464,YPL075W,154048.5,22832
1465,YJL189W,26841,1618.5
1466,YPR118W,61264,12289
1467,YLR261C,16138.5,3521
1468,YLR193C,26119,5468
1469,YEL008W,18878.5,4119.5
1470,YOR330C,186248.5,38625.5
1471,YGR188C,151590,30729
1472,YML006C,115093.5,22008.5
1473,YLR465C,15334.5,3293
1474,YOR225W,16383,3571.5
1475,YBR077C,24216.5,5042
1476,YMR299C,46470.5,9917.5
1477,YJL119C,16041,3410
1478,YCL039W,110840,22794
1479,YDR504C,19229,5145
1480,YLR146W-A,9323.5,1612.5
1481,YGR036C,35774,8245
1482,YGL175C,51312,10098.5
1483,YKL009W,35162.5,7118.5
1484,YLR157W-E,8200.5,1668.5
1485,YDR089W,129442,26369
1486,YEL020C,83328.5,16606
1487,YLR157C,54003.5,10655
1488,YOR367W,29831.5,6124
1489,YJL138C,58905,11708.5
1490,YML130C,83833,17887.5
1491,YPR108W-A,10572.5,2153
1492,YPL279C,56113,12634
1493,YAR015W,45547.5,9372
1494,YPL021W,27897,5433
1495,YLR381W,109278,23651
1496,YGL257C,83167.5,18149
1497,YMR318C,53657.5,10965.5
1498,YBR125C,58507,11993.5
1499,YOL064C,53213,10570.5
1500,YOR280C,39674.5,8222.5
1501,YJL101C,100914.5,21216
1502,YNL137C,72279.5,15072.5
1503,YCR095C,53913.5,11219
1504,YJR062C,68071,14244
1505,YMR161W,33404.5,6605
1506,YBR261C,34504.5,6985
1507,YGL231C,28371.5,5908
1508,YDL141W,102798.5,21006.5
1509,YOR055W,21630.5,4532
1510,YNL110C,32683.5,6536
1511,YBL020W,85729.5,19766.5
1512,YMR043W,42417.5,6943
1513,YDR087C,41342.5,8843
1514,YDL021W,46326,9374
1515,YOL124C,64464,13550
1516,YOR285W,20815,4125
1517,YJR046W,89854.5,18150
1518,YGR121W-A,10721,2359.5
1519,YDR198C,71375,15664.5
1520,YOR322C,121625.5,22525.5
1521,YJL053W,56462,11363
1522,YDL135C,30101.5,6204.5
1523,YGR150C,128463.5,27558.5
1524,YDL100C,52760.5,10483.5
1525,YPL263C,96663,19467.5
1526,YPR126C,15393.5,3592
1527,YKL147C,30748,6545.5
1528,YKR104W,45645.5,9160
1529,YGR262C,38909,8140.5
1530,YLR378C,71671.5,15334.5
1531,YGR192C,49530.5,9805
1532,YCL052C,61969.5,12797.5
1533,Q0032,14554.5,4128
1534,YAL060W,56909.5,11423.5
1535,YGR219W,17016,3838.5
1536,YER140W,82797.5,18072
1537,YBR196C,82600.5,17019.5
1538,YJL051W,122189.5,23562.5
1539,YLL040C,467383.5,95228.5
1540,YOR135C,16981,3700
1541,YBR227C,77315.5,15198
1542,YIR028W,94794,21536.5
1543,YOR219C,138520,29407.5
1544,YLR024C,278519.5,59404.5
1545,YLR171W,19421,4492
1546,YHR111W,65474.5,13170
1547,YDL105W,59780.5,11693.5
1548,YLL003W,140555.5,30479
1549,YAL003W,48976.5,5819
1550,YJR152W,80985,17674.5
1551,YFL017W-A,11576,2297
1552,YJL106W,96028,19221
1553,YHR017W,57434,12479
1554,YGL172W,70214.5,12861.5
1555,YKL109W,82450.5,15746.5
1556,YDR497C,87123.5,18245
1557,YKL032C,88566,15457.5
1558,YGL250W,35915,6964
1559,YDR252W,22216,4235.5
1560,YAL014C,38005,7184
1561,YGR141W,69472,15341.5
1562,YJL100W,90224,18503
1563,YGL232W,45867,8712.5
1564,YDR299W,79244.5,14938
1565,YGR027W-B,260835.5,52008.5
1566,YML039W,260852.5,51992
1567,YML013W,86826.5,17656
1568,YBR030W,82113.5,16463
1569,YOR181W,94072,16433.5
1570,YNR003W-A,4930.5,940.5
1571,YNL134C,55986.5,11326
1572,YMR071C,25018,5666.5
1573,YJR133W,31189,6256
1574,YHR041C,36331,6184.5
1575,YOR243C,100500.5,19888
1576,YKL063C,24866,4770
1577,YJR030C,110951,22670
1578,YLL006W-A,8812.5,1989
1579,YCR057C,137312,27847.5
1580,YMR106C,93474,18494.5
1581,YJL105W,83223.5,16610
1582,YER075C,138098.5,27920.5
1583,YGL198W,35110,7525.5
1584,YHR042W,102856,20877.5
1585,YBR059C,164546.5,30440.5
1586,YLR152C,85924.5,18452.5
1587,YMR312W,40785,8357
1588,YER057C,19335,3724.5
1589,YMR141C,15319.5,3342
1590,YJL036W,62866,12871
1591,YOL123W,79290.5,14371.5
1592,YML012W,31511,6257
1593,YDR465C,61348.5,12700
1594,YGL242C,26990,4818
1595,YER031C,33227,6417.5
1596,YOR316C,65480,13378
1597,YJR070C,48365,9204.5
1598,YGR059W,76081.5,15686
1599,YOL166W-A,7770,1931.5
1600,YOL103W-B,260847.5,52069.5
1601,YMR148W,22207.5,4660.5
1602,YJR109C,166471.5,33579.5
1603,YDR545C-A,23874,5254.5
1604,YDR213W,135571,25256.5
1605,YOL125W,70771.5,14276.5
1606,YJL175W,25543.5,5230.5
1607,YLL011W,72729,14732
1608,YPL154C,60444,12466
1609,YGL149W,15326,3727
1610,YOR042W,60930,10575
1611,YMR098C,91027.5,18897.5
1612,YGL018C,27415.5,5608.5
1613,YIR032C,29075,5711
1614,YLR434C,19125,4361.5
1615,YJR058C,22021,4877
1616,YNL309W,62417.5,11158.5
1617,YFL051C,23942.5,4961
1618,YPL210C,95162.5,19814
1619,YGR253C,38756.5,7355.5
1620,YBL071C-B,4925.5,1181
1621,YHR208W,58565,11924.5
1622,YJR154W,51508.5,10629.5
1623,YER112W,27849,5275
1624,YER056C-A,37767.5,3500.5
1625,YDR291W,160183,32958
1626,YOL086W-A,13475.5,2594
1627,YDL209C,50438,10170
1628,YOR368W,59711,12116
1629,YIL021C-A,13437,3063
1630,YCR046C,25170,5142.5
1631,YDR056C,30568,6104.5
1632,YER101C,64074.5,13583
1633,YML101C,17477,3209
1634,YFR010W-A,9434.5,2291.5
1635,YBR267W,58289,11405.5
1636,YPL187W,24627,4995.5
1637,YOR001W,109011,21883
1638,YDL232W,5521.5,1133.5
1639,YDL079C,89054,15510.5
1640,YDR471W,39320.5,4297.5
1641,YDR311W,95395.5,18853.5
1642,YGR209C,15625.5,3110
1643,YGL258W,30866.5,6238.5
1644,YOL018C,59030,11612.5
1645,YLR064W,40901,9946.5
1646,YPL016W,195395.5,37724
1647,YNR038W,93598,18453
1648,YMR135C,67642,13735
1649,YPR147C,45406.5,9910
1650,YMR304C-A,17492.5,4286.5
1651,YDR421W,141114.5,28322
1652,YOR343C,16199.5,3201.5
1653,YER015W,110830.5,22952
1654,YJL173C,18254.5,3618
1655,YKR024C,110349.5,22135.5
1656,YBR203W,137514.5,27578
1657,YDL108W,49625,9674.5
1658,YNR073C,74750.5,15401.5
1659,YBL080C,80491,16505
1660,YLR406C-A,7462,1807
1661,YHR021C,39623.5,2379.5
1662,YNL230C,56294,11354
1663,YDR232W,81537.5,15951
1664,YBR097W,216511.5,45779
1665,YBL033C,51250,9730
1666,YOR170W,15201,3481.5
1667,YNL271C,289941,55535
1668,YMR018W,76467.5,15912.5
1669,YOR376W,18317.5,4036
1670,YJL200C,117332,23314.5
1671,YCR106W,123958.5,26015
1672,YLR209C,46370,9087
1673,YBR009C,15440,3054
1674,YPL135C-A,8627,1610.5
1675,YPL136W,18309.5,3593
1676,YEL039C,16887,3428.5
1677,YKL065W-A,11001,2339.5
1678,YHR001W-A,14742.5,2468.5
1679,YAR009C,177759.5,36340.5
1680,YCL021W-A,18749,4080
1681,YIL177C,280242.5,51913.5
1682,YDR059C,26680.5,4552.5
1683,YBR025C,58717.5,11798
1684,YGR048W,53719,10659
1685,YDR418W,24658,4632
1686,YIR004W,64109.5,12388.5
1687,YFL049W,92601,18472
1688,YHR009C,77876,15209
1689,YGL111W,68867,14082
1690,YKL053W,18660.5,4413.5
1691,YMR293C,69139.5,14115
1692,YIL089W,30682,6886.5
1693,YFL056C,31690.5,6626.5
1694,YIL116W,57386,11630
