"","ID","fulllength","protein"
"4481","ENSMUST00000107684",130406,3974
"4482","ENSMUST00000025196",181430.5,8153.5
"4483","ENSMUST00000128016",153301.5,5330.5
"4484","ENSMUST00000005583",145475,6689
"4485","ENSMUST00000025249",151010,5634
"4486","ENSMUST00000091353",251309,4564.5
"4487","ENSMUST00000150050",204604,3447
"4488","ENSMUST00000150864",132256,2349.5
"4489","ENSMUST00000088248",148977,5289
"4490","ENSMUST00000164119",140090.5,5577
"4491","ENSMUST00000107080",130066.5,1664
"4492","ENSMUST00000015267",160103.5,8405
"4493","ENSMUST00000024270",198999,6666.5
"4494","ENSMUST00000115289",133894.5,1955.5
"4495","ENSMUST00000053410",308730.5,24429.5
"4496","ENSMUST00000168815",131673,4643.5
"4497","ENSMUST00000035061",161593.5,4770
"4498","ENSMUST00000053558",147215,4370.5
"4499","ENSMUST00000025014",153125,7850
"4500","ENSMUST00000164361",266329.5,14830.5
"4501","ENSMUST00000049312",180361,8007.5
"4502","ENSMUST00000121412",159592.5,7122.5
"4503","ENSMUST00000060185",214838,6901.5
"4504","ENSMUST00000026407",145892.5,7535
"4505","ENSMUST00000118229",256820,15361.5
"4506","ENSMUST00000070878",133206,4150
"4507","ENSMUST00000118420",143323,3697.5
"4508","ENSMUST00000030950",233391,6605
"4509","ENSMUST00000088339",186320,4079.5
"4510","ENSMUST00000063869",172085,6572.5
"4511","ENSMUST00000141227",138948,1451.5
"4512","ENSMUST00000106300",151889,7567
"4513","ENSMUST00000174259",156692.5,7327.5
"4514","ENSMUST00000019464",212515,9865.5
"4515","ENSMUST00000150204",148168,875
"4516","ENSMUST00000046332",161299,6969
"4517","ENSMUST00000129243",152866.5,5046
"4518","ENSMUST00000093399",156149.5,6045
"4519","ENSMUST00000154131",143764,1824.5
"4520","ENSMUST00000015812",182370.5,4227.5
"4521","ENSMUST00000045543",177917.5,7923.5
"4522","ENSMUST00000029085",176836,5562
"4523","ENSMUST00000058755",284773.5,17247.5
"4524","ENSMUST00000097014",183812.5,13352.5
"4525","ENSMUST00000143107",159568.5,4559
"4526","ENSMUST00000112534",265938,3737
"4527","ENSMUST00000029679",144386,2568
"4528","ENSMUST00000111295",168460,9384.5
"4529","ENSMUST00000037820",161968.5,7331
"4530","ENSMUST00000111465",138312.5,3291.5
"4531","ENSMUST00000107542",204096,2703
"4532","ENSMUST00000130411",277231,9092.5
"4533","ENSMUST00000128245",265422.5,6698
"4534","ENSMUST00000036215",231793,11727.5
"4535","ENSMUST00000107477",138080,5740
"4536","ENSMUST00000015588",148829.5,7621.5
"4537","ENSMUST00000047945",154564.5,7848
"4538","ENSMUST00000061508",201401.5,14754.5
"4539","ENSMUST00000112872",161611,9096.5
"4540","ENSMUST00000078665",168463,10878.5
"4541","ENSMUST00000108621",174345.5,11211
"4542","ENSMUST00000038149",254293,11508
"4543","ENSMUST00000177005",311644.5,12068.5
"4544","ENSMUST00000177207",175738,2152
"4545","ENSMUST00000093211",216305,17421
"4546","ENSMUST00000112387",236384,13900
"4547","ENSMUST00000122177",138438.5,5740
"4548","ENSMUST00000106843",228926.5,14055
"4549","ENSMUST00000073721",141372.5,6754.5
"4550","ENSMUST00000141446",148054.5,4763.5
"4551","ENSMUST00000155735",216177.5,14359.5
"4552","ENSMUST00000031723",181273.5,5616
"4553","ENSMUST00000041142",214113.5,16639.5
"4554","ENSMUST00000026555",158851,7513
"4555","ENSMUST00000111039",183702,5576
"4556","ENSMUST00000108624",126739.5,2478
"4557","ENSMUST00000110152",195430,4236.5
"4558","ENSMUST00000089549",149124.5,7485.5
"4559","ENSMUST00000135365",149630.5,1118
"4560","ENSMUST00000072503",136801.5,5609
"4561","ENSMUST00000037696",240700.5,25731
"4562","ENSMUST00000082093",151054.5,7741
"4563","ENSMUST00000018714",176664,10973
"4564","ENSMUST00000138683",224781,2678
"4565","ENSMUST00000015578",148316,7486
"4566","ENSMUST00000025818",309734,20495.5
"4567","ENSMUST00000058056",130043.5,4481
"4568","ENSMUST00000106155",138083.5,3109
"4569","ENSMUST00000166903",138282.5,3366.5
"4570","ENSMUST00000170595",176567,7072.5
"4571","ENSMUST00000160448",133185,2345.5
"4572","ENSMUST00000107809",140079.5,3177.5
"4573","ENSMUST00000070102",139660,4838.5
"4574","ENSMUST00000102483",131221,4760
"4575","ENSMUST00000067955",249872.5,2438.5
"4576","ENSMUST00000152919",138213.5,1227.5
"4577","ENSMUST00000110172",261090.5,5647
"4578","ENSMUST00000040572",287626,11395
"4579","ENSMUST00000035069",161263.5,6253
"4580","ENSMUST00000063954",145873,6533.5
"4581","ENSMUST00000004396",138668.5,3492
"4582","ENSMUST00000076961",147250.5,5734.5
"4583","ENSMUST00000041095",229814,22746
"4584","ENSMUST00000024223",183054.5,7244.5
"4585","ENSMUST00000172132",183346.5,8605
"4586","ENSMUST00000034927",381927.5,12690
"4587","ENSMUST00000057164",362406,38613
"4588","ENSMUST00000032747",146546.5,4966
"4589","ENSMUST00000026137",138331,3159
"4590","ENSMUST00000100969",175031.5,10644.5
"4591","ENSMUST00000099412",186086,2995
"4592","ENSMUST00000050267",144634,3203.5
"4593","ENSMUST00000170953",133051,4670
"4594","ENSMUST00000046647",138085,5103
"4595","ENSMUST00000040324",374166,29850
"4596","ENSMUST00000056649",244868,17141
"4597","ENSMUST00000078572",165527.5,9817.5
"4598","ENSMUST00000133598",135338.5,1259.5
"4599","ENSMUST00000090541",338018.5,3974
"4600","ENSMUST00000037967",204752.5,14826.5
"4601","ENSMUST00000099536",134796.5,3392.5
"4602","ENSMUST00000066211",230082,12182.5
"4603","ENSMUST00000021813",173638,6860
"4604","ENSMUST00000109617",197408,6464.5
"4605","ENSMUST00000000756",143182.5,6081
"4606","ENSMUST00000108597",149864,6547.5
"4607","ENSMUST00000074740",202146,10792.5
"4608","ENSMUST00000128906",173484,3116.5
"4609","ENSMUST00000106371",172573,8295.5
"4610","ENSMUST00000093059",161477.5,7683
"4611","ENSMUST00000026409",206630.5,5194.5
"4612","ENSMUST00000068894",165095,9178.5
"4613","ENSMUST00000079724",160243,7818.5
"4614","ENSMUST00000105852",183569,6748
"4615","ENSMUST00000106367",141433.5,3055.5
"4616","ENSMUST00000122092",311111.5,4014.5
"4617","ENSMUST00000023788",216580,15240
"4618","ENSMUST00000111312",135698.5,2698.5
"4619","ENSMUST00000078469",172376,11299.5
"4620","ENSMUST00000009420",256328,15361.5
"4621","ENSMUST00000082048",172219.5,11270
"4622","ENSMUST00000119784",139235.5,2904.5
"4623","ENSMUST00000119995",128074.5,3993.5
"4624","ENSMUST00000114785",123516.5,2199.5
"4625","ENSMUST00000159834",162385.5,2973
"4626","ENSMUST00000056427",183586,13002.5
"4627","ENSMUST00000027426",162092,3772.5
"4628","ENSMUST00000114146",199685,14826.5
"4629","ENSMUST00000021942",159156.5,6569
"4630","ENSMUST00000003123",199935.5,3322
"4631","ENSMUST00000038769",129203,2360.5
"4632","ENSMUST00000024794",152824,5594.5
"4633","ENSMUST00000079716",143831.5,5526
"4634","ENSMUST00000162957",178202,6662.5
"4635","ENSMUST00000057974",181420.5,8169.5
"4636","ENSMUST00000110993",158895,7832
"4637","ENSMUST00000022834",158822.5,7845.5
"4638","ENSMUST00000045529",262089.5,11909.5
"4639","ENSMUST00000000574",223235,10963.5
"4640","ENSMUST00000017309",128455,2785
"4641","ENSMUST00000113732",188877,12845
"4642","ENSMUST00000001536",245969,9653
"4643","ENSMUST00000049740",360037,18922
"4644","ENSMUST00000033713",156678.5,4743
"4645","ENSMUST00000171514",283229,9360
"4646","ENSMUST00000117223",189994.5,4024.5
"4647","ENSMUST00000171557",214246,4461.5
"4648","ENSMUST00000040307",255970,9948.5
"4649","ENSMUST00000112551",150386.5,5914.5
"4650","ENSMUST00000172015",258053,12742.5
"4651","ENSMUST00000026817",140939.5,3633
"4652","ENSMUST00000025904",168501.5,6031
"4653","ENSMUST00000176902",196765,5023.5
"4654","ENSMUST00000042191",147481,3697.5
"4655","ENSMUST00000106378",204805,2685
"4656","ENSMUST00000081162",384258.5,14285.5
"4657","ENSMUST00000035092",203290,8857
"4658","ENSMUST00000119428",139857.5,3816
"4659","ENSMUST00000177523",155173.5,5750
"4660","ENSMUST00000030169",198920.5,9600
"4661","ENSMUST00000058109",203292,7352
"4662","ENSMUST00000106050",141977,3669.5
"4663","ENSMUST00000009039",134754.5,3513
"4664","ENSMUST00000082431",159388,5887.5
"4665","ENSMUST00000161166",178250.5,6501
"4666","ENSMUST00000048792",140368,2094.5
"4667","ENSMUST00000110894",164657.5,5240.5
"4668","ENSMUST00000111996",142695.5,4170
"4669","ENSMUST00000150350",157951.5,6404.5
"4670","ENSMUST00000076046",198146.5,10999.5
"4671","ENSMUST00000006496",144200.5,5850
"4672","ENSMUST00000169080",154731,5934.5
"4673","ENSMUST00000173875",223719,6223
"4674","ENSMUST00000024947",196488.5,8286
"4675","ENSMUST00000113935",181134.5,9692
"4676","ENSMUST00000170421",308159.5,20205
"4677","ENSMUST00000038569",229804.5,8370.5
"4678","ENSMUST00000026318",164669,5607.5
"4679","ENSMUST00000035275",186363.5,10629
"4680","ENSMUST00000063116",202708.5,8251
"4681","ENSMUST00000030947",216148.5,12804
"4682","ENSMUST00000172240",241777.5,13545
"4683","ENSMUST00000124303",141447,1721
"4684","ENSMUST00000098345",198322,11416
"4685","ENSMUST00000018914",142744,4170
"4686","ENSMUST00000129047",159009,8804
"4687","ENSMUST00000141695",204259,1606.5
"4688","ENSMUST00000059093",145162,2378.5
"4689","ENSMUST00000070888",273784.5,9482
"4690","ENSMUST00000150975",195302,8244
"4691","ENSMUST00000111631",135403,2507
"4692","ENSMUST00000111308",208305.5,7763.5
"4693","ENSMUST00000008528",168466.5,6154.5
"4694","ENSMUST00000026614",208111.5,7331
"4695","ENSMUST00000020650",167252.5,3922.5
"4696","ENSMUST00000114906",136441.5,1690
"4697","ENSMUST00000021307",198759.5,6770.5
"4698","ENSMUST00000122393",171521,11615
"4699","ENSMUST00000060864",302498,17015
"4700","ENSMUST00000057716",146353.5,5587
"4701","ENSMUST00000076258",236171.5,11646
"4702","ENSMUST00000163555",273714,8357
"4703","ENSMUST00000073067",202586.5,14826.5
"4704","ENSMUST00000107264",218339,21992
"4705","ENSMUST00000115617",165112.5,4251
"4706","ENSMUST00000115615",166796.5,4226.5
"4707","ENSMUST00000172997",231385,7811
"4708","ENSMUST00000031523",211262.5,13457.5
"4709","ENSMUST00000115616",168926,4251
"4710","ENSMUST00000166173",132501.5,2869
"4711","ENSMUST00000099676",146589,2418
"4712","ENSMUST00000109836",142407,3067.5
"4713","ENSMUST00000115620",164258,3567.5
"4714","ENSMUST00000045738",246618,16676.5
"4715","ENSMUST00000107950",273616,8357
"4716","ENSMUST00000115621",174665,4226.5
"4717","ENSMUST00000130992",134100,1904.5
"4718","ENSMUST00000055424",138379.5,2371.5
"4719","ENSMUST00000032907",151531,3853.5
"4720","ENSMUST00000033936",172983,6030.5
"4721","ENSMUST00000110538",230783,9457
"4722","ENSMUST00000077066",306683,13503.5
"4723","ENSMUST00000007253",230933.5,11927.5
"4724","ENSMUST00000107585",137644.5,3891.5
"4725","ENSMUST00000015594",150980.5,7399
"4726","ENSMUST00000125674",145198.5,2498
"4727","ENSMUST00000164013",192364.5,14030
"4728","ENSMUST00000056890",303433.5,6758
"4729","ENSMUST00000101085",269833.5,18988.5
"4730","ENSMUST00000031478",348918,17686
"4731","ENSMUST00000165532",155203.5,6342.5
"4732","ENSMUST00000087321",243791.5,9778
"4733","ENSMUST00000108109",230348,8370.5
"4734","ENSMUST00000050737",144258,6767.5
"4735","ENSMUST00000097489",174303,8651.5
"4736","ENSMUST00000033664",191896,11178.5
"4737","ENSMUST00000171245",176352.5,3611.5
"4738","ENSMUST00000100099",219560.5,17448
"4739","ENSMUST00000164703",281016,9364
"4740","ENSMUST00000052932",284062,17684.5
"4741","ENSMUST00000148716",192729,3996
"4742","ENSMUST00000089667",148299,5807
"4743","ENSMUST00000058437",167017,8670.5
"4744","ENSMUST00000059052",258397.5,12854.5
"4745","ENSMUST00000171752",174848.5,8651.5
"4746","ENSMUST00000136621",152611.5,7827.5
"4747","ENSMUST00000106000",203832,8150.5
"4748","ENSMUST00000092557",184074,6489.5
"4749","ENSMUST00000113376",139997,3094
"4750","ENSMUST00000018716",208817.5,10495.5
"4751","ENSMUST00000163971",180210,5993.5
"4752","ENSMUST00000127208",349874,14359.5
"4753","ENSMUST00000025806",181269,11073.5
"4754","ENSMUST00000160682",134087.5,2429
"4755","ENSMUST00000027802",188830,8941
"4756","ENSMUST00000107808",143525.5,1866.5
"4757","ENSMUST00000044143",144434,5307
"4758","ENSMUST00000111548",179304.5,5092
"4759","ENSMUST00000055036",163672.5,8108
"4760","ENSMUST00000064214",169083.5,5840.5
"4761","ENSMUST00000079464",211851,13270.5
"4762","ENSMUST00000107912",201048.5,12281
"4763","ENSMUST00000164478",169083.5,4347.5
"4764","ENSMUST00000022418",184216.5,4396.5
"4765","ENSMUST00000015234",154841,5730.5
"4766","ENSMUST00000120094",149511,5774.5
"4767","ENSMUST00000095476",312314,27892
"4768","ENSMUST00000095051",146083,5416.5
"4769","ENSMUST00000107499",149873.5,5443
"4770","ENSMUST00000142061",159770,4143
"4771","ENSMUST00000057186",330359,11892
"4772","ENSMUST00000022638",274617,21909
"4773","ENSMUST00000025759",232993.5,4536
"4774","ENSMUST00000164697",169675,4672
"4775","ENSMUST00000043803",152201.5,4520.5
"4776","ENSMUST00000163452",257167.5,15361.5
"4777","ENSMUST00000107698",181387.5,12141
"4778","ENSMUST00000114473",184637.5,10228
"4779","ENSMUST00000107506",146541.5,5416.5
"4780","ENSMUST00000002989",226033,11473
"4781","ENSMUST00000073428",222920,19240.5
"4782","ENSMUST00000000326",277664,13155
"4783","ENSMUST00000093868",141654,3108
"4784","ENSMUST00000167247",159777.5,3775.5
"4785","ENSMUST00000164838",160445.5,4301.5
"4786","ENSMUST00000058912",165862,5812
"4787","ENSMUST00000015227",151779.5,4992.5
"4788","ENSMUST00000160869",144153,2082.5
"4789","ENSMUST00000107081",151546,1664
"4790","ENSMUST00000121922",140223,4092.5
"4791","ENSMUST00000071328",168418,4254.5
"4792","ENSMUST00000050785",156482.5,6128.5
"4793","ENSMUST00000124226",506140.5,61130
"4794","ENSMUST00000146599",131244.5,2567
"4795","ENSMUST00000087674",218246.5,8374
"4796","ENSMUST00000164913",157407,5474.5
"4797","ENSMUST00000101014",143697.5,4360
"4798","ENSMUST00000169082",188137,8296
"4799","ENSMUST00000049352",301091,6129.5
"4800","ENSMUST00000107584",138480,3465
"4801","ENSMUST00000115640",228374,17314
"4802","ENSMUST00000027358",205110,12845
"4803","ENSMUST00000099353",189860.5,7911.5
"4804","ENSMUST00000116476",198574.5,7351
"4805","ENSMUST00000014843",225168.5,18018.5
"4806","ENSMUST00000010188",198214,13142
"4807","ENSMUST00000050581",177222,10045.5
"4808","ENSMUST00000098361",206831,15490
"4809","ENSMUST00000023906",145933.5,5434
"4810","ENSMUST00000110149",203458,4301.5
"4811","ENSMUST00000064462",154897,6678
"4812","ENSMUST00000042340",181667.5,8009
"4813","ENSMUST00000129630",130431,2009
"4814","ENSMUST00000163763",154699.5,3176
"4815","ENSMUST00000138981",221080,5527.5
"4816","ENSMUST00000077719",145313,5773.5
"4817","ENSMUST00000168767",214299.5,2995
"4818","ENSMUST00000079735",155623,3513
"4819","ENSMUST00000087165",167661,8062.5
"4820","ENSMUST00000068700",314310,33101
"4821","ENSMUST00000009425",146832.5,4792
"4822","ENSMUST00000114259",150243.5,5730.5
"4823","ENSMUST00000127741",230214,6292
"4824","ENSMUST00000163508",317475,33101
"4825","ENSMUST00000094004",243725.5,13682
"4826","ENSMUST00000068641",177819,5491.5
"4827","ENSMUST00000107810",144017.5,1659
"4828","ENSMUST00000121197",165311.5,4619
"4829","ENSMUST00000176229",141657,1376
"4830","ENSMUST00000021552",260419,9357.5
"4831","ENSMUST00000124024",150866,1388
"4832","ENSMUST00000105586",204115,2555
"4833","ENSMUST00000107807",134436,1369.5
"4834","ENSMUST00000118121",158063.5,2213.5
"4835","ENSMUST00000028934",143059.5,4548.5
"4836","ENSMUST00000115231",142988.5,1709
"4837","ENSMUST00000032920",205657.5,6939.5
"4838","ENSMUST00000094276",302855,15082
"4839","ENSMUST00000018699",175014,8398
"4840","ENSMUST00000106373",176540,9472.5
"4841","ENSMUST00000095500",194261,11524.5
"4842","ENSMUST00000028796",246882,15645.5
"4843","ENSMUST00000167535",198964.5,7722.5
"4844","ENSMUST00000126005",298282.5,16073
"4845","ENSMUST00000140331",147862.5,992
"4846","ENSMUST00000088295",378613,22124
"4847","ENSMUST00000147991",195858.5,11026
"4848","ENSMUST00000026539",147046,4619.5
"4849","ENSMUST00000122266",158530,2994.5
"4850","ENSMUST00000021296",191173.5,8472
"4851","ENSMUST00000001347",182055.5,6444
"4852","ENSMUST00000109418",309836.5,8879
"4853","ENSMUST00000124059",237976,3248.5
"4854","ENSMUST00000172617",237976,5160.5
"4855","ENSMUST00000079793",148810,3316.5
"4856","ENSMUST00000160560",154560,4550.5
"4857","ENSMUST00000021120",222162.5,17494.5
"4858","ENSMUST00000177086",188352.5,8535
"4859","ENSMUST00000035983",205292.5,4949.5
"4860","ENSMUST00000106441",221720,17476
"4861","ENSMUST00000110218",242087,6615.5
"4862","ENSMUST00000052172",203119,11964
"4863","ENSMUST00000074806",175858.5,10593.5
"4864","ENSMUST00000020323",245774.5,13361
"4865","ENSMUST00000033486",170986,4934.5
"4866","ENSMUST00000167436",143607.5,4407.5
"4867","ENSMUST00000002087",189764.5,10228
"4868","ENSMUST00000165725",152960,3587.5
"4869","ENSMUST00000171884",225968,7737.5
"4870","ENSMUST00000106007",240365,9372
"4871","ENSMUST00000028902",160906.5,3950.5
"4872","ENSMUST00000003116",264093.5,12893
"4873","ENSMUST00000107619",263549,13079.5
"4874","ENSMUST00000101272",155419.5,5513.5
"4875","ENSMUST00000037534",204695.5,9895.5
"4876","ENSMUST00000099354",185222,7586
"4877","ENSMUST00000034751",327112.5,13806.5
"4878","ENSMUST00000172554",165247.5,7491.5
"4879","ENSMUST00000029331",306874.5,12609.5
"4880","ENSMUST00000035211",226983,20746
"4881","ENSMUST00000055413",177216.5,3027
"4882","ENSMUST00000107134",297815.5,9787.5
"4883","ENSMUST00000044380",271851.5,12798.5
"4884","ENSMUST00000106091",194369.5,8758.5
"4885","ENSMUST00000110003",219726.5,7485
"4886","ENSMUST00000160392",203611,5967
"4887","ENSMUST00000036423",217912.5,14359.5
"4888","ENSMUST00000167246",245986,15080
"4889","ENSMUST00000038839",199497.5,11541.5
"4890","ENSMUST00000103127",199497.5,12339.5
"4891","ENSMUST00000115142",241650.5,18922
"4892","ENSMUST00000172069",235560.5,3922.5
"4893","ENSMUST00000006907",235512,13007.5
"4894","ENSMUST00000015049",207102,6784.5
"4895","ENSMUST00000044252",185243,7800.5
"4896","ENSMUST00000171152",244145.5,12784
"4897","ENSMUST00000056480",248434,13794
"4898","ENSMUST00000084922",235963.5,13552.5
"4899","ENSMUST00000109961",169751.5,4239
"4900","ENSMUST00000140931",231919.5,2490
"4901","ENSMUST00000160885",200332.5,7050.5
"4902","ENSMUST00000166724",192602,2747.5
"4903","ENSMUST00000103097",136660,3406.5
"4904","ENSMUST00000159283",226043.5,5460.5
"4905","ENSMUST00000028475",209533.5,12582.5
"4906","ENSMUST00000038661",246741,9206.5
"4907","ENSMUST00000105805",147274.5,4219.5
"4908","ENSMUST00000060301",153981.5,4643.5
"4909","ENSMUST00000098656",216786,10778
"4910","ENSMUST00000015585",161045,7357.5
"4911","ENSMUST00000061209",268509,11815.5
"4912","ENSMUST00000069803",137129.5,1230.5
"4913","ENSMUST00000029787",171005.5,7586.5
"4914","ENSMUST00000094301",229218.5,5682.5
"4915","ENSMUST00000167197",211011,12281
"4916","ENSMUST00000019447",178818,6194
"4917","ENSMUST00000105865",220466.5,3440
"4918","ENSMUST00000053263",197986,10912
"4919","ENSMUST00000073488",214055,12281
"4920","ENSMUST00000162886",224490,20510
"4921","ENSMUST00000090260",246088,12986.5
"4922","ENSMUST00000169233",265991.5,7289.5
"4923","ENSMUST00000111547",177419.5,5092
"4924","ENSMUST00000015239",233579,17178
"4925","ENSMUST00000073724",235672,15902.5
"4926","ENSMUST00000075221",228008.5,7609
"4927","ENSMUST00000122066",404346.5,23575
"4928","ENSMUST00000022692",155278.5,5661.5
"4929","ENSMUST00000007318",193634,11220
"4930","ENSMUST00000144207",258813.5,3409
"4931","ENSMUST00000006911",217221.5,8944.5
"4932","ENSMUST00000142094",155304,1792
"4933","ENSMUST00000107910",211842.5,12165
"4934","ENSMUST00000004203",197945,12798
"4935","ENSMUST00000128830",144083,2355.5
"4936","ENSMUST00000092394",230111.5,3982.5
"4937","ENSMUST00000057169",290664.5,20043.5
"4938","ENSMUST00000117700",146900,2633
"4939","ENSMUST00000028467",157150,6313.5
"4940","ENSMUST00000036418",184905.5,10128
"4941","ENSMUST00000056129",277810.5,22537
"4942","ENSMUST00000078084",202238,8023
"4943","ENSMUST00000165764",233703,14684.5
"4944","ENSMUST00000050975",296174.5,17975.5
"4945","ENSMUST00000107911",213957,12165
"4946","ENSMUST00000023211",201618,10027
"4947","ENSMUST00000078386",326304,25475
"4948","ENSMUST00000146451",219139.5,7216
"4949","ENSMUST00000106478",213499,8051
"4950","ENSMUST00000172352",191710.5,12394
"4951","ENSMUST00000161604",216983.5,8875
"4952","ENSMUST00000163268",216983.5,8875
"4953","ENSMUST00000113733",189825,12845
"4954","ENSMUST00000010451",204902.5,8113
"4955","ENSMUST00000094037",201668,12173
"4956","ENSMUST00000106386",209138.5,11208.5
"4957","ENSMUST00000057885",152678,5774.5
"4958","ENSMUST00000087241",302504,6787
"4959","ENSMUST00000167492",148299,4163.5
"4960","ENSMUST00000143814",181134.5,1109.5
"4961","ENSMUST00000143154",259874,8472.5
"4962","ENSMUST00000028312",151919.5,6058
"4963","ENSMUST00000111307",162620.5,4509
"4964","ENSMUST00000030800",210175.5,15457.5
"4965","ENSMUST00000164181",149408,4378
"4966","ENSMUST00000159755",172515.5,4295
"4967","ENSMUST00000048659",171033.5,4272
"4968","ENSMUST00000061497",147693.5,5650
"4969","ENSMUST00000107249",152936,4452
"4970","ENSMUST00000028061",157827,3565
"4971","ENSMUST00000087566",193345,11773
"4972","ENSMUST00000114192",153025.5,5425
"4973","ENSMUST00000027035",271771,11135.5
"4974","ENSMUST00000022032",256532,10322.5
"4975","ENSMUST00000100514",327975,10492.5
"4976","ENSMUST00000171193",266368,1388
"4977","ENSMUST00000029772",324359.5,17251
"4978","ENSMUST00000096389",170488.5,6910.5
"4979","ENSMUST00000111333",301870,16483.5
"4980","ENSMUST00000109895",241958.5,17141
"4981","ENSMUST00000108585",174861.5,7564.5
"4982","ENSMUST00000084544",146764,2793.5
"4983","ENSMUST00000042121",194130,8010
"4984","ENSMUST00000165114",213014.5,9357.5
"4985","ENSMUST00000036376",213239.5,8923
"4986","ENSMUST00000140206",291253,16256.5
"4987","ENSMUST00000035395",158615.5,3628
"4988","ENSMUST00000111280",137881.5,2329.5
"4989","ENSMUST00000108536",301124,11620
"4990","ENSMUST00000094296",159852,5526.5
"4991","ENSMUST00000169600",147351.5,1475.5
"4992","ENSMUST00000116228",153301.5,3238
"4993","ENSMUST00000163826",150609,5247.5
"4994","ENSMUST00000021378",209340,3265
"4995","ENSMUST00000054048",303505,10191.5
"4996","ENSMUST00000109863",181108,7618.5
"4997","ENSMUST00000019439",235919,10996.5
"4998","ENSMUST00000001867",339902.5,12215
"4999","ENSMUST00000073120",207706.5,13379.5
"5000","ENSMUST00000047851",132881.5,2427
"5001","ENSMUST00000108596",150658,3999.5
"5002","ENSMUST00000080518",230413.5,17842
"5003","ENSMUST00000044804",250385.5,13877
"5004","ENSMUST00000107622",297004.5,10070
"5005","ENSMUST00000106313",181425.5,9521.5
"5006","ENSMUST00000026036",207317,13488
"5007","ENSMUST00000088200",185976,8296
"5008","ENSMUST00000018966",211936,9789.5
"5009","ENSMUST00000173441",158358,5248
"5010","ENSMUST00000051937",207131.5,7102.5
"5011","ENSMUST00000176335",208196.5,12947
"5012","ENSMUST00000057177",148802,2957.5
"5013","ENSMUST00000002128",185866.5,7934.5
"5014","ENSMUST00000096852",171891.5,6804
"5015","ENSMUST00000075178",265841,5609
"5016","ENSMUST00000170082",177042,6068
"5017","ENSMUST00000159232",164126.5,4067
"5018","ENSMUST00000057205",152094,4524
"5019","ENSMUST00000149623",162789.5,6282
"5020","ENSMUST00000028332",201685,15397
"5021","ENSMUST00000028656",197377,10443.5
"5022","ENSMUST00000081017",141084,2112.5
"5023","ENSMUST00000022698",207296,11410
"5024","ENSMUST00000114431",183607,7497
"5025","ENSMUST00000040418",201859.5,10844.5
"5026","ENSMUST00000060255",274878,19216
"5027","ENSMUST00000106780",151950,2739.5
"5028","ENSMUST00000024940",159932.5,6018
"5029","ENSMUST00000049294",149014,3530.5
"5030","ENSMUST00000169493",192358.5,8656.5
"5031","ENSMUST00000116560",175601.5,6613
"5032","ENSMUST00000040361",209629,2918
"5033","ENSMUST00000108644",136200.5,3174.5
"5034","ENSMUST00000041096",227356.5,6343
"5035","ENSMUST00000017193",170811,7266
"5036","ENSMUST00000007482",204128,5001.5
"5037","ENSMUST00000075242",157401,3053
"5038","ENSMUST00000051672",156852,4994
"5039","ENSMUST00000106892",237999.5,15480.5
"5040","ENSMUST00000150399",216919.5,6580
"5041","ENSMUST00000153148",348093.5,9505.5
"5042","ENSMUST00000023803",188210.5,11612
"5043","ENSMUST00000102675",233589.5,11410
"5044","ENSMUST00000068755",259042.5,15543
"5045","ENSMUST00000132053",144791.5,1012.5
"5046","ENSMUST00000031531",160758,3622.5
"5047","ENSMUST00000028346",174860,9574.5
"5048","ENSMUST00000163198",165419,4605
"5049","ENSMUST00000063112",135422,2007
"5050","ENSMUST00000084564",407172,23575
"5051","ENSMUST00000021698",260421,21697
"5052","ENSMUST00000160704",174580,7518.5
"5053","ENSMUST00000041240",206739.5,5870.5
"5054","ENSMUST00000108714",271311.5,19889.5
"5055","ENSMUST00000023810",180242,3611.5
"5056","ENSMUST00000101526",203988,8792
"5057","ENSMUST00000106973",151882.5,3099.5
"5058","ENSMUST00000110271",226703,12660
"5059","ENSMUST00000095263",220522,10615
"5060","ENSMUST00000044857",245879.5,5511
"5061","ENSMUST00000068631",193619.5,6820.5
"5062","ENSMUST00000113071",141656.5,1213
"5063","ENSMUST00000169264",185298,5925
"5064","ENSMUST00000076671",173509,6843.5
"5065","ENSMUST00000050867",254226.5,21463
"5066","ENSMUST00000112942",195614,6987.5
"5067","ENSMUST00000161012",202411.5,7050.5
"5068","ENSMUST00000108685",234398.5,5926
"5069","ENSMUST00000111948",200429.5,8592
"5070","ENSMUST00000045186",171502.5,7284.5
"5071","ENSMUST00000110512",157440.5,2567
"5072","ENSMUST00000027061",178255,4531
"5073","ENSMUST00000029541",231859.5,19791.5
"5074","ENSMUST00000073471",146246,4407.5
"5075","ENSMUST00000065358",161113.5,5760.5
"5076","ENSMUST00000010550",140692,3399.5
"5077","ENSMUST00000023086",155244.5,3164
"5078","ENSMUST00000098287",211948,12834
"5079","ENSMUST00000164589",183032,9417
"5080","ENSMUST00000162842",166001.5,4061
"5081","ENSMUST00000086052",212030,12762.5
"5082","ENSMUST00000110558",212081.5,12802.5
"5083","ENSMUST00000115897",212081.5,12802.5
"5084","ENSMUST00000108766",182121.5,6793.5
"5085","ENSMUST00000064509",340728,6202.5
"5086","ENSMUST00000136421",340728,16091.5
"5087","ENSMUST00000082231",212129,12739.5
"5088","ENSMUST00000097479",212132,12739.5
"5089","ENSMUST00000022019",147136,4296.5
