negative regulation of ovarian follicle development (GO:2000355),2,1,0.2,+,4.92,1.84E-01
negative regulation of T-helper 17 cell lineage commitment (GO:2000329),2,1,0.2,+,4.92,1.84E-01
termination of mitochondrial transcription (GO:0006393),2,1,0.2,+,4.92,1.84E-01
positive regulation of tumor necrosis factor (ligand) superfamily member 11 production (GO:2000309),2,1,0.2,+,4.92,1.84E-01
protein-pyridoxal-5-phosphate linkage (GO:0018352),2,1,0.2,+,4.92,1.84E-01
interleukin-21 production (GO:0032625),2,1,0.2,+,4.92,1.84E-01
interleukin-12 production (GO:0032615),2,1,0.2,+,4.92,1.84E-01
enzyme active site formation (GO:0018307),2,1,0.2,+,4.92,1.84E-01
histone H3-K9 deacetylation (GO:1990619),2,1,0.2,+,4.92,1.84E-01
positive regulation of presynaptic membrane organization (GO:1901631),2,1,0.2,+,4.92,1.84E-01
regulation of presynaptic membrane organization (GO:1901629),2,1,0.2,+,4.92,1.84E-01
myeloid cell apoptotic process (GO:0033028),4,2,0.41,+,4.92,6.33E-02
oxidative stress-induced premature senescence (GO:0090403),4,2,0.41,+,4.92,6.33E-02
oncogene-induced cell senescence (GO:0090402),2,1,0.2,+,4.92,1.84E-01
hydrogen sulfide biosynthetic process (GO:0070814),2,1,0.2,+,4.92,1.84E-01
regulation of oxidative phosphorylation uncoupler activity (GO:2000275),4,2,0.41,+,4.92,6.33E-02
cellular oligosaccharide catabolic process (GO:0051692),2,1,0.2,+,4.92,1.84E-01
cellular oligosaccharide metabolic process (GO:0051691),2,1,0.2,+,4.92,1.84E-01
negative regulation of vascular associated smooth muscle cell differentiation involved in phenotypic switching (GO:1905931),2,1,0.2,+,4.92,1.84E-01
negative regulation of cell differentiation involved in phenotypic switching (GO:1905916),2,1,0.2,+,4.92,1.84E-01
regulation of calcium ion export across plasma membrane (GO:1905912),2,1,0.2,+,4.92,1.84E-01
negative regulation of DNA demethylation (GO:1901536),2,1,0.2,+,4.92,1.84E-01
response to biotin (GO:0070781),2,1,0.2,+,4.92,1.84E-01
hypophysis morphogenesis (GO:0048850),2,1,0.2,+,4.92,1.84E-01
age-dependent response to oxidative stress involved in chronological cell aging (GO:0001324),2,1,0.2,+,4.92,1.84E-01
age-dependent general metabolic decline involved in chronological cell aging (GO:0001323),2,1,0.2,+,4.92,1.84E-01
enucleate erythrocyte development (GO:0048822),2,1,0.2,+,4.92,1.84E-01
negative regulation of ubiquitin-specific protease activity (GO:2000157),2,1,0.2,+,4.92,1.84E-01
male genitalia morphogenesis (GO:0048808),4,2,0.41,+,4.92,6.33E-02
interleukin-10-mediated signaling pathway (GO:0140105),2,1,0.2,+,4.92,1.84E-01
peptidyl-aspartic acid modification (GO:0018197),2,1,0.2,+,4.92,1.84E-01
nerve growth factor processing (GO:0032455),4,2,0.41,+,4.92,6.33E-02
regulation of sodium-dependent phosphate transport (GO:2000118),4,2,0.41,+,4.92,6.33E-02
negative regulation of sodium:proton antiporter activity (GO:0032416),2,1,0.2,+,4.92,1.84E-01
dopamine uptake involved in synaptic transmission (GO:0051583),4,2,0.41,+,4.92,6.33E-02
histone H2B acetylation (GO:0043969),4,2,0.41,+,4.92,6.33E-02
positive regulation of lymphangiogenesis (GO:1901492),2,1,0.2,+,4.92,1.84E-01
"adenosine 3',5'-bisphosphate transmembrane transport (GO:0071106)",2,1,0.2,+,4.92,1.84E-01
regulation of chromatin silencing at telomere (GO:0031938),2,1,0.2,+,4.92,1.84E-01
negative regulation of mitochondrial DNA replication (GO:0090298),2,1,0.2,+,4.92,1.84E-01
regulation of mitochondrial DNA replication (GO:0090296),4,2,0.41,+,4.92,6.33E-02
positive regulation of immune complex clearance by monocytes and macrophages (GO:0090265),2,1,0.2,+,4.92,1.84E-01
intralumenal vesicle formation (GO:0070676),2,1,0.2,+,4.92,1.84E-01
positive regulation of tetrapyrrole metabolic process (GO:1901403),2,1,0.2,+,4.92,1.84E-01
canonical Wnt signaling pathway involved in neural crest cell differentiation (GO:0044335),2,1,0.2,+,4.92,1.84E-01
regulation of transcription involved in anterior/posterior axis specification (GO:0044324),2,1,0.2,+,4.92,1.84E-01
positive regulation of DNA helicase activity (GO:1905776),2,1,0.2,+,4.92,1.84E-01
meiotic DNA recombinase assembly (GO:0000707),2,1,0.2,+,4.92,1.84E-01
regulation of transforming growth factor beta1 activation (GO:1901392),2,1,0.2,+,4.92,1.84E-01
negative regulation of chorionic trophoblast cell proliferation (GO:1901383),2,1,0.2,+,4.92,1.84E-01
organic heteropentacyclic compound catabolic process (GO:1901377),2,1,0.2,+,4.92,1.84E-01
negative regulation of branching involved in ureteric bud morphogenesis (GO:0090191),2,1,0.2,+,4.92,1.84E-01
regulation of inhibitory synapse assembly (GO:1905702),4,2,0.41,+,4.92,6.33E-02
detection of mechanical stimulus involved in sensory perception of touch (GO:0050976),2,1,0.2,+,4.92,1.84E-01
vesicle-mediated cholesterol transport (GO:0090119),2,1,0.2,+,4.92,1.84E-01
telomere assembly (GO:0032202),4,2,0.41,+,4.92,6.33E-02
regulation of polysome binding (GO:1905696),2,1,0.2,+,4.92,1.84E-01
cellular response to potassium ion starvation (GO:0051365),2,1,0.2,+,4.92,1.84E-01
proline import across plasma membrane (GO:1905647),2,1,0.2,+,4.92,1.84E-01
positive regulation of DNA methylation (GO:1905643),4,2,0.41,+,4.92,6.33E-02
detection of hypoxia (GO:0070483),2,1,0.2,+,4.92,1.84E-01
thyroid-stimulating hormone secretion (GO:0070460),2,1,0.2,+,4.92,1.84E-01
establishment of animal organ orientation (GO:0048561),2,1,0.2,+,4.92,1.84E-01
antibiotic metabolic process (GO:0016999),2,1,0.2,+,4.92,1.84E-01
hydrocarbon catabolic process (GO:0120253),2,1,0.2,+,4.92,1.84E-01
protein deglycation (GO:0036525),2,1,0.2,+,4.92,1.84E-01
maintenance of unfolded protein (GO:0036506),2,1,0.2,+,4.92,1.84E-01
blue light signaling pathway (GO:0009785),2,1,0.2,+,4.92,1.84E-01
iron ion import across plasma membrane (GO:0098711),2,1,0.2,+,4.92,1.84E-01
telomeric loop formation (GO:0031627),2,1,0.2,+,4.92,1.84E-01
positive regulation of ERK5 cascade (GO:0070378),2,1,0.2,+,4.92,1.84E-01
regulation of ERK5 cascade (GO:0070376),2,1,0.2,+,4.92,1.84E-01
positive regulation of white fat cell proliferation (GO:0070352),2,1,0.2,+,4.92,1.84E-01
eiF2alpha phosphorylation in response to endoplasmic reticulum stress (GO:0036492),2,1,0.2,+,4.92,1.84E-01
tRNA stabilization (GO:0036416),2,1,0.2,+,4.92,1.84E-01
regulation of tRNA stability (GO:0036415),2,1,0.2,+,4.92,1.84E-01
histone H3-R26 citrullination (GO:0036413),2,1,0.2,+,4.92,1.84E-01
box H/ACA snoRNP assembly (GO:0000493),2,1,0.2,+,4.92,1.84E-01
positive regulation of DNA duplex unwinding (GO:1905464),2,1,0.2,+,4.92,1.84E-01
stress-induced mitochondrial fusion (GO:1990046),2,1,0.2,+,4.92,1.84E-01
response to high light intensity (GO:0009644),2,1,0.2,+,4.92,1.84E-01
mesendoderm development (GO:0048382),4,2,0.41,+,4.92,6.33E-02
axial mesoderm formation (GO:0048320),2,1,0.2,+,4.92,1.84E-01
generation of catalytic spliceosome for first transesterification step (GO:0000349),2,1,0.2,+,4.92,1.84E-01
ceramide phosphoethanolamine biosynthetic process (GO:1905373),2,1,0.2,+,4.92,1.84E-01
ceramide phosphoethanolamine metabolic process (GO:1905371),2,1,0.2,+,4.92,1.84E-01
cellular alkene metabolic process (GO:0043449),2,1,0.2,+,4.92,1.84E-01
"retrograde transport, vesicle recycling within Golgi (GO:0000301)",2,1,0.2,+,4.92,1.84E-01
regulation of calcium-independent cell-cell adhesion (GO:0051040),2,1,0.2,+,4.92,1.84E-01
skeletal muscle fiber differentiation (GO:0098528),2,1,0.2,+,4.92,1.84E-01
adrenal cortex formation (GO:0035802),2,1,0.2,+,4.92,1.84E-01
positive regulation of macropinocytosis (GO:1905303),2,1,0.2,+,4.92,1.84E-01
endothelial to hematopoietic transition (GO:0098508),2,1,0.2,+,4.92,1.84E-01
insecticide metabolic process (GO:0017143),2,1,0.2,+,4.92,1.84E-01
D-serine metabolic process (GO:0070178),2,1,0.2,+,4.92,1.84E-01
positive regulation of excitatory synapse assembly (GO:1904891),2,1,0.2,+,4.92,1.84E-01
DNA rewinding (GO:0036292),2,1,0.2,+,4.92,1.84E-01
ciliary neurotrophic factor-mediated signaling pathway (GO:0070120),4,2,0.41,+,4.92,6.33E-02
negative regulation of interleukin-6-mediated signaling pathway (GO:0070104),2,1,0.2,+,4.92,1.84E-01
cellular response to menadione (GO:0036245),2,1,0.2,+,4.92,1.84E-01
positive regulation of dense core granule transport (GO:1904811),2,1,0.2,+,4.92,1.84E-01
regulation of dense core granule transport (GO:1904809),2,1,0.2,+,4.92,1.84E-01
"nuclear-transcribed mRNA catabolic process, endonucleolytic cleavage-dependent decay (GO:0000294)",2,1,0.2,+,4.92,1.84E-01
mycotoxin catabolic process (GO:0043387),2,1,0.2,+,4.92,1.84E-01
regulation of modification of postsynaptic actin cytoskeleton (GO:1905274),4,2,0.41,+,4.92,6.33E-02
mesangial cell-matrix adhesion (GO:0035759),2,1,0.2,+,4.92,1.84E-01
negative regulation of nitrosative stress-induced intrinsic apoptotic signaling pathway (GO:1905259),2,1,0.2,+,4.92,1.84E-01
regulation of nitrosative stress-induced intrinsic apoptotic signaling pathway (GO:1905258),2,1,0.2,+,4.92,1.84E-01
atrioventricular canal morphogenesis (GO:1905222),2,1,0.2,+,4.92,1.84E-01
memory T cell activation (GO:0035709),2,1,0.2,+,4.92,1.84E-01
negative regulation of neutrophil degranulation (GO:0043314),2,1,0.2,+,4.92,1.84E-01
toxin catabolic process (GO:0009407),2,1,0.2,+,4.92,1.84E-01
tear secretion (GO:0070075),2,1,0.2,+,4.92,1.84E-01
negative regulation of protein localization to centrosome (GO:1904780),2,1,0.2,+,4.92,1.84E-01
negative regulation of intestinal lipid absorption (GO:1904730),2,1,0.2,+,4.92,1.84E-01
TRAM-dependent toll-like receptor 4 signaling pathway (GO:0035669),2,1,0.2,+,4.92,1.84E-01
TRAM-dependent toll-like receptor signaling pathway (GO:0035668),2,1,0.2,+,4.92,1.84E-01
intrahepatic bile duct development (GO:0035622),2,1,0.2,+,4.92,1.84E-01
pseudopodium organization (GO:0031268),2,1,0.2,+,4.92,1.84E-01
protein side chain deglutamylation (GO:0035610),4,2,0.41,+,4.92,6.33E-02
eye pigmentation (GO:0048069),4,2,0.41,+,4.92,6.33E-02
uterine wall breakdown (GO:0042704),2,1,0.2,+,4.92,1.84E-01
negative regulation of phenotypic switching (GO:1900240),2,1,0.2,+,4.92,1.84E-01
regulation of astrocyte activation (GO:0061888),2,1,0.2,+,4.92,1.84E-01
positive regulation of mini excitatory postsynaptic potential (GO:0061885),2,1,0.2,+,4.92,1.84E-01
regulation of mini excitatory postsynaptic potential (GO:0061884),2,1,0.2,+,4.92,1.84E-01
positive regulation of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry (GO:1900224),2,1,0.2,+,4.92,1.84E-01
semaphorin-plexin signaling pathway involved in bone trabecula morphogenesis (GO:1900220),2,1,0.2,+,4.92,1.84E-01
positive regulation of cardiolipin metabolic process (GO:1900210),2,1,0.2,+,4.92,1.84E-01
oxidative single-stranded DNA demethylation (GO:0035552),2,1,0.2,+,4.92,1.84E-01
peptide modification (GO:0031179),2,1,0.2,+,4.92,1.84E-01
regulation of antifungal innate immune response (GO:1905034),2,1,0.2,+,4.92,1.84E-01
positive regulation of myosin light chain kinase activity (GO:0035505),2,1,0.2,+,4.92,1.84E-01
regulation of myosin light chain kinase activity (GO:0035504),2,1,0.2,+,4.92,1.84E-01
10-formyltetrahydrofolate catabolic process (GO:0009258),2,1,0.2,+,4.92,1.84E-01
short-chain fatty acid transport (GO:0015912),2,1,0.2,+,4.92,1.84E-01
positive regulation of cell fate specification (GO:0042660),2,1,0.2,+,4.92,1.84E-01
L-proline transmembrane transport (GO:1904555),2,1,0.2,+,4.92,1.84E-01
regulation of defense response to fungus (GO:1900150),4,2,0.41,+,4.92,6.33E-02
positive regulation of Schwann cell migration (GO:1900149),2,1,0.2,+,4.92,1.84E-01
regulation of Schwann cell migration (GO:1900147),2,1,0.2,+,4.92,1.84E-01
negative regulation of arachidonic acid secretion (GO:1900139),2,1,0.2,+,4.92,1.84E-01
negative regulation of phospholipase A2 activity (GO:1900138),2,1,0.2,+,4.92,1.84E-01
negative regulation of histone H3-K9 dimethylation (GO:1900110),2,1,0.2,+,4.92,1.84E-01
FAD transport (GO:0015883),2,1,0.2,+,4.92,1.84E-01
coenzyme A transport (GO:0015880),2,1,0.2,+,4.92,1.84E-01
maintenance of rDNA (GO:0043007),2,1,0.2,+,4.92,1.84E-01
negative regulation of matrix metallopeptidase secretion (GO:1904465),2,1,0.2,+,4.92,1.84E-01
regulation of translational initiation by eIF2 alpha phosphorylation (GO:0010998),4,2,0.41,+,4.92,6.33E-02
positive regulation of iron ion import across plasma membrane (GO:1904440),2,1,0.2,+,4.92,1.84E-01
regulation of L-arginine import (GO:0010963),2,1,0.2,+,4.92,1.84E-01
"O-glycan processing, core 1 (GO:0016267)",2,1,0.2,+,4.92,1.84E-01
embryonic genitalia morphogenesis (GO:0030538),2,1,0.2,+,4.92,1.84E-01
negative regulation of intestinal phytosterol absorption (GO:0010949),2,1,0.2,+,4.92,1.84E-01
carbon dioxide transmembrane transport (GO:0035378),2,1,0.2,+,4.92,1.84E-01
UDP-glucose transmembrane transport (GO:0015786),2,1,0.2,+,4.92,1.84E-01
primary palate development (GO:1903929),2,1,0.2,+,4.92,1.84E-01
FAD transmembrane transport (GO:0035350),2,1,0.2,+,4.92,1.84E-01
coenzyme A transmembrane transport (GO:0035349),2,1,0.2,+,4.92,1.84E-01
leucine biosynthetic process (GO:0009098),2,1,0.2,+,4.92,1.84E-01
detection of triacyl bacterial lipopeptide (GO:0042495),2,1,0.2,+,4.92,1.84E-01
positive regulation of neuromuscular junction development (GO:1904398),2,1,0.2,+,4.92,1.84E-01
negative regulation of odontogenesis of dentin-containing tooth (GO:0042489),2,1,0.2,+,4.92,1.84E-01
negative regulation of odontogenesis (GO:0042483),2,1,0.2,+,4.92,1.84E-01
negative regulation of eye photoreceptor cell development (GO:0042480),2,1,0.2,+,4.92,1.84E-01
regulation of eye photoreceptor cell development (GO:0042478),2,1,0.2,+,4.92,1.84E-01
maintenance of unfolded protein involved in ERAD pathway (GO:1904378),2,1,0.2,+,4.92,1.84E-01
response to kainic acid (GO:1904373),2,1,0.2,+,4.92,1.84E-01
positive regulation of mitotic sister chromatid segregation (GO:0062033),2,1,0.2,+,4.92,1.84E-01
positive regulation of stress granule assembly (GO:0062029),2,1,0.2,+,4.92,1.84E-01
synaptic vesicle to endosome fusion (GO:0016189),2,1,0.2,+,4.92,1.84E-01
thymus epithelium morphogenesis (GO:0097536),2,1,0.2,+,4.92,1.84E-01
lymphoid lineage cell migration into thymus (GO:0097535),2,1,0.2,+,4.92,1.84E-01
lymphoid lineage cell migration (GO:0097534),2,1,0.2,+,4.92,1.84E-01
cholesterol storage (GO:0010878),2,1,0.2,+,4.92,1.84E-01
execution phase of necroptosis (GO:0097528),2,1,0.2,+,4.92,1.84E-01
regulation of chromatin disassembly (GO:0010848),2,1,0.2,+,4.92,1.84E-01
intestinal epithelial cell migration (GO:0061582),2,1,0.2,+,4.92,1.84E-01
xanthophyll metabolic process (GO:0016122),2,1,0.2,+,4.92,1.84E-01
carotenoid metabolic process (GO:0016116),2,1,0.2,+,4.92,1.84E-01
negative regulation of ATF6-mediated unfolded protein response (GO:1903892),2,1,0.2,+,4.92,1.84E-01
tetraterpenoid metabolic process (GO:0016108),2,1,0.2,+,4.92,1.84E-01
early endosome to recycling endosome transport (GO:0061502),2,1,0.2,+,4.92,1.84E-01
glycine import across plasma membrane (GO:1903804),2,1,0.2,+,4.92,1.84E-01
positive regulation of protein-glutamine gamma-glutamyltransferase activity (GO:0150074),2,1,0.2,+,4.92,1.84E-01
regulation of protein-glutamine gamma-glutamyltransferase activity (GO:0150073),2,1,0.2,+,4.92,1.84E-01
positive regulation of iron ion transmembrane transport (GO:0034761),2,1,0.2,+,4.92,1.84E-01
L-proline import across plasma membrane (GO:1904271),2,1,0.2,+,4.92,1.84E-01
positive regulation of iron ion transport (GO:0034758),2,1,0.2,+,4.92,1.84E-01
retinal cone cell apoptotic process (GO:0097474),2,1,0.2,+,4.92,1.84E-01
fructosamine metabolic process (GO:0030389),2,1,0.2,+,4.92,1.84E-01
regulation of DNA double-strand break processing (GO:1903775),2,1,0.2,+,4.92,1.84E-01
mesenchymal cell differentiation involved in lung development (GO:0060915),2,1,0.2,+,4.92,1.84E-01
drug export (GO:0046618),2,1,0.2,+,4.92,1.84E-01
terpene metabolic process (GO:0042214),2,1,0.2,+,4.92,1.84E-01
positive regulation of protein O-linked glycosylation (GO:1904100),2,1,0.2,+,4.92,1.84E-01
inferior colliculus development (GO:0061379),2,1,0.2,+,4.92,1.84E-01
corpora quadrigemina development (GO:0061378),2,1,0.2,+,4.92,1.84E-01
canonical Wnt signaling pathway involved in cardiac muscle cell fate commitment (GO:0061317),2,1,0.2,+,4.92,1.84E-01
positive regulation of chaperone-mediated protein folding (GO:1903646),2,1,0.2,+,4.92,1.84E-01
smooth muscle cell-matrix adhesion (GO:0061302),2,1,0.2,+,4.92,1.84E-01
negative regulation of protein tyrosine phosphatase activity (GO:1903614),2,1,0.2,+,4.92,1.84E-01
leading edge cell differentiation (GO:0035026),2,1,0.2,+,4.92,1.84E-01
semicircular canal formation (GO:0060876),2,1,0.2,+,4.92,1.84E-01
optic vesicle morphogenesis (GO:0003404),2,1,0.2,+,4.92,1.84E-01
regulation of protein O-linked glycosylation (GO:1904098),2,1,0.2,+,4.92,1.84E-01
urea homeostasis (GO:0097274),2,1,0.2,+,4.92,1.84E-01
creatinine homeostasis (GO:0097273),2,1,0.2,+,4.92,1.84E-01
nitric oxide transport (GO:0030185),2,1,0.2,+,4.92,1.84E-01
cellular response to methylglyoxal (GO:0097238),2,1,0.2,+,4.92,1.84E-01
negative regulation of collagen fibril organization (GO:1904027),2,1,0.2,+,4.92,1.84E-01
cellular response to Thyroglobulin triiodothyronine (GO:1904017),2,1,0.2,+,4.92,1.84E-01
response to Thyroglobulin triiodothyronine (GO:1904016),4,2,0.41,+,4.92,6.33E-02
negative regulation of membrane tubulation (GO:1903526),2,1,0.2,+,4.92,1.84E-01
positive regulation of single strand break repair (GO:1903518),2,1,0.2,+,4.92,1.84E-01
cell-matrix adhesion involved in ameboidal cell migration (GO:0003366),2,1,0.2,+,4.92,1.84E-01
septum transversum development (GO:0003343),2,1,0.2,+,4.92,1.84E-01
proepicardium development (GO:0003342),2,1,0.2,+,4.92,1.84E-01
epithelial-mesenchymal signaling involved in prostate gland development (GO:0060738),2,1,0.2,+,4.92,1.84E-01
positive regulation of chronic inflammatory response to antigenic stimulus (GO:0002876),2,1,0.2,+,4.92,1.84E-01
urate biosynthetic process (GO:0034418),2,1,0.2,+,4.92,1.84E-01
positive regulation of T cell mediated immune response to tumor cell (GO:0002842),4,2,0.41,+,4.92,6.33E-02
cellular manganese ion homeostasis (GO:0030026),2,1,0.2,+,4.92,1.84E-01
taste bud development (GO:0061193),2,1,0.2,+,4.92,1.84E-01
negative regulation of mitotic cell cycle DNA replication (GO:1903464),2,1,0.2,+,4.92,1.84E-01
corticospinal neuron axon guidance (GO:0021966),2,1,0.2,+,4.92,1.84E-01
regulation of cholesterol transporter activity (GO:0060694),2,1,0.2,+,4.92,1.84E-01
negative regulation of female receptivity (GO:0007621),4,2,0.41,+,4.92,6.33E-02
negative regulation of cell proliferation involved in heart valve morphogenesis (GO:0003252),2,1,0.2,+,4.92,1.84E-01
branch elongation involved in salivary gland morphogenesis (GO:0060667),2,1,0.2,+,4.92,1.84E-01
regulation of branching involved in salivary gland morphogenesis by mesenchymal-epithelial signaling (GO:0060665),4,2,0.41,+,4.92,6.33E-02
submandibular salivary gland formation (GO:0060661),2,1,0.2,+,4.92,1.84E-01
cardiac muscle tissue growth involved in heart morphogenesis (GO:0003245),2,1,0.2,+,4.92,1.84E-01
cardiac atrium formation (GO:0003210),2,1,0.2,+,4.92,1.84E-01
negative regulation of cholesterol import (GO:0060621),2,1,0.2,+,4.92,1.84E-01
mammary gland bud formation (GO:0060615),2,1,0.2,+,4.92,1.84E-01
regulation of melanosome transport (GO:1902908),2,1,0.2,+,4.92,1.84E-01
dendritic cell dendrite assembly (GO:0097026),2,1,0.2,+,4.92,1.84E-01
primary alcohol biosynthetic process (GO:0034309),4,2,0.41,+,4.92,6.33E-02
lymphocyte migration into lymph node (GO:0097022),2,1,0.2,+,4.92,1.84E-01
female courtship behavior (GO:0008050),2,1,0.2,+,4.92,1.84E-01
eukaryotic translation initiation factor 4F complex assembly (GO:0097010),2,1,0.2,+,4.92,1.84E-01
regulation of phospholipid translocation (GO:0061091),4,2,0.41,+,4.92,6.33E-02
ciliary body morphogenesis (GO:0061073),4,2,0.41,+,4.92,6.33E-02
negative regulation of hydrogen peroxide-induced neuron intrinsic apoptotic signaling pathway (GO:1903384),2,1,0.2,+,4.92,1.84E-01
regulation of hydrogen peroxide-induced neuron intrinsic apoptotic signaling pathway (GO:1903383),2,1,0.2,+,4.92,1.84E-01
forebrain astrocyte development (GO:0021897),2,1,0.2,+,4.92,1.84E-01
forebrain astrocyte differentiation (GO:0021896),2,1,0.2,+,4.92,1.84E-01
visceral serous pericardium development (GO:0061032),2,1,0.2,+,4.92,1.84E-01
glutamate catabolic process to 2-oxoglutarate (GO:0019551),2,1,0.2,+,4.92,1.84E-01
glutamate catabolic process to aspartate (GO:0019550),2,1,0.2,+,4.92,1.84E-01
arginine catabolic process to ornithine (GO:0019547),2,1,0.2,+,4.92,1.84E-01
positive regulation of protein folding (GO:1903334),4,2,0.41,+,4.92,6.33E-02
negative regulation of tRNA metabolic process (GO:1903327),2,1,0.2,+,4.92,1.84E-01
regulation of tRNA metabolic process (GO:1903326),2,1,0.2,+,4.92,1.84E-01
L-methionine salvage from methylthioadenosine (GO:0019509),4,2,0.41,+,4.92,6.33E-02
fibroblast growth factor receptor signaling pathway involved in mammary gland specification (GO:0060595),2,1,0.2,+,4.92,1.84E-01
Purkinje myocyte development (GO:0003165),2,1,0.2,+,4.92,1.84E-01
gonadal mesoderm development (GO:0007506),2,1,0.2,+,4.92,1.84E-01
positive regulation of vitamin D biosynthetic process (GO:0060557),2,1,0.2,+,4.92,1.84E-01
AMP transport (GO:0080121),2,1,0.2,+,4.92,1.84E-01
primary prostatic bud elongation (GO:0060516),2,1,0.2,+,4.92,1.84E-01
aflatoxin catabolic process (GO:0046223),2,1,0.2,+,4.92,1.84E-01
snoRNA splicing (GO:0034247),2,1,0.2,+,4.92,1.84E-01
spermidine catabolic process (GO:0046203),2,1,0.2,+,4.92,1.84E-01
enkephalin processing (GO:0034230),2,1,0.2,+,4.92,1.84E-01
natural killer cell mediated cytotoxicity (GO:0042267),20,9,2.03,+,4.43,2.64E-04
deadenylation-dependent decapping of nuclear-transcribed mRNA (GO:0000290),9,4,0.91,+,4.37,1.42E-02
positive regulation of toll-like receptor 2 signaling pathway (GO:0034137),7,3,0.71,+,4.22,3.55E-02
regulation of natural killer cell chemotaxis (GO:2000501),7,3,0.71,+,4.22,3.55E-02
response to methylmercury (GO:0051597),7,3,0.71,+,4.22,3.55E-02
regulation of cortisol biosynthetic process (GO:2000064),7,3,0.71,+,4.22,3.55E-02
regulation of voltage-gated sodium channel activity (GO:1905150),7,3,0.71,+,4.22,3.55E-02
cobalamin transport (GO:0015889),7,3,0.71,+,4.22,3.55E-02
G protein-coupled receptor signaling pathway involved in heart process (GO:0086103),7,3,0.71,+,4.22,3.55E-02
vascular endothelial growth factor production (GO:0010573),7,3,0.71,+,4.22,3.55E-02
positive regulation of nuclear cell cycle DNA replication (GO:0010571),7,3,0.71,+,4.22,3.55E-02
dentinogenesis (GO:0097187),7,3,0.71,+,4.22,3.55E-02
forebrain radial glial cell differentiation (GO:0021861),7,3,0.71,+,4.22,3.55E-02
methylguanosine-cap decapping (GO:0110156),12,5,1.22,+,4.1,8.25E-03
natural killer cell mediated immunity (GO:0002228),22,9,2.24,+,4.02,5.21E-04
protein homotrimerization (GO:0070207),15,6,1.52,+,3.93,4.79E-03
ammonium transmembrane transport (GO:0072488),10,4,1.02,+,3.93,2.00E-02
ventral midline development (GO:0007418),5,2,0.51,+,3.93,9.27E-02
acrosomal vesicle exocytosis (GO:0060478),5,2,0.51,+,3.93,9.27E-02
toll-like receptor 7 signaling pathway (GO:0034154),5,2,0.51,+,3.93,9.27E-02
inflammatory cell apoptotic process (GO:0006925),5,2,0.51,+,3.93,9.27E-02
egg activation (GO:0007343),5,2,0.51,+,3.93,9.27E-02
oligopeptide transport (GO:0006857),10,4,1.02,+,3.93,2.00E-02
negative regulation of apoptotic process in bone marrow cell (GO:0071866),5,2,0.51,+,3.93,9.27E-02
regulation of apoptotic process in bone marrow cell (GO:0071865),5,2,0.51,+,3.93,9.27E-02
response to L-ascorbic acid (GO:0033591),5,2,0.51,+,3.93,9.27E-02
regulation of histone H2B ubiquitination (GO:2001166),5,2,0.51,+,3.93,9.27E-02
xenobiotic transport across blood-brain barrier (GO:1990962),5,2,0.51,+,3.93,9.27E-02
polyamine catabolic process (GO:0006598),5,2,0.51,+,3.93,9.27E-02
positive regulation of natural killer cell chemotaxis (GO:2000503),5,2,0.51,+,3.93,9.27E-02
cellular response to temperature stimulus (GO:0071502),5,2,0.51,+,3.93,9.27E-02
positive regulation of high voltage-gated calcium channel activity (GO:1901843),5,2,0.51,+,3.93,9.27E-02
inhibition of neuroepithelial cell differentiation (GO:0002085),5,2,0.51,+,3.93,9.27E-02
CRD-mediated mRNA stabilization (GO:0070934),5,2,0.51,+,3.93,9.27E-02
regulation of mesoderm development (GO:2000380),5,2,0.51,+,3.93,9.27E-02
mRNA 3'-end processing by stem-loop binding and cleavage (GO:0006398),5,2,0.51,+,3.93,9.27E-02
dipeptide import across plasma membrane (GO:0140206),5,2,0.51,+,3.93,9.27E-02
oligopeptide import across plasma membrane (GO:0140205),5,2,0.51,+,3.93,9.27E-02
positive regulation of hematopoietic progenitor cell differentiation (GO:1901534),5,2,0.51,+,3.93,9.27E-02
citrate metabolic process (GO:0006101),5,2,0.51,+,3.93,9.27E-02
microtubule nucleation by interphase microtubule organizing center (GO:0051415),5,2,0.51,+,3.93,9.27E-02
negative regulation of macrophage migration (GO:1905522),10,4,1.02,+,3.93,2.00E-02
regulation of bile acid secretion (GO:0120188),5,2,0.51,+,3.93,9.27E-02
anterograde neuronal dense core vesicle transport (GO:1990048),5,2,0.51,+,3.93,9.27E-02
negative regulation of relaxation of muscle (GO:1901078),5,2,0.51,+,3.93,9.27E-02
mitochondrial DNA repair (GO:0043504),5,2,0.51,+,3.93,9.27E-02
response to blue light (GO:0009637),5,2,0.51,+,3.93,9.27E-02
positive regulation of helicase activity (GO:0051096),5,2,0.51,+,3.93,9.27E-02
dipeptide transport (GO:0042938),5,2,0.51,+,3.93,9.27E-02
regulation of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry (GO:1900175),5,2,0.51,+,3.93,9.27E-02
regulation of nodal signaling pathway involved in determination of left/right asymmetry (GO:1900145),5,2,0.51,+,3.93,9.27E-02
tripeptide transmembrane transport (GO:0035443),5,2,0.51,+,3.93,9.27E-02
dipeptide transmembrane transport (GO:0035442),5,2,0.51,+,3.93,9.27E-02
deadenylation-independent decapping of nuclear-transcribed mRNA (GO:0031087),5,2,0.51,+,3.93,9.27E-02
habituation (GO:0046959),5,2,0.51,+,3.93,9.27E-02
